dataset,nlist,nprobe,opt_level,simi_ratio,tri,tri_large,subnn_L2,subnn_IP,simi_update_rate,check_L2,check_IP,time_speedup,pruning_speedup,query_time,recall,r2
contriever-768,994,22,7,1.0000000,0,0,299696,9427,0.0012758,0.0021139,0.0010507,0.0000000,1.0009924,9.1978042140000014,0.9563300013542175,0.0022294521331787
contriever-768,994,24,0,1.0000000,0,0,0,0,0.0011718,0.0000000,0.0000000,0.0000000,1.0000000,9.6635586920000005,0.9595800042152405,0.0020074844360352
contriever-768,994,24,1,1.0000000,0,0,0,0,0.0011718,0.0000000,0.0000000,0.0000000,1.0000000,9.6644836450000007,0.9595800042152405,0.0020074844360352
contriever-768,994,24,7,1.0000000,0,0,328294,10837,0.0011729,0.0021184,0.0010208,0.0000000,1.0009999,10.0482378969999999,0.9595800042152405,0.0020074844360352
contriever-768,994,26,0,1.0000000,0,0,0,0,0.0010844,0.0000000,0.0000000,0.0000000,1.0000000,10.4692761040000004,0.9627299904823303,0.0017921924591064
contriever-768,994,26,1,1.0000000,0,0,0,0,0.0010844,0.0000000,0.0000000,0.0000000,1.0000000,10.5713757749999999,0.9627299904823303,0.0017921924591064
contriever-768,994,26,7,1.0000000,0,0,355214,12174,0.0010855,0.0021112,0.0009893,0.0000000,1.0010015,10.7604210770000002,0.9627299904823303,0.0017921924591064
contriever-768,994,28,0,1.0000000,0,0,0,0,0.0010098,0.0000000,0.0000000,0.0000000,1.0000000,11.1710861520000009,0.9651299715042114,0.0016285181045532
contriever-768,994,28,1,1.0000000,0,0,0,0,0.0010098,0.0000000,0.0000000,0.0000000,1.0000000,11.2578957300000013,0.9651299715042114,0.0016285181045532
contriever-768,994,28,7,1.0000000,0,0,380795,13167,0.0010108,0.0021007,0.0009474,0.0000000,1.0009992,11.5749216410000013,0.9651299715042114,0.0016285181045532
contriever-768,994,32,0,1.0000000,0,0,0,0,0.0008882,0.0000000,0.0000000,0.0000000,1.0000000,12.6979980420000000,0.9691599607467651,0.0013887882232666
contriever-768,994,32,1,1.0000000,0,0,0,0,0.0008882,0.0000000,0.0000000,0.0000000,1.0000000,12.7511922350000013,0.9691599607467651,0.0013887882232666
contriever-768,994,32,7,1.0000000,0,0,430399,15745,0.0008891,0.0020729,0.0008961,0.0000000,1.0009941,13.2647178940000003,0.9691599607467651,0.0013887882232666
contriever-768,994,40,0,1.0000000,0,0,0,0,0.0007164,0.0000000,0.0000000,0.0000000,1.0000000,15.7395817980000015,0.9741899967193604,0.0010913610458374
contriever-768,994,40,1,1.0000000,0,0,0,0,0.0007164,0.0000000,0.0000000,0.0000000,1.0000000,15.7196505770000012,0.9741899967193604,0.0010913610458374
contriever-768,994,40,7,1.0000000,0,0,521855,20458,0.0007171,0.0020025,0.0008021,0.0000000,1.0009730,16.3188205470000014,0.9741899967193604,0.0010913610458374
contriever-768,994,48,0,1.0000000,0,0,0,0,0.0006009,0.0000000,0.0000000,0.0000000,1.0000000,18.7392432360000001,0.9779599905014038,0.0009108781814575
contriever-768,994,48,1,1.0000000,0,0,0,0,0.0006009,0.0000000,0.0000000,0.0000000,1.0000000,18.7854843560000013,0.9779599905014038,0.0009108781814575
contriever-768,994,48,7,1.0000000,0,0,605691,24595,0.0006015,0.0019312,0.0007235,0.0000000,1.0009475,19.4533907580000012,0.9779599905014038,0.0009108781814575
contriever-768,994,56,0,1.0000000,0,0,0,0,0.0005181,0.0000000,0.0000000,0.0000000,1.0000000,21.9044186810000028,0.9810599684715271,0.0007513761520386
contriever-768,994,56,1,1.0000000,0,0,0,0,0.0005181,0.0000000,0.0000000,0.0000000,1.0000000,21.9942733410000031,0.9810599684715271,0.0007513761520386
contriever-768,994,56,7,1.0000000,0,0,686350,28876,0.0005185,0.0018715,0.0006710,0.0000000,1.0009260,23.8024560320000020,0.9810599684715271,0.0007513761520386
contriever-768,994,64,0,1.0000000,0,0,0,0,0.0004551,0.0000000,0.0000000,0.0000000,1.0000000,28.1130345750000004,0.9832199811935425,0.0006450414657593
contriever-768,994,64,1,1.0000000,0,0,0,0,0.0004551,0.0000000,0.0000000,0.0000000,1.0000000,29.3333287670000011,0.9832199811935425,0.0006450414657593
contriever-768,994,64,7,1.0000000,0,0,767755,33494,0.0004555,0.0018264,0.0006362,0.0000000,1.0009108,31.5215490360000032,0.9832199811935425,0.0006450414657593
contriever-768,994,80,0,1.0000000,0,0,0,0,0.0003662,0.0000000,0.0000000,0.0000000,1.0000000,37.6026012980000033,0.9864999651908875,0.0004708766937256
contriever-768,994,80,1,1.0000000,0,0,0,0,0.0003662,0.0000000,0.0000000,0.0000000,1.0000000,37.9476764540000033,0.9864999651908875,0.0004708766937256
contriever-768,994,80,7,1.0000000,0,0,932179,43295,0.0003665,0.0017647,0.0005902,0.0000000,1.0008912,38.6107136460000007,0.9864999651908875,0.0004708766937256
contriever-768,994,96,0,1.0000000,0,0,0,0,0.0003064,0.0000000,0.0000000,0.0000000,1.0000000,44.0801405670000008,0.9887399673461914,0.0003769397735596
contriever-768,994,96,1,1.0000000,0,0,0,0,0.0003064,0.0000000,0.0000000,0.0000000,1.0000000,44.2849482580000000,0.9887399673461914,0.0003769397735596
contriever-768,994,96,7,1.0000000,0,0,1102104,54109,0.0003066,0.0017306,0.0005665,0.0000000,1.0008831,45.9832158100000044,0.9887399673461914,0.0003769397735596
contriever-768,994,112,0,1.0000000,0,0,0,0,0.0002633,0.0000000,0.0000000,0.0000000,1.0000000,49.2409498210000010,0.9904399514198303,0.0003073215484619
contriever-768,994,112,1,1.0000000,0,0,0,0,0.0002633,0.0000000,0.0000000,0.0000000,1.0000000,44.5130369110000004,0.9904399514198303,0.0003073215484619
contriever-768,994,112,7,1.0000000,0,0,1275202,66560,0.0002635,0.0017092,0.0005527,0.0000000,1.0008802,45.8537452300000012,0.9904399514198303,0.0003073215484619
contriever-768,994,128,0,1.0000000,0,0,0,0,0.0002308,0.0000000,0.0000000,0.0000000,1.0000000,49.1874977460000053,0.9916099905967712,0.0002568960189819
contriever-768,994,128,1,1.0000000,0,0,0,0,0.0002308,0.0000000,0.0000000,0.0000000,1.0000000,49.0130535990000027,0.9916099905967712,0.0002568960189819
contriever-768,994,128,7,1.0000000,0,0,1453642,79038,0.0002310,0.0016969,0.0005432,0.0000000,1.0008811,51.2380334890000029,0.9916099905967712,0.0002568960189819
contriever-768,994,144,0,1.0000000,0,0,0,0,0.0002054,0.0000000,0.0000000,0.0000000,1.0000000,55.1195855420000029,0.9926199913024902,0.0002164840698242
contriever-768,994,144,1,1.0000000,0,0,0,0,0.0002054,0.0000000,0.0000000,0.0000000,1.0000000,55.1008237850000029,0.9926199913024902,0.0002164840698242
contriever-768,994,144,7,1.0000000,0,0,1634382,92306,0.0002056,0.0016886,0.0005361,0.0000000,1.0008831,57.6699759540000017,0.9926199913024902,0.0002164840698242
contriever-768,994,160,0,1.0000000,0,0,0,0,0.0001851,0.0000000,0.0000000,0.0000000,1.0000000,61.2081687730000041,0.9934399724006653,0.0001901388168335
contriever-768,994,160,1,1.0000000,0,0,0,0,0.0001851,0.0000000,0.0000000,0.0000000,1.0000000,61.6281430730000039,0.9934399724006653,0.0001901388168335
contriever-768,994,160,7,1.0000000,0,0,1817498,106499,0.0001853,0.0016840,0.0005322,0.0000000,1.0008867,64.2999962199999970,0.9934399724006653,0.0001901388168335
contriever-768,994,192,0,1.0000000,0,0,0,0,0.0001546,0.0000000,0.0000000,0.0000000,1.0000000,73.2257804190000030,0.9946999549865723,0.0001497268676758
