dataset,algorithm,avg,max,min,recall,knn,n_queries,num_measure_runs,avg_all,max_all,min_all,ef_search,M,ef_construction,ivf_nprobe
glove-50-angular,ivf_faiss,1.79543424935651,2.6891231536865234,0.9124279022216797,0.9521899999999794,10,10000,1,1.7940121412277221,3.0150413513183594,0.6706714630126953,0,0,0,64
glove-50-angular,ivf_faiss,1.5762701246133113,2.378702163696289,0.7901191711425781,0.9448599999999793,10,10000,1,1.5782800912857056,5.892753601074219,0.5958080291748047,0,0,0,56
glove-50-angular,ivf_faiss,1.3540924807463215,2.05230712890625,0.6532669067382812,0.9355199999999803,10,10000,1,1.3534788608551025,2.9883384704589844,0.5059242248535156,0,0,0,48
glove-50-angular,ivf_faiss,1.1366526461226467,1.756429672241211,0.5199909210205078,0.9228099999999837,10,10000,1,1.1389927387237548,6.38890266418457,0.38623809814453125,0,0,0,40
glove-50-angular,ivf_faiss,0.9151239102673832,1.4371871948242188,0.39577484130859375,0.9057799999999812,10,10000,1,0.915000319480896,1.5048980712890625,0.29397010803222656,0,0,0,32
glove-50-angular,ivf_faiss,0.8045024128306162,1.2819766998291016,0.335693359375,0.8946799999999805,10,10000,1,0.8045525074005127,1.3625621795654297,0.24771690368652344,0,0,0,28
glove-50-angular,ivf_faiss,0.7525426487295706,1.2052059173583984,0.3113746643066406,0.8877999999999802,10,10000,1,0.7554190635681153,4.70280647277832,0.22029876708984375,0,0,0,26
glove-50-angular,ivf_faiss,0.6944367008941721,1.1167526245117188,0.27680397033691406,0.8798299999999807,10,10000,1,0.6947590589523316,1.2814998626708984,0.22363662719726562,0,0,0,24
glove-50-angular,ivf_faiss,0.6397423927894947,1.039743423461914,0.24318695068359375,0.8710199999999811,10,10000,1,0.6404314756393432,1.1839866638183594,0.19240379333496094,0,0,0,22
glove-50-angular,ivf_faiss,0.5850191996014527,0.9560585021972656,0.21719932556152344,0.8603699999999807,10,10000,1,0.5857890367507934,1.0666847229003906,0.1671314239501953,0,0,0,20
glove-50-angular,ivf_faiss,0.529800962784576,0.8692741394042969,0.1895427703857422,0.8488499999999811,10,10000,1,0.5305581331253052,0.9760856628417969,0.16307830810546875,0,0,0,18
glove-50-angular,ivf_faiss,0.4778881599507744,0.7958412170410156,0.1690387725830078,0.8353699999999826,10,10000,1,0.4812448978424072,4.493951797485352,0.14448165893554688,0,0,0,16
glove-50-angular,ivf_faiss,0.4196045640697083,0.7004737854003906,0.14400482177734375,0.819529999999987,10,10000,1,0.4206192970275879,0.7984638214111328,0.13399124145507812,0,0,0,14
glove-50-angular,ivf_faiss,0.36438626743525643,0.6215572357177734,0.11587142944335938,0.7994999999999857,10,10000,1,0.3653571605682373,0.7290840148925781,0.11587142944335938,0,0,0,12
glove-50-angular,ivf_faiss,0.3091747415384328,0.5311965942382812,0.09226799011230469,0.774559999999986,10,10000,1,0.310298752784729,0.6239414215087891,0.09226799011230469,0,0,0,10
glove-50-angular,ivf_faiss,0.25432923255217904,0.4420280456542969,0.06556510925292969,0.7413299999999876,10,10000,1,0.25541727542877196,0.5276203155517578,0.06556510925292969,0,0,0,8
glove-50-angular,ivf_faiss,0.19835113120725753,0.3476142883300781,0.050067901611328125,0.6962799999999939,10,10000,1,0.19973068237304686,0.41604042053222656,0.050067901611328125,0,0,0,6
glove-50-angular,ivf_faiss,0.1402115383444952,0.2512931823730469,0.030994415283203125,0.6265699999999969,10,10000,1,0.1414799928665161,0.31256675720214844,0.030994415283203125,0,0,0,4
glove-50-angular,ivf_faiss,0.07959905801240193,0.14495849609375,0.0247955322265625,0.49515999999999893,10,10000,1,0.08085687160491943,0.1857280731201172,0.0247955322265625,0,0,0,2
deep-image-96-angular,ivf_faiss,16.215057142319218,24.092435836791992,8.907794952392578,0.9987399999999987,10,10000,1,16.29328134059906,34.9733829498291,8.907794952392578,0,0,0,512
deep-image-96-angular,ivf_faiss,8.319131073965574,12.978315353393555,4.325151443481445,0.9956299999999947,10,10000,1,8.32844157218933,15.201091766357422,4.325151443481445,0,0,0,256
deep-image-96-angular,ivf_faiss,7.382134210368336,11.548757553100586,4.090070724487305,0.9943399999999932,10,10000,1,7.390751194953919,13.793706893920898,4.090070724487305,0,0,0,224
deep-image-96-angular,ivf_faiss,6.425479018307048,10.132074356079102,3.2050609588623047,0.992529999999991,10,10000,1,6.4355073928833,12.726783752441406,3.2050609588623047,0,0,0,192
deep-image-96-angular,ivf_faiss,5.461304858910743,8.627891540527344,2.957582473754883,0.9901299999999895,10,10000,1,5.4776490211486815,10.753393173217773,2.957582473754883,0,0,0,160
deep-image-96-angular,ivf_faiss,4.969087359317585,7.872819900512695,2.4704933166503906,0.9883299999999877,10,10000,1,4.986441445350647,10.780572891235352,2.4704933166503906,0,0,0,144
deep-image-96-angular,ivf_faiss,4.472322448635274,7.11512565612793,2.287626266479492,0.9859099999999859,10,10000,1,4.491329956054687,9.95492935180664,2.287626266479492,0,0,0,128
deep-image-96-angular,ivf_faiss,3.9649613939150417,6.297588348388672,2.0651817321777344,0.9831999999999843,10,10000,1,3.9917001008987425,9.141921997070312,2.0651817321777344,0,0,0,112
deep-image-96-angular,ivf_faiss,3.439796164752991,5.48100471496582,1.6849040985107422,0.979119999999983,10,10000,1,3.4771270751953125,8.598089218139648,1.6849040985107422,0,0,0,96
deep-image-96-angular,ivf_faiss,2.9202486587723673,4.662513732910156,1.4598369598388672,0.9731999999999803,10,10000,1,2.959670329093933,7.323265075683594,1.4598369598388672,0,0,0,80
deep-image-96-angular,ivf_faiss,2.406544727838258,3.8611888885498047,1.176595687866211,0.9648799999999798,10,10000,1,2.446803832054138,6.667375564575195,1.176595687866211,0,0,0,64
deep-image-96-angular,ivf_faiss,2.143634255544586,3.429412841796875,1.062154769897461,0.9590499999999785,10,10000,1,2.1813228130340576,5.536556243896484,1.062154769897461,0,0,0,56
deep-image-96-angular,ivf_faiss,1.8866404716927978,3.0341148376464844,0.9858608245849609,0.9509599999999772,10,10000,1,1.919707989692688,6.201744079589844,0.9858608245849609,0,0,0,48
deep-image-96-angular,ivf_faiss,1.6145784044766853,2.5832653045654297,0.8368492126464844,0.9402299999999781,10,10000,1,1.6491952657699585,4.743099212646484,0.8368492126464844,0,0,0,40
deep-image-96-angular,ivf_faiss,1.357364786818867,2.1750926971435547,0.6964206695556641,0.9241499999999778,10,10000,1,1.3836033821105957,4.426479339599609,0.6964206695556641,0,0,0,32
deep-image-96-angular,ivf_faiss,1.2214080040463942,1.9550323486328125,0.6248950958251953,0.912929999999979,10,10000,1,1.2468217134475708,4.328012466430664,0.6248950958251953,0,0,0,28
deep-image-96-angular,ivf_faiss,1.1554248339842494,1.842498779296875,0.5905628204345703,0.9059799999999771,10,10000,1,1.178529691696167,4.530906677246094,0.5905628204345703,0,0,0,26
deep-image-96-angular,ivf_faiss,1.0842858243417617,1.718759536743164,0.5943775177001953,0.8984099999999778,10,10000,1,1.1055180072784423,4.652261734008789,0.5943775177001953,0,0,0,24
deep-image-96-angular,ivf_faiss,1.0173912396095002,1.6121864318847656,0.5013942718505859,0.8896499999999793,10,10000,1,1.0393432140350343,4.2781829833984375,0.5013942718505859,0,0,0,22
deep-image-96-angular,ivf_faiss,0.954979631804558,1.5075206756591797,0.5156993865966797,0.8793599999999806,10,10000,1,0.9732238054275513,4.545688629150391,0.5156993865966797,0,0,0,20
deep-image-96-angular,ivf_faiss,0.8845453954393325,1.383066177368164,0.44035911560058594,0.8670699999999815,10,10000,1,0.9024464368820191,4.348516464233398,0.44035911560058594,0,0,0,18
deep-image-96-angular,ivf_faiss,0.8112847283520898,1.2636184692382812,0.41866302490234375,0.8518999999999827,10,10000,1,0.828154182434082,4.03285026550293,0.41866302490234375,0,0,0,16
deep-image-96-angular,ivf_faiss,0.7472999144413645,1.1515617370605469,0.38814544677734375,0.8349399999999834,10,10000,1,0.7611374139785767,4.347801208496094,0.38814544677734375,0,0,0,14
deep-image-96-angular,ivf_faiss,0.6773424598867706,1.0340213775634766,0.37026405334472656,0.8126599999999875,10,10000,1,0.6891905069351196,3.5614967346191406,0.37026405334472656,0,0,0,12
deep-image-96-angular,ivf_faiss,0.6100954052454006,0.9164810180664062,0.3566741943359375,0.7846999999999881,10,10000,1,0.6207973957061768,3.815889358520508,0.3566741943359375,0,0,0,10
deep-image-96-angular,ivf_faiss,0.5360824784429947,0.789642333984375,0.3349781036376953,0.7480099999999928,10,10000,1,0.5468354463577271,3.6776065826416016,0.3349781036376953,0,0,0,8
deep-image-96-angular,ivf_faiss,0.4656852645333043,0.6647109985351562,0.2956390380859375,0.6968499999999932,10,10000,1,0.47276155948638915,3.804922103881836,0.2956390380859375,0,0,0,6
deep-image-96-angular,ivf_faiss,0.39355187001798886,0.5354881286621094,0.2758502960205078,0.6154499999999985,10,10000,1,0.3993373870849609,3.481149673461914,0.2758502960205078,0,0,0,4
deep-image-96-angular,ivf_faiss,0.31861802433092395,0.3986358642578125,0.2541542053222656,0.4665899999999979,10,10000,1,0.3224058151245117,3.382444381713867,0.2541542053222656,0,0,0,2
sift-128-euclidean,ivf_faiss,11.84934358143787,13.738870620727539,10.040998458862305,0.9994499999999987,10,10000,1,11.980892014503478,31.391143798828125,9.08041000366211,0,0,0,512
sift-128-euclidean,ivf_faiss,6.143780901916045,7.773160934448242,4.516124725341797,0.9993699999999986,10,10000,1,6.15380585193634,15.516042709350586,4.447698593139648,0,0,0,256
sift-128-euclidean,ivf_faiss,5.414143654157862,6.970405578613281,3.8080215454101562,0.9992899999999983,10,10000,1,5.423659825325013,14.522552490234375,3.8080215454101562,0,0,0,224
sift-128-euclidean,ivf_faiss,4.681164747346937,6.201028823852539,3.245115280151367,0.9990899999999979,10,10000,1,4.689520835876465,11.5814208984375,3.245115280151367,0,0,0,192
sift-128-euclidean,ivf_faiss,3.938378520922414,5.312204360961914,2.7201175689697266,0.9986299999999972,10,10000,1,3.942537450790405,8.89134407043457,2.7201175689697266,0,0,0,160
sift-128-euclidean,ivf_faiss,3.5654559489746216,4.85682487487793,2.4607181549072266,0.9981699999999967,10,10000,1,3.569912052154541,8.99052619934082,2.4607181549072266,0,0,0,144
sift-128-euclidean,ivf_faiss,3.1936951280596935,4.5318603515625,2.209901809692383,0.9973099999999955,10,10000,1,3.20175461769104,8.634805679321289,2.209901809692383,0,0,0,128
sift-128-euclidean,ivf_faiss,2.8165819747507026,4.047870635986328,1.9075870513916016,0.9962699999999944,10,10000,1,2.824862337112427,9.835243225097656,1.9075870513916016,0,0,0,112
sift-128-euclidean,ivf_faiss,2.4412454977174955,3.5467147827148438,1.6336441040039062,0.9947199999999929,10,10000,1,2.4448729753494263,8.85629653930664,1.6336441040039062,0,0,0,96
sift-128-euclidean,ivf_faiss,2.058034165738485,3.0999183654785156,1.3346672058105469,0.9921099999999902,10,10000,1,2.0613706588745115,6.009817123413086,1.3346672058105469,0,0,0,80
sift-128-euclidean,ivf_faiss,1.6695540539976976,2.544879913330078,1.0449886322021484,0.9871599999999855,10,10000,1,1.6699237823486328,2.6175975799560547,1.0449886322021484,0,0,0,64
sift-128-euclidean,ivf_faiss,1.4774094683848298,2.294301986694336,0.9057521820068359,0.9831799999999826,10,10000,1,1.4812316656112672,5.4454803466796875,0.9057521820068359,0,0,0,56
sift-128-euclidean,ivf_faiss,1.2789519982657243,2.000570297241211,0.7770061492919922,0.9774999999999793,10,10000,1,1.2796459197998047,2.103090286254883,0.7770061492919922,0,0,0,48
sift-128-euclidean,ivf_faiss,1.0839353015075377,1.7142295837402344,0.6346702575683594,0.9688699999999771,10,10000,1,1.088904857635498,5.641937255859375,0.6346702575683594,0,0,0,40
sift-128-euclidean,ivf_faiss,0.8841560245088353,1.4047622680664062,0.5009174346923828,0.9553199999999737,10,10000,1,0.8894264459609985,4.14586067199707,0.5009174346923828,0,0,0,32
sift-128-euclidean,ivf_faiss,0.7812906178648222,1.2400150299072266,0.44918060302734375,0.9456699999999723,10,10000,1,0.7836667537689209,1.4786720275878906,0.44918060302734375,0,0,0,28
sift-128-euclidean,ivf_faiss,0.7307793080782766,1.1608600616455078,0.4100799560546875,0.9391399999999723,10,10000,1,0.7332736492156983,1.3031959533691406,0.4100799560546875,0,0,0,26
sift-128-euclidean,ivf_faiss,0.6807250474174502,1.0802745819091797,0.37932395935058594,0.9318799999999726,10,10000,1,0.683129072189331,1.2831687927246094,0.37932395935058594,0,0,0,24
sift-128-euclidean,ivf_faiss,0.6329083043157561,1.0128021240234375,0.35190582275390625,0.9233699999999717,10,10000,1,0.6380131483078003,3.9632320404052734,0.35190582275390625,0,0,0,22
sift-128-euclidean,ivf_faiss,0.577907958898115,0.9164810180664062,0.3228187561035156,0.9128799999999728,10,10000,1,0.5814465761184693,1.0504722595214844,0.3228187561035156,0,0,0,20
sift-128-euclidean,ivf_faiss,0.5264453077123232,0.8366107940673828,0.28896331787109375,0.9010499999999738,10,10000,1,0.5305734157562256,0.965118408203125,0.28896331787109375,0,0,0,18
sift-128-euclidean,ivf_faiss,0.47473074751621924,0.7565021514892578,0.25177001953125,0.8862599999999756,10,10000,1,0.4799154996871948,0.8699893951416016,0.25177001953125,0,0,0,16
sift-128-euclidean,ivf_faiss,0.4223261210389177,0.6740093231201172,0.2219676971435547,0.8670299999999789,10,10000,1,0.4287466287612915,0.7946491241455078,0.2219676971435547,0,0,0,14
sift-128-euclidean,ivf_faiss,0.3697718652426748,0.5908012390136719,0.18906593322753906,0.8441299999999828,10,10000,1,0.3771350860595703,0.7126331329345703,0.18906593322753906,0,0,0,12
sift-128-euclidean,ivf_faiss,0.3218242149633201,0.5204677581787109,0.1583099365234375,0.8144699999999863,10,10000,1,0.33072082996368407,3.442525863647461,0.1583099365234375,0,0,0,10
sift-128-euclidean,ivf_faiss,0.26629651943645366,0.4246234893798828,0.12278556823730469,0.7751699999999894,10,10000,1,0.2726618766784668,0.5300045013427734,0.12278556823730469,0,0,0,8
sift-128-euclidean,ivf_faiss,0.21459675387830923,0.33855438232421875,0.11134147644042969,0.7183699999999928,10,10000,1,0.219931960105896,0.43463706970214844,0.11134147644042969,0,0,0,6
sift-128-euclidean,ivf_faiss,0.1611043224356565,0.25010108947753906,0.09179115295410156,0.6289799999999971,10,10000,1,0.1658095359802246,0.3447532653808594,0.09179115295410156,0,0,0,4
sift-128-euclidean,ivf_faiss,0.1054828173444501,0.15473365783691406,0.05841255187988281,0.4688799999999993,10,10000,1,0.10865175724029541,0.6875991821289062,0.05841255187988281,0,0,0,2
glove-200-angular,ivf_faiss,74.57964852012613,77.13890075683594,71.98166847229004,0.9997999999999997,10,10000,1,74.9177940607071,127.46977806091309,61.029672622680664,0,0,0,512
glove-200-angular,ivf_faiss,47.013321911000865,51.97405815124512,41.88680648803711,0.9967199999999944,10,10000,1,46.806165766716006,80.55520057678223,24.3377685546875,0,0,0,256
glove-200-angular,ivf_faiss,42.030662652655984,47.04904556274414,36.931753158569336,0.9938299999999912,10,10000,1,41.801726531982425,72.4639892578125,20.667552947998047,0,0,0,224
glove-200-angular,ivf_faiss,36.75056078196726,41.6715145111084,31.78548812866211,0.9875399999999871,10,10000,1,36.5014865398407,61.44857406616211,17.106294631958008,0,0,0,192
glove-200-angular,ivf_faiss,31.169443741899702,35.944223403930664,26.253223419189453,0.9750399999999818,10,10000,1,30.937667059898377,54.42023277282715,14.037847518920898,0,0,0,160
glove-200-angular,ivf_faiss,28.28980169598225,32.798051834106445,23.57316017150879,0.9649699999999808,10,10000,1,28.0457275390625,50.25005340576172,12.618303298950195,0,0,0,144
glove-200-angular,ivf_faiss,25.321824809323306,29.729366302490234,20.712614059448242,0.9493599999999788,10,10000,1,25.094737339019776,47.87755012512207,11.595964431762695,0,0,0,128
glove-200-angular,ivf_faiss,22.293597419254198,26.668787002563477,17.862558364868164,0.9267699999999784,10,10000,1,22.072935009002684,39.23988342285156,9.290218353271484,0,0,0,112
glove-200-angular,ivf_faiss,19.214835962573137,23.392200469970703,14.991044998168945,0.8990099999999788,10,10000,1,19.014863061904908,35.11381149291992,7.705211639404297,0,0,0,96
glove-200-angular,ivf_faiss,16.07410432797061,19.832611083984375,12.130498886108398,0.8602499999999833,10,10000,1,15.898641467094421,30.517578125,6.2007904052734375,0,0,0,80
glove-200-angular,ivf_faiss,12.872038261640785,16.457796096801758,9.221792221069336,0.8126199999999872,10,10000,1,12.72746570110321,26.172876358032227,4.766702651977539,0,0,0,64
glove-200-angular,ivf_faiss,11.267016642374935,14.654874801635742,7.881879806518555,0.7827499999999886,10,10000,1,11.13152220249176,19.86217498779297,3.789186477661133,0,0,0,56
glove-200-angular,ivf_faiss,9.665958766432981,12.78996467590332,6.5174102783203125,0.7470699999999907,10,10000,1,9.544458317756654,21.36540412902832,2.9125213623046875,0,0,0,48
glove-200-angular,ivf_faiss,8.046617322371777,10.845422744750977,5.167484283447266,0.7074299999999933,10,10000,1,7.94371919631958,18.082380294799805,2.1219253540039062,0,0,0,40
glove-200-angular,ivf_faiss,6.442214146219532,8.977413177490234,3.8738250732421875,0.658129999999994,10,10000,1,6.358610153198242,13.84425163269043,1.6226768493652344,0,0,0,32
glove-200-angular,ivf_faiss,5.6374823528360825,7.939577102661133,3.270387649536133,0.6306899999999974,10,10000,1,5.569002437591553,11.034727096557617,1.4045238494873047,0,0,0,28
glove-200-angular,ivf_faiss,5.235919556376108,7.491350173950195,2.961874008178711,0.6137499999999981,10,10000,1,5.171444988250732,12.212276458740234,1.3637542724609375,0,0,0,26
