10	78929.8	0.4698
20	52454.8	0.65793
40	33415.6	0.80683
50	28681	0.84385
60	25160	0.87022
80	19784.4	0.90446
100	16874.6	0.92548
150	12005.3	0.95474
170	10853.7	0.9614
190	9952.88	0.96663
200	9517.13	0.96873
250	7879.95	0.97662
300	6528.98	0.98143
400	4986.57	0.9876
500	4004.24	0.99067
600	3219.45	0.99295
700	2718.91	0.99455
800	2347.09	0.99549
1500	1086.74	0.99809
