dataset,algorithm,avg,max,min,recall,ivf_nprobe,epsilon,knn,n_queries,selectivity,num_measure_runs,avg_all,max_all,min_all,false_pruning_rate,avg_distance_calculation
instructorxl-arxiv-768_100k,pdx-adsampling,3.65761,7.85465,1.06756,0.9998,144,2.1,10,1000,0.2,1,3.849,12.58,1.068,0,3.69702
instructorxl-arxiv-768_100k,pdx-adsampling,3.54815,7.63163,1.02661,0.9998,128,2.1,10,1000,0.2,1,3.716,11.84,1.027,0,3.56506
instructorxl-arxiv-768_100k,pdx-adsampling,3.37721,7.221,0.915965,0.9998,112,2.1,10,1000,0.2,1,3.52,10.85,0.916,0,3.37327
instructorxl-arxiv-768_100k,pdx-adsampling,3.14321,6.73746,0.847849,0.9998,96,2.1,10,1000,0.2,1,3.282,9.688,0.8478,0,3.14136
instructorxl-arxiv-768_100k,pdx-adsampling,2.97565,6.31687,0.818265,0.9998,80,2.1,10,1000,0.2,1,3.101,8.716,0.8183,0,2.96089
instructorxl-arxiv-768_100k,pdx-adsampling,2.6859,5.66675,0.722737,0.9992,64,2.1,10,1000,0.2,1,2.793,7.408,0.7227,0,2.66258
instructorxl-arxiv-768_100k,pdx-adsampling,2.53634,5.32918,0.657048,0.9988,56,2.1,10,1000,0.2,1,2.618,7.311,0.657,0,2.48929
instructorxl-arxiv-768_100k,pdx-adsampling,2.35673,4.89128,0.572796,0.9982,48,2.1,10,1000,0.2,1,2.431,6.284,0.5728,0,2.30967
instructorxl-arxiv-768_100k,pdx-adsampling,2.17334,4.45687,0.525788,0.9967,40,2.1,10,1000,0.2,1,2.221,5.255,0.5258,0,2.10166
instructorxl-arxiv-768_100k,pdx-adsampling,1.93427,3.99971,0.429618,0.9945,32,2.1,10,1000,0.2,1,1.971,4.833,0.4296,0,1.86246
instructorxl-arxiv-768_100k,pdx-adsampling,1.80228,3.66794,0.376989,0.9922,28,2.1,10,1000,0.2,1,1.827,4.152,0.377,0,1.72287
instructorxl-arxiv-768_100k,pdx-adsampling,1.74042,3.50354,0.343811,0.9903,26,2.1,10,1000,0.2,1,1.758,4.043,0.3438,0,1.65427
instructorxl-arxiv-768_100k,pdx-adsampling,1.67383,3.34183,0.330129,0.9888,24,2.1,10,1000,0.2,1,1.69,3.947,0.3301,0,1.58587
instructorxl-arxiv-768_100k,pdx-adsampling,1.60725,3.20183,0.32732,0.987401,22,2.1,10,1000,0.2,1,1.619,3.719,0.3273,0,1.51699
instructorxl-arxiv-768_100k,pdx-adsampling,1.53065,3.03713,0.310744,0.984001,20,2.1,10,1000,0.2,1,1.541,3.654,0.3107,0,1.43929
instructorxl-arxiv-768_100k,pdx-adsampling,1.4542,2.85063,0.291164,0.980601,18,2.1,10,1000,0.2,1,1.464,3.464,0.2912,0,1.36345
instructorxl-arxiv-768_100k,pdx-adsampling,1.35801,2.63703,0.286756,0.975701,16,2.1,10,1000,0.2,1,1.368,4.002,0.2868,0,1.26833
instructorxl-arxiv-768_100k,pdx-adsampling,1.27515,2.45713,0.262792,0.970701,14,2.1,10,1000,0.2,1,1.283,2.826,0.2628,0,1.18384
instructorxl-arxiv-768_100k,pdx-adsampling,1.17558,2.23098,0.234269,0.959901,12,2.1,10,1000,0.2,1,1.18,2.542,0.2343,0,1.08181
instructorxl-arxiv-768_100k,pdx-adsampling,1.06888,1.97331,0.224224,0.946201,10,2.1,10,1000,0.2,1,1.077,3.032,0.2242,0,0.978926
instructorxl-arxiv-768_100k,pdx-adsampling,0.950728,1.79672,0.200359,0.924701,8,2.1,10,1000,0.2,1,0.9556,2.584,0.2004,0,0.858904
instructorxl-arxiv-768_100k,pdx-adsampling,0.818303,1.43612,0.183566,0.890101,6,2.1,10,1000,0.2,1,0.8224,2.15,0.1836,0,0.726533
instructorxl-arxiv-768_100k,pdx-adsampling,0.648025,1.10696,0.250392,0.821801,4,2.1,10,1000,0.2,1,0.6522,2.147,0.1611,0,0.555883
instructorxl-arxiv-768_100k,pdx-adsampling,0.433389,0.719897,0.142917,0.678,2,2.1,10,1000,0.2,1,0.4379,1.622,0.1307,0,0.34398
