dataset,algorithm,avg,max,min,recall,ivf_nprobe,epsilon,knn,n_queries,selectivity,num_measure_runs,avg_all,max_all,min_all,false_pruning_rate,avg_distance_calculation
instructorxl-arxiv-768_100k,pdx-adsampling,3.74976,7.84359,1.09492,0.9998,512,2.1,10,1000,0.2,1,3.942,13.52,1.095,0,3.67235
instructorxl-arxiv-768_100k,pdx-adsampling,2.76815,5.95309,0.762416,0.9996,256,2.1,10,1000,0.2,1,2.895,9.744,0.7624,0,2.67295
instructorxl-arxiv-768_100k,pdx-adsampling,2.60953,5.69206,0.719949,0.9995,224,2.1,10,1000,0.2,1,2.712,8.714,0.7199,0,2.4991
instructorxl-arxiv-768_100k,pdx-adsampling,2.45932,5.33203,0.702821,0.9993,192,2.1,10,1000,0.2,1,2.545,7.958,0.7028,0,2.33468
instructorxl-arxiv-768_100k,pdx-adsampling,2.2104,4.80135,0.609967,0.9991,160,2.1,10,1000,0.2,1,2.279,6.897,0.61,0,2.08686
instructorxl-arxiv-768_100k,pdx-adsampling,2.10017,4.51775,0.569562,0.9989,144,2.1,10,1000,0.2,1,2.159,6.328,0.5696,0,1.97354
instructorxl-arxiv-768_100k,pdx-adsampling,1.97497,4.22039,0.580649,0.9983,128,2.1,10,1000,0.2,1,2.034,5.966,0.5806,0,1.85387
instructorxl-arxiv-768_100k,pdx-adsampling,1.83887,3.86747,0.49579,0.9977,112,2.1,10,1000,0.2,1,1.892,5.173,0.4958,0,1.71667
instructorxl-arxiv-768_100k,pdx-adsampling,1.6974,3.55553,0.463472,0.9957,96,2.1,10,1000,0.2,1,1.735,4.553,0.4635,0,1.5641
instructorxl-arxiv-768_100k,pdx-adsampling,1.55416,3.21423,0.407231,0.9936,80,2.1,10,1000,0.2,1,1.582,4.747,0.4072,0,1.41717
instructorxl-arxiv-768_100k,pdx-adsampling,1.39204,2.84008,0.36048,0.990301,64,2.1,10,1000,0.2,1,1.403,3.996,0.3605,0,1.24066
instructorxl-arxiv-768_100k,pdx-adsampling,1.29216,2.61056,0.341958,0.987701,56,2.1,10,1000,0.2,1,1.299,3.665,0.342,0,1.14197
instructorxl-arxiv-768_100k,pdx-adsampling,1.18871,2.32685,0.320679,0.984201,48,2.1,10,1000,0.2,1,1.198,3.571,0.3207,0,1.04356
instructorxl-arxiv-768_100k,pdx-adsampling,1.09788,2.11017,0.323729,0.976901,40,2.1,10,1000,0.2,1,1.106,3.686,0.3237,0,0.943852
instructorxl-arxiv-768_100k,pdx-adsampling,0.979569,1.85071,0.28195,0.968101,32,2.1,10,1000,0.2,1,0.9853,4.064,0.2819,0,0.822611
instructorxl-arxiv-768_100k,pdx-adsampling,0.910849,1.66905,0.264065,0.960601,28,2.1,10,1000,0.2,1,0.9152,3.275,0.2641,0,0.75129
instructorxl-arxiv-768_100k,pdx-adsampling,0.862139,1.56774,0.245916,0.956601,26,2.1,10,1000,0.2,1,0.8693,3.292,0.2459,0,0.712625
instructorxl-arxiv-768_100k,pdx-adsampling,0.79849,1.47896,0.227776,0.951401,24,2.1,10,1000,0.2,1,0.8002,2.557,0.2278,0,0.654127
instructorxl-arxiv-768_100k,pdx-adsampling,0.765674,1.34525,0.219933,0.945801,22,2.1,10,1000,0.2,1,0.7687,3.108,0.2199,0,0.621061
instructorxl-arxiv-768_100k,pdx-adsampling,0.716857,1.2766,0.211623,0.939701,20,2.1,10,1000,0.2,1,0.7263,2.93,0.2116,0,0.585275
instructorxl-arxiv-768_100k,pdx-adsampling,0.682575,1.15647,0.206105,0.931301,18,2.1,10,1000,0.2,1,0.6852,2.776,0.2061,0,0.545932
instructorxl-arxiv-768_100k,pdx-adsampling,0.634215,1.12062,0.200562,0.920901,16,2.1,10,1000,0.2,1,0.6363,2.69,0.2006,0,0.499955
instructorxl-arxiv-768_100k,pdx-adsampling,0.587399,0.960736,0.19664,0.907101,14,2.1,10,1000,0.2,1,0.5901,2.825,0.1966,0,0.452243
instructorxl-arxiv-768_100k,pdx-adsampling,0.539968,0.865007,0.187411,0.889301,12,2.1,10,1000,0.2,1,0.5423,2.464,0.1874,0,0.407112
instructorxl-arxiv-768_100k,pdx-adsampling,0.490469,0.775563,0.185719,0.867501,10,2.1,10,1000,0.2,1,0.4926,2.593,0.1819,0,0.358274
instructorxl-arxiv-768_100k,pdx-adsampling,0.433774,0.637547,0.229293,0.837601,8,2.1,10,1000,0.2,1,0.4361,2.461,0.1772,0,0.302284
instructorxl-arxiv-768_100k,pdx-adsampling,0.375442,0.560274,0.209118,0.794001,6,2.1,10,1000,0.2,1,0.3775,2.58,0.1708,0,0.242063
instructorxl-arxiv-768_100k,pdx-adsampling,0.306331,0.433916,0.188528,0.716301,4,2.1,10,1000,0.2,1,0.3076,0.4824,0.164,0,0.175055
instructorxl-arxiv-768_100k,pdx-adsampling,0.225038,0.305115,0.155107,0.5694,2,2.1,10,1000,0.2,1,0.2261,0.3393,0.1551,0,0.0955804
