dataset,algorithm,avg,max,min,recall,ivf_nprobe,epsilon,knn,n_queries,selectivity,num_measure_runs,avg_all,max_all,min_all,false_pruning_rate,avg_distance_calculation
instructorxl-arxiv-768_100k,pdx-bond,12.7566,18.3222,7.36373,1,512,0,10,1000,0.2,1,12.76,18.32,7.364,0,12.5152
instructorxl-arxiv-768_100k,pdx-bond,7.9207,11.4957,4.41543,0.9998,256,0,10,1000,0.2,1,7.929,12.53,4.415,0,7.70614
instructorxl-arxiv-768_100k,pdx-bond,7.17085,10.5126,3.89716,0.9997,224,0,10,1000,0.2,1,7.181,13.38,3.897,0,6.95955
instructorxl-arxiv-768_100k,pdx-bond,6.40056,8.96177,3.51793,0.9995,192,0,10,1000,0.2,1,6.413,11.8,3.518,0,6.19988
instructorxl-arxiv-768_100k,pdx-bond,5.50007,7.90055,3.06343,0.9993,160,0,10,1000,0.2,1,5.51,8.972,3.002,0,5.31025
instructorxl-arxiv-768_100k,pdx-bond,5.04592,7.39018,2.75271,0.9991,144,0,10,1000,0.2,1,5.062,8.601,2.753,0,4.87038
instructorxl-arxiv-768_100k,pdx-bond,4.58053,6.40135,2.57478,0.9985,128,0,10,1000,0.2,1,4.607,9.81,2.413,0,4.42274
instructorxl-arxiv-768_100k,pdx-bond,4.11294,5.62822,2.31876,0.9979,112,0,10,1000,0.2,1,4.134,7.623,2.118,0,3.9546
instructorxl-arxiv-768_100k,pdx-bond,3.63428,4.909,2.08742,0.9959,96,0,10,1000,0.2,1,3.647,6.907,1.837,0,3.47758
instructorxl-arxiv-768_100k,pdx-bond,3.14002,4.18359,1.81704,0.9938,80,0,10,1000,0.2,1,3.148,5.818,1.515,0,2.98702
instructorxl-arxiv-768_100k,pdx-bond,2.6191,3.54159,1.54509,0.990501,64,0,10,1000,0.2,1,2.627,5.137,1.253,0,2.47224
instructorxl-arxiv-768_100k,pdx-bond,2.34517,3.19322,1.4063,0.987801,56,0,10,1000,0.2,1,2.357,4.99,1.121,0,2.2046
instructorxl-arxiv-768_100k,pdx-bond,2.07074,2.81637,1.24718,0.984301,48,0,10,1000,0.2,1,2.077,4.355,0.9778,0,1.9226
instructorxl-arxiv-768_100k,pdx-bond,1.78691,2.43301,1.09288,0.977001,40,0,10,1000,0.2,1,1.792,4.278,0.8626,0,1.64509
instructorxl-arxiv-768_100k,pdx-bond,1.49021,2.0545,0.905772,0.968201,32,0,10,1000,0.2,1,1.495,3.743,0.7312,0,1.35102
instructorxl-arxiv-768_100k,pdx-bond,1.35153,1.88856,0.812133,0.960701,28,0,10,1000,0.2,1,1.355,3.553,0.6373,0,1.20556
instructorxl-arxiv-768_100k,pdx-bond,1.32518,1.83405,0.788913,0.956701,26,0,10,1000,0.2,1,1.353,5.133,0.6216,0,1.20468
instructorxl-arxiv-768_100k,pdx-bond,1.20264,1.67109,0.733041,0.951501,24,0,10,1000,0.2,1,1.203,3.24,0.5943,0,1.06134
instructorxl-arxiv-768_100k,pdx-bond,1.12032,1.56021,0.689799,0.945901,22,0,10,1000,0.2,1,1.119,1.56,0.5617,0,0.978099
instructorxl-arxiv-768_100k,pdx-bond,1.04007,1.43946,0.641611,0.939801,20,0,10,1000,0.2,1,1.039,1.439,0.5401,0,0.898908
instructorxl-arxiv-768_100k,pdx-bond,0.958835,1.29917,0.584968,0.931401,18,0,10,1000,0.2,1,0.9583,1.358,0.4958,0,0.818769
instructorxl-arxiv-768_100k,pdx-bond,0.876703,1.20901,0.537311,0.921001,16,0,10,1000,0.2,1,0.8759,1.209,0.452,0,0.736887
instructorxl-arxiv-768_100k,pdx-bond,0.793296,1.09495,0.486383,0.907201,14,0,10,1000,0.2,1,0.7946,2.897,0.4031,0,0.656288
instructorxl-arxiv-768_100k,pdx-bond,0.707423,1,0.444251,0.889401,12,0,10,1000,0.2,1,0.7088,2.783,0.3595,0,0.568758
instructorxl-arxiv-768_100k,pdx-bond,0.620639,0.879183,0.374459,0.867601,10,0,10,1000,0.2,1,0.62,0.8792,0.3199,0,0.482839
instructorxl-arxiv-768_100k,pdx-bond,0.539644,0.757032,0.333656,0.837701,8,0,10,1000,0.2,1,0.5427,2.342,0.2919,0,0.403948
instructorxl-arxiv-768_100k,pdx-bond,0.43852,0.614175,0.262979,0.794101,6,0,10,1000,0.2,1,0.4393,0.6659,0.2388,0,0.30341
instructorxl-arxiv-768_100k,pdx-bond,0.342673,0.46201,0.230127,0.716401,4,0,10,1000,0.2,1,0.3449,0.5394,0.1996,0,0.209729
instructorxl-arxiv-768_100k,pdx-bond,0.240901,0.321763,0.160202,0.5694,2,0,10,1000,0.2,1,0.2423,0.3622,0.1602,0,0.107953
