dataset,algorithm,avg,max,min,recall,ivf_nprobe,epsilon,knn,n_queries,selectivity,num_measure_runs,avg_all,max_all,min_all,false_pruning_rate,avg_distance_calculation
instructorxl-arxiv-768_100k,pdx-adsampling,3.55063,7.44411,1.09215,0.9998,256,2.1,10,1000,0.2,1,3.704,10.96,1.092,0,3.51264
instructorxl-arxiv-768_100k,pdx-adsampling,3.39062,7.13259,1.01737,0.9998,224,2.1,10,1000,0.2,1,3.509,10.08,1.017,0,3.32402
instructorxl-arxiv-768_100k,pdx-adsampling,3.19491,6.77016,0.936134,0.9998,192,2.1,10,1000,0.2,1,3.302,9.225,0.9361,0,3.12316
instructorxl-arxiv-768_100k,pdx-adsampling,2.93017,6.1616,0.846457,0.9998,160,2.1,10,1000,0.2,1,3.031,8.159,0.8465,0,2.86201
instructorxl-arxiv-768_100k,pdx-adsampling,2.80083,5.94716,0.805068,0.9997,144,2.1,10,1000,0.2,1,2.889,7.676,0.8051,0,2.72684
instructorxl-arxiv-768_100k,pdx-adsampling,2.64975,5.59027,0.766354,0.9997,128,2.1,10,1000,0.2,1,2.734,7.391,0.7664,0,2.57771
instructorxl-arxiv-768_100k,pdx-adsampling,2.50114,5.33154,0.689084,0.9997,112,2.1,10,1000,0.2,1,2.57,6.709,0.6891,0,2.41991
instructorxl-arxiv-768_100k,pdx-adsampling,2.3281,4.91576,0.648967,0.9993,96,2.1,10,1000,0.2,1,2.391,6.088,0.649,0,2.24691
instructorxl-arxiv-768_100k,pdx-adsampling,2.09327,4.41551,0.577902,0.9985,80,2.1,10,1000,0.2,1,2.142,5.241,0.5779,0,2.00871
instructorxl-arxiv-768_100k,pdx-adsampling,1.869,3.95525,0.494388,0.9967,64,2.1,10,1000,0.2,1,1.909,4.53,0.4944,0,1.7813
instructorxl-arxiv-768_100k,pdx-adsampling,1.75393,3.63618,0.446953,0.9954,56,2.1,10,1000,0.2,1,1.78,4.257,0.447,0,1.65387
instructorxl-arxiv-768_100k,pdx-adsampling,1.61841,3.34784,0.392813,0.9942,48,2.1,10,1000,0.2,1,1.638,3.713,0.3928,0,1.5155
instructorxl-arxiv-768_100k,pdx-adsampling,1.47227,3.00013,0.350642,0.9907,40,2.1,10,1000,0.2,1,1.488,3.366,0.3506,0,1.36552
instructorxl-arxiv-768_100k,pdx-adsampling,1.31257,2.57605,0.321258,0.986201,32,2.1,10,1000,0.2,1,1.32,2.921,0.3213,0,1.20254
instructorxl-arxiv-768_100k,pdx-adsampling,1.21632,2.39422,0.314007,0.981601,28,2.1,10,1000,0.2,1,1.222,2.682,0.314,0,1.10562
instructorxl-arxiv-768_100k,pdx-adsampling,1.16631,2.20083,0.28688,0.979201,26,2.1,10,1000,0.2,1,1.174,2.616,0.2869,0,1.05768
instructorxl-arxiv-768_100k,pdx-adsampling,1.12577,2.17225,0.285051,0.976301,24,2.1,10,1000,0.2,1,1.129,2.441,0.2851,0,1.01346
instructorxl-arxiv-768_100k,pdx-adsampling,1.06441,2.01769,0.261316,0.972201,22,2.1,10,1000,0.2,1,1.07,2.797,0.2613,0,0.956517
instructorxl-arxiv-768_100k,pdx-adsampling,1.01275,1.85332,0.246734,0.967901,20,2.1,10,1000,0.2,1,1.019,3.058,0.2467,0,0.904987
instructorxl-arxiv-768_100k,pdx-adsampling,0.961625,1.8152,0.240845,0.961401,18,2.1,10,1000,0.2,1,0.964,2.416,0.2408,0,0.851263
instructorxl-arxiv-768_100k,pdx-adsampling,0.895962,1.67987,0.223786,0.953001,16,2.1,10,1000,0.2,1,0.8993,2.39,0.2238,0,0.787196
instructorxl-arxiv-768_100k,pdx-adsampling,0.837112,1.53574,0.216302,0.943001,14,2.1,10,1000,0.2,1,0.8396,2.092,0.2163,0,0.728215
instructorxl-arxiv-768_100k,pdx-adsampling,0.762527,1.3512,0.195339,0.930301,12,2.1,10,1000,0.2,1,0.7654,2.426,0.1953,0,0.65481
instructorxl-arxiv-768_100k,pdx-adsampling,0.692943,1.20919,0.183887,0.912001,10,2.1,10,1000,0.2,1,0.6946,1.763,0.1839,0,0.584734
instructorxl-arxiv-768_100k,pdx-adsampling,0.606592,1.03187,0.172029,0.883401,8,2.1,10,1000,0.2,1,0.6082,1.645,0.172,0,0.499
instructorxl-arxiv-768_100k,pdx-adsampling,0.515207,0.846653,0.181228,0.843901,6,2.1,10,1000,0.2,1,0.5172,1.748,0.156,0,0.408549
instructorxl-arxiv-768_100k,pdx-adsampling,0.409187,0.626683,0.206472,0.775301,4,2.1,10,1000,0.2,1,0.4113,1.471,0.1485,0,0.303446
instructorxl-arxiv-768_100k,pdx-adsampling,0.335467,0.542801,0.153334,0.6273,2,2.1,10,1000,0.2,1,0.3429,1.531,0.1533,0,0.232698
