dataset,algorithm,avg,max,min,recall,ivf_nprobe,epsilon,knn,n_queries,selectivity,num_measure_runs,avg_all,max_all,min_all,false_pruning_rate,avg_distance_calculation
instructorxl-arxiv-768_100k,pdx-bond,11.7975,17.5823,6.39079,1,144,0,10,1000,0.2,1,11.8,18.09,6.391,0,11.6849
instructorxl-arxiv-768_100k,pdx-bond,11.1539,16.8859,6.14489,1,128,0,10,1000,0.2,1,11.15,16.89,6.145,0,11.0391
instructorxl-arxiv-768_100k,pdx-bond,10.2486,15.266,5.32343,1,112,0,10,1000,0.2,1,10.25,15.27,5.323,0,10.1346
instructorxl-arxiv-768_100k,pdx-bond,9.22652,13.5028,4.78632,1,96,0,10,1000,0.2,1,9.227,13.5,4.786,0,9.11318
instructorxl-arxiv-768_100k,pdx-bond,8.07323,11.8646,4.13264,1,80,0,10,1000,0.2,1,8.073,11.86,4.133,0,7.96127
instructorxl-arxiv-768_100k,pdx-bond,6.84559,9.68177,3.75118,0.9994,64,0,10,1000,0.2,1,6.839,9.682,3.424,0,6.72811
instructorxl-arxiv-768_100k,pdx-bond,6.19482,8.98774,3.37475,0.999,56,0,10,1000,0.2,1,6.189,8.988,3.055,0,6.07922
instructorxl-arxiv-768_100k,pdx-bond,5.50454,7.91257,2.99386,0.9984,48,0,10,1000,0.2,1,5.501,8.132,2.553,0,5.39366
instructorxl-arxiv-768_100k,pdx-bond,4.77812,6.663,2.75836,0.9969,40,0,10,1000,0.2,1,4.773,6.986,2.147,0,4.6678
instructorxl-arxiv-768_100k,pdx-bond,4.01649,5.62394,2.43871,0.9946,32,0,10,1000,0.2,1,4.011,5.955,1.77,0,3.90925
instructorxl-arxiv-768_100k,pdx-bond,3.62163,4.957,2.20045,0.9923,28,0,10,1000,0.2,1,3.616,5.27,1.487,0,3.51676
instructorxl-arxiv-768_100k,pdx-bond,3.42369,4.76808,2.10559,0.9904,26,0,10,1000,0.2,1,3.416,5.207,1.325,0,3.3174
instructorxl-arxiv-768_100k,pdx-bond,3.22113,4.42464,1.9668,0.9889,24,0,10,1000,0.2,1,3.211,4.677,1.218,0,3.11339
instructorxl-arxiv-768_100k,pdx-bond,3.01368,4.12492,1.82679,0.9875,22,0,10,1000,0.2,1,3.002,4.24,1.191,0,2.90629
instructorxl-arxiv-768_100k,pdx-bond,2.79765,3.79499,1.71262,0.984101,20,0,10,1000,0.2,1,2.787,3.922,1.06,0,2.6919
instructorxl-arxiv-768_100k,pdx-bond,2.5736,3.62131,1.52822,0.980701,18,0,10,1000,0.2,1,2.566,3.715,0.9696,0,2.47202
instructorxl-arxiv-768_100k,pdx-bond,2.34656,3.2471,1.4135,0.975801,16,0,10,1000,0.2,1,2.338,3.374,0.8821,0,2.24464
instructorxl-arxiv-768_100k,pdx-bond,2.11268,2.98633,1.21616,0.970801,14,0,10,1000,0.2,1,2.108,2.986,0.7578,0,2.01556
instructorxl-arxiv-768_100k,pdx-bond,1.87269,2.67874,1.03524,0.960001,12,0,10,1000,0.2,1,1.869,2.679,0.6442,0,1.77758
instructorxl-arxiv-768_100k,pdx-bond,1.62382,2.37475,0.892893,0.946301,10,0,10,1000,0.2,1,1.622,2.375,0.5716,0,1.53076
instructorxl-arxiv-768_100k,pdx-bond,1.36654,2.05856,0.663667,0.924801,8,0,10,1000,0.2,1,1.365,2.059,0.45,0,1.27477
instructorxl-arxiv-768_100k,pdx-bond,1.09004,1.64973,0.539598,0.890201,6,0,10,1000,0.2,1,1.09,1.724,0.3559,0,1.00102
instructorxl-arxiv-768_100k,pdx-bond,0.789896,1.25057,0.391735,0.821901,4,0,10,1000,0.2,1,0.7933,2.12,0.2523,0,0.7049
instructorxl-arxiv-768_100k,pdx-bond,0.459801,0.759643,0.154441,0.678,2,0,10,1000,0.2,1,0.4626,0.9194,0.1297,0,0.374977
