dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,5,80.17,998.117,0.723532
instructorxl-arxiv-768_1000k,10,89.17,1434.22,1.18925
instructorxl-arxiv-768_1000k,20,94.42,2353.81,2.16812
instructorxl-arxiv-768_1000k,30,96.84,3296.44,3.08938
instructorxl-arxiv-768_1000k,40,98.06,4134.21,3.9379
instructorxl-arxiv-768_1000k,50,98.46,5035.21,4.82924
instructorxl-arxiv-768_1000k,60,98.93,5877.72,5.66496
instructorxl-arxiv-768_1000k,70,99.22,6708.02,6.52059
instructorxl-arxiv-768_1000k,80,99.35,7622.8,7.38552
instructorxl-arxiv-768_1000k,90,99.45,8432.11,8.21826
instructorxl-arxiv-768_1000k,200,99.8,17578.8,17.3437
instructorxl-arxiv-768_100k,5,81.4,474.393,0.198355
instructorxl-arxiv-768_100k,10,90.81,618.782,0.347331
instructorxl-arxiv-768_100k,20,96.6,917.92,0.644186
instructorxl-arxiv-768_100k,30,98.25,1201.77,0.965718
instructorxl-arxiv-768_100k,40,98.94,1500.85,1.26114
instructorxl-arxiv-768_100k,50,99.31,1790.05,1.53325
instructorxl-arxiv-768_100k,60,99.49,2047.32,1.80159
instructorxl-arxiv-768_100k,70,99.62,2296.57,2.06196
instructorxl-arxiv-768_10k,5,85.9,313.514,0.0718067
instructorxl-arxiv-768_10k,10,94.2,364.0,0.118137
instructorxl-arxiv-768_10k,20,98.53,457.069,0.207622
instructorxl-arxiv-768_10k,30,99.49,539.793,0.294162
instructorxl-arxiv-768_10k,40,99.74,625.911,0.376678
instructorxl-arxiv-768_1k,5,89.57,268.898,0.0325889
instructorxl-arxiv-768_1k,10,97.63,282.304,0.0510562
instructorxl-arxiv-768_1k,20,99.81,319.218,0.0855135
