
10	422.444	0.6155
20	235.191	0.7633
30	163.497	0.8343
40	125.52	0.8743
50	101.948	0.9013
60	85.9027	0.9197
70	74.2796	0.934
80	65.4873	0.9442
90	58.5908	0.9518
100	53.0191	0.9582
110	48.445	0.9635
120	44.5901	0.9669
130	41.313	0.9701
140	38.4885	0.9729
150	36.0245	0.9751
160	33.8927	0.9778
170	31.9976	0.9796
180	30.3134	0.9808
190	28.7899	0.9818
200	27.4211	0.9829
240	23.0929	0.9852
280	19.9718	0.9863
320	17.6159	0.9868
