5	3446.55	0.73038
10	2882	0.85657
20	2286.87	0.91859
30	1924.92	0.93356
40	1670.02	0.93921
50	1480.33	0.94213
60	1336.85	0.94358
70	1220.62	0.9445
80	1121.52	0.94506
90	1035.51	0.94536
100	959.523	0.94566
110	896.196	0.94587
120	842.207	0.94598
130	794.855	0.94608
140	752.767	0.94616
150	715.969	0.94624
160	681.693	0.94629
170	652.038	0.94635
180	624.903	0.94643
190	599.581	0.94644
