10	70294.4	0.6755
20	48053.5	0.8581
40	31335	0.9498
50	27089.1	0.9631
60	23869.7	0.9715
80	19114.2	0.9824
100	16333.1	0.988
150	11731.2	0.9944
170	10636.6	0.9953
190	9732.12	0.9961
200	9222.25	0.9963
250	7742.2	0.9974
300	6510.49	0.9979
400	5037.83	0.9989
500	4112.13	0.9993
600	3379.41	0.9994
700	2889.05	0.9994
800	2495.13	0.9995
1500	1239.41	0.9997
