dataset,algorithm,avg,max,min,recall,ivf_nprobe,epsilon,knn,n_queries,selectivity,num_measure_runs,avg_all,max_all,min_all,false_pruning_rate
openai-1536-angular,pdx-bsa-decimpr,3.62598,5.12184,2.16483,0.5856,48,16,10,1000,0.2,1,3.65,6.59,1.83,0
openai-1536-angular,pdx-bsa-decimpr,3.3769,4.69847,2.06837,0.5833,40,16,10,1000,0.2,1,3.416,8.26,1.763,0
openai-1536-angular,pdx-bsa-decimpr,3.03208,4.18975,1.87684,0.581,32,16,10,1000,0.2,1,3.068,7.318,1.636,0
openai-1536-angular,pdx-bsa-decimpr,2.83048,3.85257,1.79589,0.5788,28,16,10,1000,0.2,1,2.854,4.964,1.574,0
openai-1536-angular,pdx-bsa-decimpr,2.72983,3.68967,1.81317,0.5779,26,16,10,1000,0.2,1,2.749,5.879,1.54,0
openai-1536-angular,pdx-bsa-decimpr,2.62685,3.52894,1.73085,0.5759,24,16,10,1000,0.2,1,2.647,4.49,1.494,0
openai-1536-angular,pdx-bsa-decimpr,2.53883,3.42667,1.65652,0.575,22,16,10,1000,0.2,1,2.565,4.349,1.469,0
openai-1536-angular,pdx-bsa-decimpr,2.43978,3.34171,1.58584,0.5734,20,16,10,1000,0.2,1,2.488,6.267,1.445,0
openai-1536-angular,pdx-bsa-decimpr,2.34593,3.19591,1.52833,0.5718,18,16,10,1000,0.2,1,2.392,5.327,1.411,0
openai-1536-angular,pdx-bsa-decimpr,2.25993,3.06979,1.49073,0.5702,16,16,10,1000,0.2,1,2.306,5.387,1.366,0
openai-1536-angular,pdx-bsa-decimpr,2.14347,2.89761,1.44879,0.5682,14,16,10,1000,0.2,1,2.183,4.677,1.346,0
openai-1536-angular,pdx-bsa-decimpr,2.05749,2.76024,1.38305,0.5649,12,16,10,1000,0.2,1,2.089,3.754,1.308,0
openai-1536-angular,pdx-bsa-decimpr,1.94951,2.61825,1.35659,0.5619,10,16,10,1000,0.2,1,1.969,3.421,1.268,0
openai-1536-angular,pdx-bsa-decimpr,1.84496,2.46221,1.26694,0.5589,8,16,10,1000,0.2,1,1.869,3.849,1.267,0
openai-1536-angular,pdx-bsa-decimpr,1.81165,2.35349,1.27989,0.5523,6,16,10,1000,0.2,1,1.828,2.556,1.28,0
openai-1536-angular,pdx-bsa-decimpr,1.61137,2.14019,1.16343,0.5407,4,16,10,1000,0.2,1,1.657,4.47,1.163,0
openai-1536-angular,pdx-bsa-decimpr,1.49316,1.98775,1.14538,0.5191,2,16,10,1000,0.2,1,1.569,5.989,1.145,0
