dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,5,84.08,1673.68,1.4349
contriever-768,10,90.9,3084.23,2.83709
contriever-768,20,94.88,5863.74,5.53055
contriever-768,30,96.26,8650.12,8.336
contriever-768,40,97.16,11434.0,11.1424
contriever-768,50,97.69,14226.5,13.9383
contriever-768,60,97.96,17038.2,16.7812
contriever-768,70,98.17,19836.2,19.5896
contriever-768,80,98.35,23396.2,23.189
contriever-768,90,98.52,26046.8,25.6245
contriever-768,100,98.68,28871.7,28.4075
contriever-768,110,98.85,31696.0,31.2082
contriever-768,120,98.94,34529.0,34.0307
contriever-768,130,99.08,37385.6,36.8885
contriever-768,140,99.18,40213.9,39.7048
contriever-768,150,99.24,43048.1,42.5222
contriever-768,160,99.29,45876.7,45.3344
contriever-768,170,99.35,48671.2,48.1384
contriever-768,180,99.4,51502.8,50.9551
contriever-768,190,99.43,54277.0,53.7042
contriever-768,200,99.44,57047.7,56.4975
contriever-768,240,99.55,68074.2,67.4713
deep-image-96-angular,5,65.16,406.84,0.172076
deep-image-96-angular,10,78.25,548.387,0.331508
deep-image-96-angular,20,88.05,877.841,0.617961
deep-image-96-angular,30,91.97,1193.67,0.919631
deep-image-96-angular,40,94.17,1513.24,1.23539
deep-image-96-angular,50,95.45,1810.55,1.53478
deep-image-96-angular,60,96.38,2103.06,1.8202
deep-image-96-angular,70,97.03,2410.47,2.12371
deep-image-96-angular,80,97.48,2712.44,2.4088
deep-image-96-angular,90,97.91,3005.1,2.68237
deep-image-96-angular,100,98.23,3321.75,2.96837
deep-image-96-angular,110,98.46,3612.24,3.25551
deep-image-96-angular,120,98.66,3926.82,3.56369
deep-image-96-angular,130,98.78,4211.19,3.81213
deep-image-96-angular,140,98.96,4505.01,4.11017
deep-image-96-angular,150,99.0,4769.69,4.35449
deep-image-96-angular,160,99.07,4987.26,4.55493
deep-image-96-angular,170,99.17,5263.74,4.83817
deep-image-96-angular,180,99.25,5554.63,5.13158
deep-image-96-angular,190,99.3,5840.1,5.40072
deep-image-96-angular,200,99.34,6595.5,7.08754
deep-image-96-angular,240,99.5,7582.07,8.47786
deep-image-96-angular,5,65.16,399.611,0.169141
deep-image-96-angular,10,78.25,559.415,0.318363
deep-image-96-angular,20,88.05,880.21,0.632259
deep-image-96-angular,30,91.97,1195.01,0.931425
deep-image-96-angular,40,94.17,1483.88,1.20964
deep-image-96-angular,50,95.45,1784.37,1.51781
deep-image-96-angular,60,96.38,2086.76,1.80513
deep-image-96-angular,70,97.03,2382.94,2.06052
deep-image-96-angular,80,97.48,2674.83,2.37595
deep-image-96-angular,90,97.91,2973.03,2.67784
deep-image-96-angular,100,98.23,3275.29,2.9661
deep-image-96-angular,110,98.46,3564.33,3.22787
deep-image-96-angular,120,98.66,3864.13,3.51915
deep-image-96-angular,130,98.78,4158.0,3.79037
deep-image-96-angular,140,98.96,4434.38,4.04982
deep-image-96-angular,150,99.0,4724.28,4.34347
deep-image-96-angular,160,99.07,5002.08,4.63044
deep-image-96-angular,170,99.17,5287.08,4.88843
deep-image-96-angular,180,99.25,5573.01,5.16684
deep-image-96-angular,190,99.3,5860.65,5.42206
deep-image-96-angular,200,99.34,6143.99,5.72412
deep-image-96-angular,240,99.5,7262.81,6.77637
deep-image-96-angular,5,65.16,400.304,0.175017
deep-image-96-angular,10,78.25,561.265,0.329788
deep-image-96-angular,20,88.05,896.769,0.664371
deep-image-96-angular,30,91.97,1223.03,0.951643
deep-image-96-angular,40,94.17,1545.53,1.28935
deep-image-96-angular,50,95.45,1860.73,1.59099
deep-image-96-angular,60,96.38,2173.61,1.90009
deep-image-96-angular,70,97.03,2491.24,2.19575
deep-image-96-angular,80,97.48,2807.2,2.50697
deep-image-96-angular,90,97.91,3115.54,2.79003
deep-image-96-angular,100,98.23,3431.08,3.10776
deep-image-96-angular,110,98.46,3742.52,3.39181
deep-image-96-angular,120,98.66,4312.64,4.18498
deep-image-96-angular,130,98.78,4819.79,6.89486
deep-image-96-angular,140,98.96,4367.24,3.97686
deep-image-96-angular,150,99.0,4644.56,4.17727
deep-image-96-angular,160,99.07,4918.34,4.42685
deep-image-96-angular,170,99.17,5201.56,4.70109
deep-image-96-angular,180,99.25,5482.44,4.96407
deep-image-96-angular,190,99.3,5769.81,5.22761
deep-image-96-angular,200,99.34,6046.21,5.47683
deep-image-96-angular,240,99.5,7162.57,6.54985
gist-960-euclidean,5,51.3,1607.3,1.299
gist-960-euclidean,10,66.98,2924.6,2.58806
gist-960-euclidean,20,80.3,5534.41,5.18316
gist-960-euclidean,30,86.79,8065.5,7.74888
gist-960-euclidean,40,90.26,10682.4,10.3943
gist-960-euclidean,50,92.71,13332.1,13.0823
gist-960-euclidean,60,94.27,15805.8,15.5848
gist-960-euclidean,70,95.61,18289.2,18.1334
gist-960-euclidean,80,96.62,20722.4,20.5917
gist-960-euclidean,90,97.33,23120.1,23.07
gist-960-euclidean,100,97.84,25513.1,25.5119
gist-960-euclidean,110,98.16,27887.7,27.898
gist-960-euclidean,120,98.47,30204.5,30.2687
gist-960-euclidean,130,98.63,32526.8,32.6584
gist-960-euclidean,140,98.79,34824.4,34.9848
gist-960-euclidean,150,98.96,36355.3,36.5392
gist-960-euclidean,160,99.1,38595.3,38.8316
gist-960-euclidean,170,99.2,40814.8,41.1028
gist-960-euclidean,180,99.34,42987.5,43.3246
gist-960-euclidean,190,99.45,45187.8,45.5556
gist-960-euclidean,200,99.55,47382.2,47.7845
glove-200-angular,5,39.01,1178.07,1.09384
glove-200-angular,10,48.61,2343.56,2.24924
glove-200-angular,20,60.36,4713.25,4.59975
glove-200-angular,30,68.67,7075.69,6.93691
glove-200-angular,40,74.66,9429.48,9.28014
glove-200-angular,50,79.85,11781.5,11.618
glove-200-angular,60,84.2,14086.0,13.9297
glove-200-angular,70,86.86,16323.6,16.1599
glove-200-angular,80,88.96,18543.7,18.3944
glove-200-angular,90,91.25,20708.1,20.5431
glove-200-angular,100,92.99,22842.7,22.6874
glove-200-angular,110,94.38,24930.1,24.7502
glove-200-angular,120,95.78,26953.8,26.7819
glove-200-angular,130,96.62,28943.3,28.7575
glove-200-angular,140,97.39,30879.0,30.6757
glove-200-angular,150,98.12,32769.4,32.5806
glove-200-angular,160,98.48,34648.6,34.4495
glove-200-angular,170,98.83,36454.9,36.2184
glove-200-angular,180,99.21,38206.6,37.9737
glove-200-angular,190,99.41,39922.7,39.6713
glove-200-angular,200,99.59,41587.2,41.3198
instructorxl-arxiv-768,5,76.69,2006.96,2.00737
instructorxl-arxiv-768,10,85.22,2962.63,3.75477
instructorxl-arxiv-768,20,91.66,4867.29,4.50272
instructorxl-arxiv-768,30,94.43,6946.47,6.37523
instructorxl-arxiv-768,40,95.85,9022.87,8.41534
instructorxl-arxiv-768,50,96.89,11040.4,10.4399
instructorxl-arxiv-768,60,97.5,13477.8,12.8451
instructorxl-arxiv-768,70,98.11,15612.2,14.9681
instructorxl-arxiv-768,80,98.33,17693.8,17.0605
instructorxl-arxiv-768,90,98.52,19766.6,19.1342
instructorxl-arxiv-768,100,98.76,21608.0,20.974
instructorxl-arxiv-768,110,98.89,23293.6,22.6844
instructorxl-arxiv-768,120,98.99,25128.1,24.5089
instructorxl-arxiv-768,130,99.1,27104.7,26.4973
instructorxl-arxiv-768,140,99.29,29085.5,28.4667
instructorxl-arxiv-768,150,99.36,31052.0,30.4256
instructorxl-arxiv-768,160,99.46,33041.0,32.4187
instructorxl-arxiv-768,170,99.51,35002.4,34.3595
msong-420,5,81.11,618.156,0.481305
msong-420,10,91.94,1115.41,0.968445
msong-420,20,97.38,2142.46,1.97576
msong-420,30,98.79,3051.2,2.90872
msong-420,40,99.27,3998.6,3.85827
msong-420,50,99.53,4927.25,4.78904
openai-1536-angular,5,75.52,1853.86,1.35634
openai-1536-angular,10,81.27,3213.67,2.57903
openai-1536-angular,20,87.05,5660.9,4.99594
openai-1536-angular,30,89.96,8051.93,7.4287
openai-1536-angular,40,91.57,10452.8,9.82925
openai-1536-angular,50,93.02,12915.7,12.3301
openai-1536-angular,60,93.84,16248.7,17.4907
openai-1536-angular,70,94.44,18165.4,19.3099
openai-1536-angular,80,95.02,20250.8,19.4486
openai-1536-angular,90,95.53,22645.8,21.8616
openai-1536-angular,5,75.52,2706.59,2.65236
openai-1536-angular,10,81.27,3533.41,3.29497
