dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,5,84.08,1661.88,0.0
contriever-768,10,90.9,3073.62,0.0
contriever-768,20,94.88,5799.61,0.0
contriever-768,30,96.26,8581.7,0.0
contriever-768,40,97.16,11347.1,0.0
contriever-768,50,97.69,14104.4,0.0
contriever-768,60,97.96,16887.3,0.0
contriever-768,70,98.17,19630.8,0.0
contriever-768,80,98.35,22408.2,0.0
contriever-768,90,98.52,25178.6,0.0
contriever-768,100,98.68,29005.9,0.0
contriever-768,110,98.85,31680.1,0.0
contriever-768,120,98.94,34520.1,0.0
contriever-768,130,99.08,37364.2,0.0
contriever-768,140,99.18,40184.2,0.0
contriever-768,150,99.24,43005.8,0.0
contriever-768,160,99.29,45820.2,0.0
contriever-768,170,99.35,48611.9,0.0
contriever-768,180,99.4,51446.4,0.0
contriever-768,190,99.43,54213.8,0.0
contriever-768,200,99.44,57008.2,0.0
contriever-768,240,99.55,68036.5,0.0
deep-image-96-angular,5,65.16,366.801,0.0
deep-image-96-angular,10,78.25,540.455,0.0
deep-image-96-angular,20,88.05,862.574,0.0
deep-image-96-angular,30,91.97,1161.77,0.0
deep-image-96-angular,40,94.17,1472.47,0.0
deep-image-96-angular,50,95.45,1777.89,0.0
deep-image-96-angular,60,96.38,2062.64,0.0
deep-image-96-angular,70,97.03,2371.73,0.0
deep-image-96-angular,80,97.48,2667.27,0.0
deep-image-96-angular,90,97.91,2948.38,0.0
deep-image-96-angular,100,98.23,3259.28,0.0
deep-image-96-angular,110,98.46,3554.24,0.0
deep-image-96-angular,120,98.66,3854.67,0.0
deep-image-96-angular,130,98.78,4136.4,0.0
deep-image-96-angular,140,98.96,4421.59,0.0
deep-image-96-angular,150,99.0,4704.46,0.0
deep-image-96-angular,160,99.07,5582.02,0.0
deep-image-96-angular,170,99.17,5600.75,0.0
deep-image-96-angular,180,99.25,5684.93,0.0
deep-image-96-angular,190,99.3,5977.98,0.0
deep-image-96-angular,200,99.34,6263.32,0.0
deep-image-96-angular,240,99.5,7376.58,0.0
deep-image-96-angular,5,65.16,402.495,0.0
deep-image-96-angular,10,78.25,572.6,0.0
deep-image-96-angular,20,88.05,896.782,0.0
deep-image-96-angular,30,91.97,1228.39,0.0
deep-image-96-angular,40,94.17,1545.66,0.0
deep-image-96-angular,50,95.45,1863.71,0.0
deep-image-96-angular,60,96.38,2185.27,0.0
deep-image-96-angular,70,97.03,2497.61,0.0
deep-image-96-angular,80,97.48,2806.99,0.0
deep-image-96-angular,90,97.91,3111.44,0.0
deep-image-96-angular,100,98.23,3430.4,0.0
deep-image-96-angular,110,98.46,3753.26,0.0
deep-image-96-angular,120,98.66,4046.37,0.0
deep-image-96-angular,130,98.78,4359.48,0.0
deep-image-96-angular,140,98.96,4655.9,0.0
deep-image-96-angular,150,99.0,4975.61,0.0
deep-image-96-angular,160,99.07,5252.88,0.0
deep-image-96-angular,170,99.17,5537.53,0.0
deep-image-96-angular,180,99.25,5827.27,0.0
deep-image-96-angular,190,99.3,6135.74,0.0
deep-image-96-angular,200,99.34,6427.11,0.0
deep-image-96-angular,240,99.5,7575.72,0.0
gist-960-euclidean,5,51.3,1565.34,0.0
gist-960-euclidean,10,66.98,2870.62,0.0
gist-960-euclidean,20,80.3,5439.36,0.0
gist-960-euclidean,30,86.79,7919.42,0.0
gist-960-euclidean,40,90.26,10378.1,0.0
gist-960-euclidean,50,92.71,12788.7,0.0
gist-960-euclidean,60,94.27,15160.9,0.0
gist-960-euclidean,70,95.61,17543.5,0.0
gist-960-euclidean,80,96.62,19891.3,0.0
gist-960-euclidean,90,97.33,22188.7,0.0
gist-960-euclidean,100,97.84,24478.9,0.0
gist-960-euclidean,110,98.16,27928.8,0.0
gist-960-euclidean,120,98.47,30460.8,0.0
gist-960-euclidean,130,98.63,32784.6,0.0
gist-960-euclidean,140,98.79,35098.7,0.0
gist-960-euclidean,150,98.96,37419.2,0.0
gist-960-euclidean,160,99.1,39715.4,0.0
