dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,5,83.95,2287.79,2.62021
contriever-768,10,91.15,3224.05,3.59406
contriever-768,20,94.98,5198.47,4.76732
contriever-768,30,96.5,7167.24,6.59431
contriever-768,40,97.05,8960.63,8.35091
contriever-768,50,97.51,10615.2,9.98445
contriever-768,60,97.75,12197.5,11.5286
contriever-768,70,97.97,13723.9,13.0451
contriever-768,80,98.21,15177.2,14.4787
contriever-768,90,98.35,16591.6,15.8797
contriever-768,100,98.51,17973.8,17.2297
contriever-768,110,98.62,19286.6,18.5284
contriever-768,120,98.72,20599.2,19.8341
contriever-768,130,98.82,21900.6,21.1072
contriever-768,140,98.88,23157.0,22.3564
contriever-768,150,98.94,24381.6,23.554
contriever-768,160,98.97,25581.4,24.744
contriever-768,170,99.04,26782.5,25.9243
contriever-768,180,99.09,27949.8,27.0721
contriever-768,190,99.13,29087.3,28.1796
contriever-768,200,99.15,30196.3,29.3
contriever-768,240,99.22,34417.4,33.4437
contriever-768,280,99.27,38505.7,37.4548
contriever-768,320,99.33,42376.8,41.2619
contriever-768,360,99.34,45937.0,44.7593
deep-image-96-angular,5,64.57,397.659,0.16877
deep-image-96-angular,10,76.66,527.801,0.30744
deep-image-96-angular,20,86.38,765.08,0.530163
deep-image-96-angular,30,90.57,976.733,0.726898
deep-image-96-angular,40,92.66,1178.74,0.930842
deep-image-96-angular,50,94.17,1385.4,1.12975
deep-image-96-angular,5,64.57,384.037,0.168408
deep-image-96-angular,10,76.66,520.846,0.308634
deep-image-96-angular,20,86.38,751.887,0.528506
deep-image-96-angular,30,90.57,955.055,0.739567
deep-image-96-angular,40,92.66,1168.88,0.945213
deep-image-96-angular,50,94.17,1358.78,1.12987
deep-image-96-angular,60,95.18,1553.91,1.27907
deep-image-96-angular,70,95.85,1752.58,1.49643
deep-image-96-angular,80,96.35,1927.75,1.65785
deep-image-96-angular,90,96.75,2136.09,1.8576
deep-image-96-angular,100,97.1,2317.59,2.01282
deep-image-96-angular,110,97.38,2490.8,2.18091
deep-image-96-angular,120,97.55,2679.96,2.34543
deep-image-96-angular,130,97.78,2861.49,2.51108
deep-image-96-angular,140,97.91,3034.74,2.69725
deep-image-96-angular,150,98.01,3206.07,2.85437
deep-image-96-angular,160,98.12,3373.53,2.9903
deep-image-96-angular,170,98.18,3534.39,3.16054
deep-image-96-angular,180,98.29,3713.53,3.32866
deep-image-96-angular,190,98.33,3901.51,3.48508
deep-image-96-angular,200,98.44,4067.07,3.64945
deep-image-96-angular,240,98.59,4745.04,4.24622
deep-image-96-angular,280,98.69,5420.44,4.83021
deep-image-96-angular,320,98.8,6078.17,5.3907
deep-image-96-angular,360,98.85,6731.77,6.02646
deep-image-96-angular,400,98.92,7381.52,6.63178
deep-image-96-angular,500,99.02,8953.1,8.09035
deep-image-96-angular,600,99.08,10548.0,9.55117
deep-image-96-angular,700,99.13,12149.5,11.0395
deep-image-96-angular,800,99.14,13729.3,12.5195
deep-image-96-angular,900,99.15,15214.1,13.8765
deep-image-96-angular,1000,99.16,16621.8,15.1208
gist-960-euclidean,5,51.8,1452.67,0.830081
gist-960-euclidean,10,67.1,2161.63,1.54497
gist-960-euclidean,20,80.33,3365.81,2.76413
gist-960-euclidean,30,86.63,4422.18,3.83339
gist-960-euclidean,40,90.03,5388.24,4.82216
gist-960-euclidean,50,92.72,6256.56,5.69569
gist-960-euclidean,60,94.33,7071.62,6.49539
gist-960-euclidean,70,95.39,7836.2,7.2786
gist-960-euclidean,80,96.26,8549.3,7.98295
gist-960-euclidean,90,96.97,9230.98,8.67306
gist-960-euclidean,100,97.45,9869.79,9.30718
gist-960-euclidean,110,97.83,10501.5,9.92555
gist-960-euclidean,120,98.14,11101.0,10.5405
gist-960-euclidean,130,98.38,11683.0,11.1046
gist-960-euclidean,140,98.62,12229.2,11.6319
gist-960-euclidean,150,98.69,12774.9,12.1722
gist-960-euclidean,160,98.92,13281.9,12.6838
gist-960-euclidean,170,99.03,13781.0,13.1966
gist-960-euclidean,180,99.13,14258.0,13.6601
gist-960-euclidean,190,99.2,14708.1,14.0812
gist-960-euclidean,200,99.26,15184.8,14.5741
gist-960-euclidean,240,99.43,17014.3,16.4931
gist-960-euclidean,280,99.53,20348.7,21.9483
glove-200-angular,5,38.16,1530.84,1.43676
glove-200-angular,10,47.41,2888.06,2.78801
glove-200-angular,20,59.58,5531.36,5.39083
glove-200-angular,30,67.45,8055.67,7.90206
glove-200-angular,40,73.89,10473.3,10.3017
glove-200-angular,50,78.76,13000.1,12.9096
glove-200-angular,60,83.1,15406.4,15.5897
glove-200-angular,70,86.45,17380.0,16.9521
glove-200-angular,80,89.08,19522.8,19.0473
glove-200-angular,90,91.39,21560.2,21.053
glove-200-angular,100,93.23,23579.3,23.0227
glove-200-angular,110,94.48,25505.4,24.9108
glove-200-angular,120,95.55,27336.3,26.6971
glove-200-angular,130,96.53,29113.9,28.4254
glove-200-angular,140,97.04,30832.5,30.1013
glove-200-angular,150,97.76,32508.4,31.74
glove-200-angular,160,98.16,34175.9,33.3646
glove-200-angular,170,98.42,35776.6,34.9266
glove-200-angular,180,98.57,37254.5,36.3621
glove-200-angular,190,98.79,38686.3,37.7724
glove-200-angular,200,98.85,40028.5,39.0675
glove-200-angular,240,99.05,44925.4,43.8267
glove-200-angular,280,99.12,49165.2,47.9595
glove-200-angular,320,99.14,52826.2,51.4864
glove-200-angular,360,99.16,55883.1,54.4492
glove-200-angular,400,99.16,58343.5,56.825
instructorxl-arxiv-768,5,75.97,1551.99,1.24927
instructorxl-arxiv-768,10,85.65,1972.04,2.02254
instructorxl-arxiv-768,20,92.25,2401.94,2.10773
instructorxl-arxiv-768,30,94.67,2754.59,2.34179
instructorxl-arxiv-768,40,95.79,3177.27,2.60708
instructorxl-arxiv-768,50,96.92,3617.12,3.02537
instructorxl-arxiv-768,60,97.57,4044.44,3.41237
instructorxl-arxiv-768,70,98.02,4459.21,3.81226
instructorxl-arxiv-768,80,98.28,4838.24,4.17981
instructorxl-arxiv-768,90,98.54,5237.28,4.55852
instructorxl-arxiv-768,100,98.72,5573.45,4.8822
instructorxl-arxiv-768,110,98.92,5931.34,5.20853
instructorxl-arxiv-768,120,99.01,6275.07,5.53287
instructorxl-arxiv-768,130,99.1,6585.81,5.82484
instructorxl-arxiv-768,140,99.16,6896.92,6.13544
instructorxl-arxiv-768,150,99.22,7215.29,6.42717
instructorxl-arxiv-768,160,99.31,7509.75,6.71377
instructorxl-arxiv-768,170,99.35,7807.0,6.99713
instructorxl-arxiv-768,180,99.45,8108.82,7.25369
instructorxl-arxiv-768,190,99.53,8404.0,7.53587
msong-420,5,80.71,563.521,0.37155
msong-420,10,92.15,884.331,0.691233
msong-420,20,97.36,1458.26,1.27399
msong-420,30,98.77,1996.1,1.8194
msong-420,40,99.24,2506.0,2.31984
msong-420,50,99.43,2991.6,2.8157
msong-420,60,99.55,3468.62,3.29955
openai-1536-angular,5,74.76,1947.31,0.608704
openai-1536-angular,10,81.49,2338.64,0.997609
openai-1536-angular,20,86.65,2987.48,1.64042
openai-1536-angular,30,89.15,3571.33,2.23544
openai-1536-angular,40,91.01,4102.81,2.74645
openai-1536-angular,50,92.46,4615.03,3.24329
openai-1536-angular,60,93.33,5098.05,3.71005
openai-1536-angular,70,94.26,5562.05,4.16865
openai-1536-angular,80,94.74,6003.59,4.58378
openai-1536-angular,90,95.26,6428.88,5.00295
openai-1536-angular,100,95.62,6846.46,5.40153
openai-1536-angular,110,95.92,7245.95,5.77291
openai-1536-angular,120,96.29,7635.03,6.16159
openai-1536-angular,130,96.52,8023.74,6.53114
openai-1536-angular,140,96.77,8395.41,6.8809
openai-1536-angular,150,97.05,8748.63,7.22599
openai-1536-angular,160,97.25,9098.9,7.56195
openai-1536-angular,170,97.48,9455.38,7.89515
openai-1536-angular,180,97.65,9797.33,8.22071
openai-1536-angular,190,97.75,10132.8,8.5445
openai-1536-angular,200,97.91,10460.6,8.85968
openai-1536-angular,240,98.26,11711.6,10.0549
openai-1536-angular,280,98.49,12877.4,11.1586
openai-1536-angular,320,98.73,13988.3,12.2123
openai-1536-angular,360,98.9,15032.3,13.222
openai-1536-angular,400,98.99,16029.4,14.1698
openai-1536-angular,500,99.23,18300.8,16.3563
openai-1536-angular,600,99.39,20435.9,18.3745
openai-1536-angular,700,99.49,22353.8,20.2047
openai-1536-angular,800,99.55,24168.6,21.9138
sift-128-euclidean,5,68.21,154.989,0.103376
sift-128-euclidean,10,81.88,229.853,0.173722
sift-128-euclidean,20,91.31,359.814,0.296893
sift-128-euclidean,30,95.13,480.716,0.413227
sift-128-euclidean,40,96.6,597.648,0.525346
sift-128-euclidean,50,97.74,726.272,0.641753
sift-128-euclidean,60,98.32,819.001,0.737363
sift-128-euclidean,70,98.67,929.391,0.834501
sift-128-euclidean,80,98.9,1041.88,0.940752
sift-128-euclidean,90,99.09,1152.11,1.04467
sift-128-euclidean,100,99.16,1250.41,1.13671
sift-128-euclidean,110,99.27,1369.78,1.24746
sift-128-euclidean,120,99.36,1465.48,1.33427
sift-128-euclidean,130,99.41,1571.61,1.43591
sift-128-euclidean,140,99.43,1672.95,1.53172
sift-128-euclidean,150,99.46,1780.49,1.63534
sift-128-euclidean,160,99.51,1884.44,1.72842
