dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,5,85.21,2021.81,0.04
contriever-768,10,91.36,3393.51,0.04
contriever-768,20,94.81,5091.88,0.05
contriever-768,30,96.37,7055.53,0.05
contriever-768,40,97.04,8906.66,0.05
contriever-768,50,97.49,10700.4,0.05
contriever-768,60,97.89,12540.0,0.05
contriever-768,70,98.07,14313.9,0.06
contriever-768,80,98.32,16096.3,0.06
contriever-768,90,98.43,17878.1,0.06
contriever-768,100,98.61,19648.5,0.06
contriever-768,110,98.68,21399.8,0.06
contriever-768,120,98.78,23122.4,0.06
contriever-768,130,98.86,24855.5,0.06
contriever-768,140,98.95,26551.9,0.06
contriever-768,150,99.04,28240.2,0.06
contriever-768,160,99.12,29935.1,0.07
contriever-768,170,99.2,31572.4,0.07
contriever-768,180,99.3,33260.4,0.07
contriever-768,190,99.32,34955.3,0.07
contriever-768,200,99.38,36621.8,0.07
contriever-768,240,99.53,43155.8,0.07
deep-image-96-angular,5,64.5,560.615,0.0
deep-image-96-angular,10,77.03,876.109,0.0
deep-image-96-angular,20,87.17,1436.15,0.0
deep-image-96-angular,30,91.8,1960.46,0.0
deep-image-96-angular,40,94.06,2479.49,0.0
deep-image-96-angular,50,95.38,2970.76,0.0
deep-image-96-angular,60,96.17,3448.86,0.0
deep-image-96-angular,70,96.81,3933.05,0.0
deep-image-96-angular,80,97.4,4383.12,0.0
deep-image-96-angular,90,97.74,4827.81,0.0
deep-image-96-angular,100,98.13,5263.42,0.0
deep-image-96-angular,110,98.38,5807.15,0.0
deep-image-96-angular,120,98.52,6643.96,0.0
deep-image-96-angular,130,98.69,6641.55,0.0
deep-image-96-angular,140,98.8,7053.63,0.0
deep-image-96-angular,150,98.87,7490.54,0.0
deep-image-96-angular,160,99.07,7890.39,0.0
deep-image-96-angular,170,99.2,8327.38,0.0
deep-image-96-angular,180,99.24,8752.14,0.0
deep-image-96-angular,190,99.27,9153.2,0.0
deep-image-96-angular,200,99.32,9564.23,0.0
deep-image-96-angular,240,99.53,11145.2,0.0
deep-image-96-angular,5,64.5,583.049,0.0
deep-image-96-angular,10,77.03,897.247,0.0
deep-image-96-angular,20,87.17,1461.51,0.0
deep-image-96-angular,30,91.8,1986.23,0.0
deep-image-96-angular,40,94.06,2498.42,0.0
deep-image-96-angular,50,95.38,2992.82,0.0
deep-image-96-angular,60,96.17,3479.78,0.0
deep-image-96-angular,70,96.81,3949.78,0.0
deep-image-96-angular,80,97.4,4410.19,0.0
deep-image-96-angular,90,97.74,4861.02,0.0
deep-image-96-angular,100,98.13,5305.8,0.0
deep-image-96-angular,110,98.38,5747.0,0.0
deep-image-96-angular,120,98.52,6173.99,0.0
deep-image-96-angular,130,98.69,6605.84,0.0
deep-image-96-angular,140,98.8,7026.66,0.0
deep-image-96-angular,150,98.87,7439.7,0.0
deep-image-96-angular,160,99.07,7866.42,0.0
deep-image-96-angular,170,99.2,8274.62,0.0
deep-image-96-angular,180,99.24,8690.05,0.0
deep-image-96-angular,190,99.27,9101.65,0.0
deep-image-96-angular,200,99.32,9495.77,0.0
deep-image-96-angular,240,99.53,11066.4,0.0
gist-960-euclidean,5,50.5,1631.03,0.14
gist-960-euclidean,10,65.66,2479.74,0.17
gist-960-euclidean,20,79.09,3975.93,0.21
gist-960-euclidean,30,86.01,5356.0,0.22
gist-960-euclidean,40,90.11,6658.64,0.23
gist-960-euclidean,50,92.29,7889.52,0.23
gist-960-euclidean,60,94.08,9063.59,0.23
gist-960-euclidean,70,95.21,10171.3,0.23
gist-960-euclidean,80,96.11,11250.6,0.24
gist-960-euclidean,90,96.8,12287.3,0.26
gist-960-euclidean,100,97.23,13295.9,0.26
gist-960-euclidean,110,97.67,14265.5,0.26
gist-960-euclidean,120,97.97,15230.8,0.26
gist-960-euclidean,130,98.19,16169.8,0.26
gist-960-euclidean,140,98.37,17096.4,0.27
gist-960-euclidean,150,98.57,17984.3,0.27
gist-960-euclidean,160,98.69,18847.2,0.27
gist-960-euclidean,170,98.82,19668.6,0.27
gist-960-euclidean,180,98.94,20506.2,0.27
gist-960-euclidean,190,99.05,21323.0,0.27
gist-960-euclidean,200,99.2,22136.4,0.27
gist-960-euclidean,240,99.42,25206.2,0.28
gist-960-euclidean,280,99.56,28064.7,0.28
glove-200-angular,5,38.84,2047.57,0.0
glove-200-angular,10,49.31,3876.99,0.0
glove-200-angular,20,62.92,7466.23,0.0
glove-200-angular,30,71.49,10886.7,0.0
glove-200-angular,40,78.07,14242.1,0.0
glove-200-angular,50,82.71,17544.5,0.0
glove-200-angular,60,86.05,20689.8,0.0
glove-200-angular,70,89.0,24137.1,0.0
glove-200-angular,80,91.01,26916.2,0.0
glove-200-angular,90,92.8,29823.5,0.0
glove-200-angular,100,94.36,32649.6,0.0
glove-200-angular,110,95.95,35412.7,0.0
glove-200-angular,120,96.97,38073.3,0.0
glove-200-angular,130,97.95,40652.0,0.0
glove-200-angular,140,98.46,43204.7,0.0
glove-200-angular,150,98.94,45758.1,0.0
glove-200-angular,160,99.29,48138.9,0.0
glove-200-angular,170,99.5,50404.2,0.0
instructorxl-arxiv-768,5,76.75,1736.44,0.0
