dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,5,82.33,1315.74,1216020192
contriever-768,10,89.34,2042.07,1987553888
contriever-768,20,93.12,3337.18,3279284256
contriever-768,30,94.63,4456.35,4374154464
contriever-768,40,95.22,5478.68,5374924128
contriever-768,50,95.69,6442.05,6308288384
contriever-768,60,95.91,7365.96,7203613632
contriever-768,70,96.15,8256.55,8075116000
contriever-768,80,96.4,9132.2,8926772736
contriever-768,90,96.55,9971.54,9751648320
contriever-768,100,96.72,10804.4,10569177216
contriever-768,110,96.86,11617.0,11373188672
contriever-768,120,96.97,12418.4,12173445472
contriever-768,130,97.09,13177.4,12965347808
contriever-768,140,97.17,13988.5,13750245920
contriever-768,150,97.23,14777.0,14522518336
contriever-768,160,97.26,15571.8,15287273024
contriever-768,170,97.34,16359.0,16053639040
contriever-768,180,97.39,17128.4,16809386592
contriever-768,190,97.43,17794.0,17555342880
contriever-768,200,97.46,18513.1,18295054496
contriever-768,240,97.55,21403.7,21204990880
contriever-768,280,97.6,24175.0,24024779168
contriever-768,320,97.67,26874.5,26767456320
contriever-768,360,97.68,29492.4,29412295264
contriever-768,400,97.73,32054.8,31995275584
contriever-768,500,97.81,38213.8,38169076480
contriever-768,600,97.87,43845.1,43835598176
contriever-768,700,97.89,48920.1,48913979296
contriever-768,800,97.9,53128.2,53119146240
deep-image-96-angular,5,63.06,434.369,294947392
deep-image-96-angular,10,74.94,571.93,540711136
deep-image-96-angular,20,84.54,868.626,987213152
deep-image-96-angular,30,88.73,1154.17,1390746784
deep-image-96-angular,40,90.83,1408.19,1775751712
deep-image-96-angular,50,92.35,1680.36,2149279936
deep-image-96-angular,60,93.37,1935.74,2508715136
deep-image-96-angular,70,94.04,2176.5,2857614464
deep-image-96-angular,80,94.54,2422.01,3198083296
deep-image-96-angular,90,94.94,2653.98,3533186848
deep-image-96-angular,100,95.29,2894.92,3859853408
deep-image-96-angular,110,95.56,3123.63,4176932032
deep-image-96-angular,120,95.73,3350.03,4494963168
deep-image-96-angular,130,95.96,3568.62,4809825376
deep-image-96-angular,140,96.09,3780.51,5113690176
deep-image-96-angular,150,96.19,3997.46,5415244992
deep-image-96-angular,160,96.3,4217.91,5717805984
deep-image-96-angular,170,96.36,4436.2,6014320224
deep-image-96-angular,180,96.47,4645.47,6305167008
deep-image-96-angular,190,96.51,4849.73,6596978752
deep-image-96-angular,200,96.62,5036.19,6883647200
deep-image-96-angular,240,96.77,5832.51,8012104032
deep-image-96-angular,280,96.87,6593.64,9112809568
deep-image-96-angular,320,96.98,7302.07,10188534752
deep-image-96-angular,360,97.03,7999.13,11242673824
deep-image-96-angular,400,97.11,8657.48,12278449920
deep-image-96-angular,500,97.21,10313.1,14825562048
deep-image-96-angular,600,97.27,11925.4,17305248320
deep-image-96-angular,700,97.32,13567.2,19743522848
deep-image-96-angular,800,97.33,14991.7,22152236800
gist-960-euclidean,5,51.49,882.194,341213632
gist-960-euclidean,10,66.68,1119.84,557488288
gist-960-euclidean,20,79.92,1478.69,936049888
gist-960-euclidean,30,86.18,1779.4,1283912544
gist-960-euclidean,40,89.61,2044.7,1616794304
gist-960-euclidean,50,92.27,2301.25,1935471264
gist-960-euclidean,60,93.88,2537.87,2246193984
gist-960-euclidean,70,94.93,2746.85,2548254816
gist-960-euclidean,80,95.8,2958.62,2843325152
gist-960-euclidean,90,96.5,3167.37,3134110752
gist-960-euclidean,100,96.98,3369.98,3419788800
gist-960-euclidean,110,97.36,3558.22,3703946496
gist-960-euclidean,120,97.65,3745.89,3982550624
gist-960-euclidean,130,97.88,3923.68,4258781984
gist-960-euclidean,140,98.12,4091.47,4532547776
gist-960-euclidean,150,98.18,4274.6,4804059968
gist-960-euclidean,160,98.4,4437.04,5069987040
gist-960-euclidean,170,98.51,4612.59,5334540096
gist-960-euclidean,180,98.61,4787.81,5598559424
gist-960-euclidean,190,98.69,4953.38,5861180256
gist-960-euclidean,200,98.75,5118.69,6120215104
gist-960-euclidean,240,98.92,5800.8,7136963040
gist-960-euclidean,280,99.03,6395.18,8125140256
gist-960-euclidean,320,99.11,6952.51,9087135968
gist-960-euclidean,360,99.14,7459.17,10024857504
gist-960-euclidean,400,99.16,7967.33,10934113984
gist-960-euclidean,500,99.19,9146.83,13123826944
gist-960-euclidean,600,99.19,10303.6,15184434592
glove-200-angular,5,37.99,1246.88,1951502984
glove-200-angular,10,47.31,2333.49,3622248304
glove-200-angular,20,59.55,4516.55,6806861312
glove-200-angular,30,67.51,6663.02,9833466512
glove-200-angular,40,74.02,8745.31,12714887192
glove-200-angular,50,78.98,10797.9,15529946864
glove-200-angular,60,83.41,12814.4,18270657048
glove-200-angular,70,86.8,14772.9,20900352512
glove-200-angular,80,89.43,16691.6,23457490832
glove-200-angular,90,91.76,18520.8,25905256544
glove-200-angular,100,93.61,20301.6,28291871672
glove-200-angular,110,94.88,22065.6,30589741512
glove-200-angular,120,95.97,23755.7,32809391176
glove-200-angular,130,96.96,25334.0,34957407736
glove-200-angular,140,97.47,26940.9,37056131472
glove-200-angular,150,98.18,28524.0,39079222544
glove-200-angular,160,98.58,30067.8,41041890072
glove-200-angular,170,98.85,31589.6,42963635040
glove-200-angular,180,99.01,33013.7,44795703216
glove-200-angular,190,99.24,34386.6,46587949640
glove-200-angular,200,99.31,35709.8,48275205120
glove-200-angular,240,99.51,40615.7,54543625264
instructorxl-arxiv-768,5,75.6,1103.23,569169152
instructorxl-arxiv-768,10,85.26,1496.88,951083232
instructorxl-arxiv-768,20,91.84,2207.32,1633061184
instructorxl-arxiv-768,30,94.3,2849.81,2254141024
instructorxl-arxiv-768,40,95.42,3457.3,2840801888
instructorxl-arxiv-768,50,96.55,4033.23,3402210208
instructorxl-arxiv-768,60,97.22,4587.83,3936759776
instructorxl-arxiv-768,70,97.68,5121.25,4461901152
instructorxl-arxiv-768,80,97.96,5651.6,4974926880
instructorxl-arxiv-768,90,98.23,6169.91,5481224576
instructorxl-arxiv-768,100,98.41,6679.38,5976214400
instructorxl-arxiv-768,110,98.62,7136.81,6459522016
instructorxl-arxiv-768,120,98.71,7620.48,6939474592
instructorxl-arxiv-768,130,98.8,8102.0,7411781408
instructorxl-arxiv-768,140,98.88,8587.18,7870375936
instructorxl-arxiv-768,150,98.94,9046.14,8315994144
instructorxl-arxiv-768,160,99.03,9499.22,8765434464
instructorxl-arxiv-768,170,99.07,9909.49,9204801664
instructorxl-arxiv-768,180,99.18,10333.6,9641393632
instructorxl-arxiv-768,190,99.26,10764.9,10067460384
instructorxl-arxiv-768,200,99.3,11175.4,10493965728
instructorxl-arxiv-768,240,99.38,12720.9,12143607712
instructorxl-arxiv-768,280,99.42,14187.4,13726140256
instructorxl-arxiv-768,320,99.44,15585.2,15251448832
instructorxl-arxiv-768,360,99.46,16897.2,16730488384
instructorxl-arxiv-768,400,99.49,18171.8,18166037312
instructorxl-arxiv-768,500,99.52,21154.1,21611614496
msong-420,5,79.43,457.3,295180848
msong-420,10,90.72,660.61,516695952
msong-420,20,95.88,1005.12,900023792
msong-420,30,97.28,1289.36,1240114784
msong-420,40,97.75,1541.66,1554093644
msong-420,50,97.92,1777.7,1848307664
msong-420,60,98.03,1988.88,2129123996
msong-420,70,98.09,2190.03,2394859092
msong-420,80,98.18,2385.79,2658405404
msong-420,90,98.23,2570.15,2914001008
msong-420,100,98.26,2747.87,3163925052
msong-420,110,98.29,2922.88,3408920328
msong-420,120,98.3,3076.59,3644103980
openai-1536-angular,5,74.1,1640.04,675792224
openai-1536-angular,10,80.85,1987.08,1041988032
openai-1536-angular,20,86.02,2601.27,1679478016
openai-1536-angular,30,88.51,3168.02,2266803488
openai-1536-angular,40,90.37,3714.51,2824726240
openai-1536-angular,50,91.83,4249.85,3367849984
openai-1536-angular,60,92.71,4773.96,3893298944
openai-1536-angular,70,93.64,5287.7,4407014336
openai-1536-angular,80,94.12,5785.37,4903909248
openai-1536-angular,90,94.64,6272.26,5394413120
openai-1536-angular,100,95.03,6759.09,5882571616
openai-1536-angular,110,95.33,7219.82,6364583808
openai-1536-angular,120,95.71,7667.17,6836349408
openai-1536-angular,130,95.94,8115.31,7302987360
openai-1536-angular,140,96.2,8544.73,7756852544
openai-1536-angular,150,96.48,8977.02,8208848736
openai-1536-angular,160,96.68,9408.22,8664068352
openai-1536-angular,170,96.91,9830.56,9112885728
openai-1536-angular,180,97.08,10253.6,9560495904
openai-1536-angular,190,97.18,10674.6,10001291968
openai-1536-angular,200,97.34,11097.5,10438819456
openai-1536-angular,240,97.69,12739.8,12148115360
openai-1536-angular,280,97.94,14357.4,13825693184
openai-1536-angular,320,98.19,15937.9,15461196320
openai-1536-angular,360,98.37,17481.7,17068250816
openai-1536-angular,400,98.46,19007.4,18648709184
openai-1536-angular,500,98.71,22703.3,22475770272
openai-1536-angular,600,98.88,26270.7,26180755840
openai-1536-angular,700,98.99,29733.9,29777240192
openai-1536-angular,800,99.05,33091.5,33280757152
openai-1536-angular,900,99.13,36382.5,36706929152
openai-1536-angular,1000,99.19,39678.4,40049405344
sift-128-euclidean,5,68.26,159.406,148719904
sift-128-euclidean,10,81.93,261.102,265939872
sift-128-euclidean,20,91.37,415.451,476773312
sift-128-euclidean,30,95.22,561.054,676759136
sift-128-euclidean,40,96.7,693.511,867316192
sift-128-euclidean,50,97.85,815.46,1052876672
sift-128-euclidean,60,98.43,930.718,1235159264
sift-128-euclidean,70,98.78,1044.38,1412616704
sift-128-euclidean,80,99.04,1149.21,1588919520
