dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,5,85.21,1549.8,1171284864
contriever-768,10,91.36,2443.72,1893047968
contriever-768,20,94.81,4123.72,3166618016
contriever-768,30,96.37,5685.75,4319247680
contriever-768,40,97.04,7203.27,5394072896
contriever-768,50,97.49,8659.83,6431176512
contriever-768,60,97.89,10088.7,7452643776
contriever-768,70,98.07,11469.1,8444571712
contriever-768,80,98.32,12862.4,9443199168
contriever-768,90,98.43,14242.9,10425457984
contriever-768,100,98.61,15639.0,11400049472
contriever-768,110,98.68,17010.6,12362160256
contriever-768,120,98.78,18411.9,13315950080
contriever-768,130,98.86,19805.0,14272738976
contriever-768,140,98.95,21138.7,15220795264
contriever-768,150,99.04,22433.6,16161866464
contriever-768,160,99.12,23662.5,17100028384
contriever-768,170,99.2,24906.0,18031893792
contriever-768,180,99.3,26196.5,18956411264
contriever-768,190,99.32,27477.2,19868999360
contriever-768,200,99.38,28758.7,20786692480
contriever-768,240,99.53,33796.6,24386835008
deep-image-96-angular,5,64.5,432.726,287832480
deep-image-96-angular,10,77.03,632.111,519443488
deep-image-96-angular,20,87.17,980.773,930580928
deep-image-96-angular,30,91.8,1310.67,1313680608
deep-image-96-angular,40,94.06,1612.32,1678214880
deep-image-96-angular,50,95.38,1901.8,2027741824
deep-image-96-angular,60,96.17,2174.3,2370243008
deep-image-96-angular,70,96.81,2443.99,2703358496
deep-image-96-angular,80,97.4,2711.62,3030209856
deep-image-96-angular,90,97.74,2978.35,3352089824
deep-image-96-angular,100,98.13,3217.56,3669247424
deep-image-96-angular,110,98.38,3467.72,3981521728
deep-image-96-angular,120,98.52,3710.41,4292166272
deep-image-96-angular,130,98.69,3953.27,4595327488
deep-image-96-angular,140,98.8,4193.16,4897035136
deep-image-96-angular,150,98.87,4430.66,5197880256
deep-image-96-angular,160,99.07,4672.93,5496173184
deep-image-96-angular,170,99.2,4907.04,5790853952
deep-image-96-angular,180,99.24,5129.43,6080426016
deep-image-96-angular,190,99.27,5361.29,6370428864
deep-image-96-angular,200,99.32,5587.75,6656290528
deep-image-96-angular,240,99.53,6484.03,7778487520
gist-960-euclidean,5,50.5,1411.74,931984544
gist-960-euclidean,10,65.66,2088.46,1516609824
gist-960-euclidean,20,79.09,3324.68,2457527328
gist-960-euclidean,30,86.01,4450.55,3278089472
gist-960-euclidean,40,90.11,5493.36,4025876928
gist-960-euclidean,50,92.29,6457.81,4718040640
gist-960-euclidean,60,94.08,7380.01,5369848448
gist-960-euclidean,70,95.21,8253.3,5983493088
gist-960-euclidean,80,96.11,9091.56,6576078656
gist-960-euclidean,90,96.8,9919.31,7154515488
gist-960-euclidean,100,97.23,10705.1,7708280384
gist-960-euclidean,110,97.67,11458.6,8238772032
gist-960-euclidean,120,97.97,12198.1,8765501280
gist-960-euclidean,130,98.19,12904.9,9273843808
gist-960-euclidean,140,98.37,13606.7,9768602080
gist-960-euclidean,150,98.57,14283.5,10249971168
gist-960-euclidean,160,98.69,14939.1,10722185152
gist-960-euclidean,170,98.82,15571.8,11177116544
gist-960-euclidean,180,98.94,16197.0,11626573504
gist-960-euclidean,190,99.05,16826.5,12071999936
gist-960-euclidean,200,99.2,17415.5,12511945952
gist-960-euclidean,240,99.42,19707.6,14185607008
gist-960-euclidean,280,99.56,21786.9,15752049280
glove-200-angular,5,38.84,1589.91,1718756344
glove-200-angular,10,49.31,2976.09,3136133000
glove-200-angular,20,62.92,5635.89,5835665696
glove-200-angular,30,71.49,8181.26,8359352928
glove-200-angular,40,78.07,10624.9,10780347944
glove-200-angular,50,82.71,13029.8,13140307256
glove-200-angular,60,86.05,15318.4,15387926944
glove-200-angular,70,89.0,17567.2,17592505360
glove-200-angular,80,91.01,19760.3,19738738080
glove-200-angular,90,92.8,21869.9,21782726760
glove-200-angular,100,94.36,23927.3,23767910856
glove-200-angular,110,95.95,25896.6,25705271968
glove-200-angular,120,96.97,27946.5,27585199752
glove-200-angular,130,97.95,29750.5,29387483056
glove-200-angular,140,98.46,31584.9,31152795504
glove-200-angular,150,98.94,33382.6,32850938088
glove-200-angular,160,99.29,35072.2,34481071648
glove-200-angular,170,99.5,36665.7,36046499184
instructorxl-arxiv-768,5,76.75,1576.63,780054656
instructorxl-arxiv-768,10,85.6,1921.17,1195623936
instructorxl-arxiv-768,20,91.77,2899.81,1896504736
instructorxl-arxiv-768,30,94.43,3788.49,2521247040
instructorxl-arxiv-768,40,95.88,4617.62,3108324736
instructorxl-arxiv-768,50,96.71,5411.96,3663883264
