dataset,efsearch,recall,per_query_us,dimensionality
instructorxl-arxiv-768,60,97.43,6157.38,4197209216
instructorxl-arxiv-768,70,97.84,6875.23,4717416064
instructorxl-arxiv-768,80,98.29,7583.98,5226527936
instructorxl-arxiv-768,90,98.62,8263.98,5724426048
instructorxl-arxiv-768,100,98.85,8928.15,6213392896
instructorxl-arxiv-768,110,98.97,9583.86,6694245632
instructorxl-arxiv-768,120,99.12,10210.0,7170940672
instructorxl-arxiv-768,130,99.19,10827.4,7633654528
instructorxl-arxiv-768,140,99.27,11442.1,8095176000
instructorxl-arxiv-768,150,99.35,12027.4,8547518304
instructorxl-arxiv-768,160,99.38,12623.2,8998577568
instructorxl-arxiv-768,170,99.42,13195.9,9442791168
instructorxl-arxiv-768,180,99.49,13758.5,9885298784
instructorxl-arxiv-768,190,99.56,14324.0,10318744352
msong-420,5,81.35,572.786,371664716
msong-420,10,92.12,859.579,598860064
msong-420,20,97.48,1288.19,972345856
msong-420,30,98.81,1641.36,1303674384
msong-420,40,99.25,1947.63,1607758004
msong-420,50,99.45,2222.64,1896484380
msong-420,60,99.61,2487.25,2175181776
openai-1536-angular,5,74.65,1875.32,849945216
openai-1536-angular,10,81.14,2366.74,1209916576
openai-1536-angular,20,86.75,3224.28,1786681888
openai-1536-angular,30,89.45,3994.55,2298841216
openai-1536-angular,40,91.52,4739.14,2779825568
openai-1536-angular,50,92.66,5478.13,3240461536
openai-1536-angular,60,93.62,6170.52,3684280640
openai-1536-angular,70,94.31,6847.86,4111444160
openai-1536-angular,80,94.89,7499.82,4527451232
openai-1536-angular,90,95.25,8145.83,4938676384
openai-1536-angular,100,95.55,8783.4,5340328160
openai-1536-angular,110,95.9,9404.03,5741964736
openai-1536-angular,120,96.27,10018.8,6133075808
openai-1536-angular,130,96.48,10636.7,6524135104
openai-1536-angular,140,96.7,11230.6,6907587328
openai-1536-angular,150,96.98,11811.8,7285140512
openai-1536-angular,160,97.3,12413.4,7662987584
openai-1536-angular,170,97.46,12989.4,8035696640
openai-1536-angular,180,97.6,13572.1,8404417696
openai-1536-angular,190,97.73,14136.6,8771198208
openai-1536-angular,200,97.91,14709.6,9136448768
openai-1536-angular,240,98.32,16944.1,10575651680
openai-1536-angular,280,98.65,19104.3,11973540064
openai-1536-angular,320,98.86,21208.6,13338708736
openai-1536-angular,360,98.99,23101.8,14683641664
openai-1536-angular,400,99.17,25074.7,16015650208
openai-1536-angular,500,99.39,29946.6,19256923744
openai-1536-angular,600,99.53,34696.4,22428052960
sift-128-euclidean,5,68.82,212.421,185278624
sift-128-euclidean,10,82.22,348.852,323307072
sift-128-euclidean,20,92.08,578.644,569204448
sift-128-euclidean,30,95.54,788.482,796210176
sift-128-euclidean,40,97.37,982.102,1009050368
sift-128-euclidean,50,98.23,1166.2,1216141760
sift-128-euclidean,60,98.72,1341.65,1419311456
sift-128-euclidean,70,99.14,1505.08,1616241152
sift-128-euclidean,80,99.4,1665.7,1810215328
sift-128-euclidean,90,99.56,1823.02,2000665152
