dataset,efsearch,recall,per_query_us,dimensionality
gist-960-euclidean,110,98.09,20231.3,28851982304
gist-960-euclidean,120,98.4,21785.3,30967182048
gist-960-euclidean,130,98.64,23300.4,33034990432
gist-960-euclidean,140,98.88,24805.6,35068561312
gist-960-euclidean,150,98.95,26284.0,37066661344
gist-960-euclidean,160,99.18,27723.8,38996126432
gist-960-euclidean,170,99.29,29067.5,40900455904
gist-960-euclidean,180,99.39,30497.9,42784836416
gist-960-euclidean,190,99.47,31842.9,44636632864
gist-960-euclidean,200,99.53,33138.9,46446193696
glove-200-angular,5,37.02,1402.09,2193004120
glove-200-angular,10,45.73,2652.26,4188025872
glove-200-angular,20,57.02,5240.49,8118443752
glove-200-angular,30,64.22,7835.83,11957950736
glove-200-angular,40,70.06,10402.9,15701650200
glove-200-angular,50,74.31,12996.2,19379527560
glove-200-angular,60,78.25,15583.8,22990143192
glove-200-angular,70,81.14,18027.2,26492505656
glove-200-angular,80,83.36,20500.0,29925383040
glove-200-angular,90,85.3,22855.1,33218314352
glove-200-angular,100,86.73,25209.1,36457069792
glove-200-angular,110,87.64,27444.5,39582795008
glove-200-angular,120,88.57,29688.3,42606673560
glove-200-angular,130,89.35,31941.6,45555300960
glove-200-angular,140,89.72,34054.7,48445075176
glove-200-angular,150,90.3,36063.9,51253399112
glove-200-angular,160,90.6,38186.4,53982957480
glove-200-angular,170,90.76,40189.8,56652245528
glove-200-angular,180,90.89,42077.9,59215466320
glove-200-angular,190,91.06,44023.9,61735243024
glove-200-angular,200,91.1,45819.3,64126117080
glove-200-angular,240,91.2,52525.6,73043598264
glove-200-angular,280,91.25,58701.9,81059529728
glove-200-angular,320,91.27,64151.5,88012638384
glove-200-angular,360,91.28,68766.1,94014648312
glove-200-angular,400,91.28,72727.2,98988591352
instructorxl-arxiv-768,5,8.72,629.177,182325760
instructorxl-arxiv-768,10,9.27,726.889,338918528
instructorxl-arxiv-768,20,9.45,901.644,648513280
instructorxl-arxiv-768,30,9.51,1049.21,951725920
instructorxl-arxiv-768,40,9.55,1225.37,1250809184
instructorxl-arxiv-768,50,9.58,1382.11,1548258912
instructorxl-arxiv-768,60,9.59,1546.28,1840623872
instructorxl-arxiv-768,70,9.59,1706.49,2135100576
msong-420,5,80.67,631.236,713217676
msong-420,10,92.13,1085.13,1376630992
msong-420,20,97.33,1944.22,2621543296
msong-420,30,98.74,2752.99,3799746572
msong-420,40,99.21,3551.45,4931695348
msong-420,50,99.4,4329.79,6018208096
msong-420,60,99.52,5073.8,7078390832
openai-1536-angular,5,6.5,1163.87,121520768
openai-1536-angular,10,6.75,1220.3,211658464
openai-1536-angular,20,6.95,1320.65,387159840
openai-1536-angular,30,6.98,1407.4,561175456
openai-1536-angular,40,7.01,1505.99,735120352
openai-1536-angular,50,7.05,1618.61,909129824
openai-1536-angular,60,7.07,1723.44,1083113184
openai-1536-angular,70,7.08,1819.08,1256851904
openai-1536-angular,80,7.12,1919.69,1428354496
openai-1536-angular,90,7.12,2021.94,1600222528
sift-128-euclidean,5,68.33,196.197,183680096
sift-128-euclidean,10,82.0,328.603,336630336
sift-128-euclidean,20,91.44,568.561,609710176
sift-128-euclidean,30,95.28,792.527,863711872
sift-128-euclidean,40,96.76,1010.94,1099670144
sift-128-euclidean,50,97.9,1203.6,1324931200
sift-128-euclidean,60,98.48,1404.78,1542501248
sift-128-euclidean,70,98.83,1583.38,1750490368
sift-128-euclidean,80,99.09,1753.57,1954567712
sift-128-euclidean,90,99.28,1925.12,2152883744
sift-128-euclidean,100,99.36,2080.57,2346136960
sift-128-euclidean,110,99.47,2237.61,2535473376
sift-128-euclidean,120,99.56,2389.08,2724890624
