dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,5,84.08,1632.26,4831869696
contriever-768,10,90.9,3022.47,9534525696
contriever-768,20,94.88,5740.43,18814036992
contriever-768,30,96.26,8461.29,28285729536
contriever-768,40,97.16,11184.1,37763650560
contriever-768,50,97.69,13889.8,47236796928
contriever-768,60,97.96,16634.8,56722052352
contriever-768,70,98.17,19344.7,66176376576
contriever-768,80,98.35,22106.0,75660467712
contriever-768,90,98.52,25822.8,85080771840
contriever-768,100,98.68,27191.6,94451353344
contriever-768,110,98.85,29851.9,103833177600
contriever-768,120,98.94,32590.5,113236948992
contriever-768,130,99.08,35304.9,122658223104
contriever-768,140,99.18,37977.4,131979454464
contriever-768,150,99.24,40815.0,141362088960
contriever-768,160,99.29,43555.3,150667789056
contriever-768,170,99.35,46299.9,159927217152
contriever-768,180,99.4,49217.1,169232702208
contriever-768,190,99.43,51876.9,178418048256
contriever-768,200,99.44,54501.6,187518292992
contriever-768,240,99.55,64995.8,223898189568
deep-image-96-angular,5,65.16,390.071,475339296
deep-image-96-angular,10,78.25,548.139,938481984
deep-image-96-angular,20,88.05,865.959,1828897536
deep-image-96-angular,30,91.97,1174.83,2700314496
deep-image-96-angular,40,94.17,1465.49,3556353312
deep-image-96-angular,50,95.45,1757.23,4405593024
deep-image-96-angular,60,96.38,2031.04,5238955968
deep-image-96-angular,70,97.03,2330.11,6066538656
deep-image-96-angular,80,97.48,2627.33,6888482784
deep-image-96-angular,90,97.91,2915.43,7699949856
deep-image-96-angular,100,98.23,3200.32,8510590368
deep-image-96-angular,110,98.46,3495.3,9309933408
deep-image-96-angular,120,98.66,3797.34,10110556800
deep-image-96-angular,130,98.78,4076.26,10908627072
deep-image-96-angular,140,98.96,4364.3,11699997696
deep-image-96-angular,150,99.0,4640.55,12483872448
deep-image-96-angular,160,99.07,4920.37,13264562208
deep-image-96-angular,170,99.17,5196.39,14041587744
deep-image-96-angular,180,99.25,5468.19,14812138368
deep-image-96-angular,190,99.3,5746.2,15576755520
deep-image-96-angular,200,99.34,6025.29,16345026048
deep-image-96-angular,240,99.5,7117.37,19386635616
gist-960-euclidean,5,51.3,1581.67,4382047680
gist-960-euclidean,10,66.98,2922.46,8850725760
gist-960-euclidean,20,80.3,5548.77,17670822720
gist-960-euclidean,30,86.79,8053.33,26303573760
gist-960-euclidean,40,90.26,10481.8,34855542720
gist-960-euclidean,50,92.71,12917.8,43288382400
gist-960-euclidean,60,94.27,15301.8,51648317760
gist-960-euclidean,70,95.61,17694.4,60004346880
gist-960-euclidean,80,96.62,20056.5,68209276800
gist-960-euclidean,90,97.33,22374.5,76286377920
gist-960-euclidean,100,97.84,24160.5,84295585920
gist-960-euclidean,110,98.16,27022.5,92256559680
gist-960-euclidean,120,98.47,28851.7,100064496960
gist-960-euclidean,130,98.63,30662.3,107844274560
gist-960-euclidean,140,98.79,32815.7,115544636160
gist-960-euclidean,150,98.96,34974.6,123232929600
gist-960-euclidean,160,99.1,37138.1,130898630400
gist-960-euclidean,170,99.2,39231.5,138489806400
gist-960-euclidean,180,99.34,41339.1,145998214080
gist-960-euclidean,190,99.45,43449.7,153539009280
gist-960-euclidean,200,99.55,45561.3,161046960960
glove-200-angular,5,39.01,1150.65,3518560800
glove-200-angular,10,48.61,2285.59,7115707000
glove-200-angular,20,60.36,4600.79,14449061800
glove-200-angular,30,68.67,6923.85,21770840600
glove-200-angular,40,74.66,9271.29,29145201000
glove-200-angular,50,79.85,11579.3,36376668400
glove-200-angular,60,84.2,13853.9,43534371400
glove-200-angular,70,86.86,16065.9,50511308800
glove-200-angular,80,88.96,18247.7,57353923600
glove-200-angular,90,91.25,20319.4,64025959600
glove-200-angular,100,92.99,22396.5,70606911000
glove-200-angular,110,94.38,24443.1,77015790600
glove-200-angular,120,95.78,26381.3,83219408000
glove-200-angular,130,96.62,28319.6,89345731800
glove-200-angular,140,97.39,30210.7,95273780800
glove-200-angular,150,98.12,32071.7,101047615400
glove-200-angular,160,98.48,33915.2,106743877400
glove-200-angular,170,98.83,35797.2,112215459600
glove-200-angular,180,99.21,37648.0,117579781000
glove-200-angular,190,99.41,39055.5,122771939800
glove-200-angular,200,99.59,40863.8,127827920400
instructorxl-arxiv-768,5,76.69,1548.84,3967190016
instructorxl-arxiv-768,10,85.22,2691.24,7760299008
instructorxl-arxiv-768,20,91.66,4946.85,15195727872
instructorxl-arxiv-768,30,94.43,7133.51,22491735552
instructorxl-arxiv-768,40,95.85,9255.43,29669440512
instructorxl-arxiv-768,50,96.89,11341.5,36825385728
instructorxl-arxiv-768,60,97.5,13405.2,43921185792
instructorxl-arxiv-768,70,98.11,15462.1,50979257088
instructorxl-arxiv-768,80,98.33,17527.6,58044700416
instructorxl-arxiv-768,90,98.52,19583.6,65056411392
instructorxl-arxiv-768,100,98.76,21639.9,72097174272
instructorxl-arxiv-768,110,98.89,23669.7,79021012224
instructorxl-arxiv-768,120,98.99,25719.0,86049942528
instructorxl-arxiv-768,130,99.1,27742.7,92988528384
instructorxl-arxiv-768,140,99.29,29765.6,99888698112
instructorxl-arxiv-768,150,99.36,31434.4,106764364800
instructorxl-arxiv-768,160,99.46,33167.3,113692763136
instructorxl-arxiv-768,170,99.51,35096.1,120587739648
msong-420,5,81.11,624.388,1634786160
msong-420,10,91.94,1124.57,3304266000
msong-420,20,97.38,2087.19,6605317740
msong-420,30,98.79,3027.14,9791685120
msong-420,40,99.27,3968.58,12948360180
msong-420,50,99.53,4916.58,16039716000
openai-1536-angular,5,75.52,1812.29,4699083264
openai-1536-angular,10,81.27,3106.43,8969717760
openai-1536-angular,20,87.05,5469.37,17353313280
openai-1536-angular,30,89.96,7830.91,25720790016
openai-1536-angular,40,91.57,10128.9,34046333952
openai-1536-angular,50,93.02,12446.7,42431175168
openai-1536-angular,60,93.84,14726.3,50706373632
openai-1536-angular,70,94.44,17009.0,59006154240
openai-1536-angular,80,95.02,19314.6,67367791104
openai-1536-angular,90,95.53,21606.3,75706407936
openai-1536-angular,100,95.83,23871.1,83945349120
openai-1536-angular,110,96.22,26171.5,92295410688
openai-1536-angular,120,96.47,28450.9,100596449280
openai-1536-angular,130,96.71,30664.8,108918876672
