dataset,efsearch,recall,per_query_us,dimensionality
openai-1536-angular,140,96.97,32912.8,117212401152
openai-1536-angular,150,97.22,35184.1,125458633728
openai-1536-angular,160,97.38,37457.3,133757896704
openai-1536-angular,170,97.55,39712.2,141973389312
openai-1536-angular,180,97.63,41982.5,150207851520
openai-1536-angular,190,97.76,44225.9,158387845632
openai-1536-angular,200,97.9,46488.2,166610566656
openai-1536-angular,240,98.31,55483.9,199367614464
openai-1536-angular,280,98.58,65165.7,232092105216
openai-1536-angular,320,98.81,74293.8,264605730816
openai-1536-angular,360,98.99,83454.5,296910220800
openai-1536-angular,400,99.09,92310.5,329226473472
openai-1536-angular,500,99.37,114745.0,409884243456
openai-1536-angular,600,99.54,137471.0,490366947840
sift-128-euclidean,5,68.91,174.034,385728512
sift-128-euclidean,10,82.16,296.154,764003968
sift-128-euclidean,20,91.62,536.515,1499213952
sift-128-euclidean,30,95.39,773.985,2216262272
sift-128-euclidean,40,97.04,1004.32,2919117312
sift-128-euclidean,50,98.13,1251.71,3618352000
sift-128-euclidean,60,98.69,1488.39,4310232704
sift-128-euclidean,70,98.97,1715.8,4994261504
sift-128-euclidean,80,99.31,1944.84,5674439680
sift-128-euclidean,90,99.53,2157.91,6350937216
