dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,10,59.49,511.838,0.247083
contriever-768,20,74.34,647.593,0.385288
contriever-768,30,80.26,763.271,0.494431
contriever-768,40,83.51,861.582,0.599921
contriever-768,50,84.88,961.109,0.69118
contriever-768,60,86.68,1052.69,0.786873
contriever-768,70,87.87,1159.39,0.892528
contriever-768,80,88.7,1249.7,0.978638
contriever-768,90,89.03,1344.87,1.07738
contriever-768,100,89.47,1440.37,1.17273
contriever-768,110,89.88,1532.85,1.26511
contriever-768,120,90.38,1623.33,1.35544
contriever-768,130,90.57,1717.02,1.45304
contriever-768,140,90.9,1805.34,1.53722
contriever-768,150,91.09,1894.97,1.63073
contriever-768,160,91.17,1989.67,1.7252
contriever-768,170,91.47,2077.29,1.80885
contriever-768,180,91.57,2171.64,1.90716
contriever-768,190,91.88,2258.45,1.98992
contriever-768,200,91.97,2348.3,2.08356
contriever-768,240,92.31,2705.37,2.44046
contriever-768,280,92.74,3054.95,2.78961
contriever-768,320,92.8,3406.02,3.14457
contriever-768,360,93.05,3749.63,3.48387
contriever-768,400,93.26,4094.07,3.83209
contriever-768,500,93.73,4929.22,4.67479
contriever-768,600,93.96,5751.33,5.49274
contriever-768,700,94.12,6554.1,6.29916
contriever-768,800,94.28,7344.54,7.09359
contriever-768,900,94.43,8122.32,7.87095
contriever-768,1000,94.44,8881.41,8.6335
contriever-768,1100,94.46,9625.31,9.37729
contriever-768,1200,94.48,10357.1,10.1167
contriever-768,1300,94.53,11080.7,10.84
contriever-768,1400,94.53,11788.7,11.5481
deep-image-96-angular,10,58.4,185.481,0.149792
deep-image-96-angular,20,71.46,257.468,0.21829
deep-image-96-angular,30,78.26,324.226,0.286471
deep-image-96-angular,40,82.58,391.331,0.353804
deep-image-96-angular,50,85.42,446.397,0.409537
deep-image-96-angular,60,87.28,510.521,0.472963
deep-image-96-angular,70,88.85,563.183,0.525786
deep-image-96-angular,80,89.89,618.967,0.581247
deep-image-96-angular,90,90.92,589.836,0.551885
deep-image-96-angular,100,91.72,525.389,0.495017
deep-image-96-angular,110,92.3,547.378,0.517981
deep-image-96-angular,120,92.78,587.077,0.557554
deep-image-96-angular,130,93.2,628.468,0.602654
deep-image-96-angular,140,93.63,665.241,0.63539
deep-image-96-angular,150,93.89,702.785,0.672843
deep-image-96-angular,160,94.13,741.827,0.711778
deep-image-96-angular,170,94.38,778.208,0.756111
deep-image-96-angular,180,94.6,817.517,0.787303
deep-image-96-angular,190,94.89,850.794,0.824532
deep-image-96-angular,200,95.03,902.259,0.887684
deep-image-96-angular,240,95.6,1029.55,0.999034
deep-image-96-angular,280,96.01,1172.34,1.14157
deep-image-96-angular,320,96.23,1313.7,1.28225
deep-image-96-angular,360,96.47,1451.66,1.42066
deep-image-96-angular,400,96.58,1588.7,1.5577
deep-image-96-angular,500,96.8,1926.1,1.8988
deep-image-96-angular,600,96.92,2255.63,2.22831
deep-image-96-angular,700,97.02,2581.18,2.55356
deep-image-96-angular,800,97.04,2890.89,2.86727
deep-image-96-angular,900,97.11,3197.52,3.16976
deep-image-96-angular,1000,97.17,3505.95,3.48609
deep-image-96-angular,1100,97.22,3807.23,3.77546
deep-image-96-angular,1200,97.23,4106.1,4.08218
deep-image-96-angular,1300,97.26,4394.98,4.36707
deep-image-96-angular,1400,97.26,4677.2,4.65329
gist-960-euclidean,10,41.98,545.777,0.197838
gist-960-euclidean,20,55.87,621.129,0.25882
gist-960-euclidean,30,64.73,678.548,0.308082
gist-960-euclidean,40,70.13,736.295,0.369288
gist-960-euclidean,50,74.17,784.243,0.421169
gist-960-euclidean,60,77.06,830.099,0.462914
gist-960-euclidean,70,79.7,886.146,0.518675
gist-960-euclidean,80,81.63,922.545,0.558831
gist-960-euclidean,90,83.44,970.477,0.614545
gist-960-euclidean,100,85.06,1023.79,0.651923
gist-960-euclidean,110,86.15,1060.56,0.696459
gist-960-euclidean,120,87.16,1112.23,0.748165
gist-960-euclidean,130,88.07,1151.87,0.783604
gist-960-euclidean,140,88.84,1189.6,0.825363
gist-960-euclidean,150,89.45,1242.11,0.8738
gist-960-euclidean,160,90.2,1271.8,0.907463
gist-960-euclidean,170,90.84,1316.6,0.948219
gist-960-euclidean,180,91.32,1356.79,0.988384
gist-960-euclidean,190,91.87,1398.72,1.03417
gist-960-euclidean,200,92.1,1435.58,1.06697
gist-960-euclidean,240,93.32,1587.0,1.22224
gist-960-euclidean,280,94.32,1743.3,1.37464
gist-960-euclidean,320,95.01,1876.41,1.50752
gist-960-euclidean,360,95.51,2012.55,1.64759
gist-960-euclidean,400,95.93,2146.87,1.77389
gist-960-euclidean,500,96.6,2463.89,2.09074
gist-960-euclidean,600,97.22,2758.32,2.38919
gist-960-euclidean,700,97.53,3050.63,2.68134
gist-960-euclidean,800,97.75,3332.05,2.96269
gist-960-euclidean,900,98.01,3596.42,3.22304
gist-960-euclidean,1000,98.14,3853.67,3.48818
gist-960-euclidean,1100,98.21,4101.04,3.74329
gist-960-euclidean,1200,98.36,4339.96,3.97838
gist-960-euclidean,1300,98.44,4603.46,4.23757
gist-960-euclidean,1400,98.47,4823.08,4.45359
gist-960-euclidean,1500,98.53,5061.11,4.69178
gist-960-euclidean,2000,98.73,6168.31,5.7988
gist-960-euclidean,2500,98.82,7190.69,6.82114
gist-960-euclidean,3000,98.89,8152.98,7.78368
gist-960-euclidean,3500,98.92,9089.79,8.7287
gist-960-euclidean,4000,98.93,9975.74,9.61086
glove-200-angular,10,38.14,142.338,0.104532
glove-200-angular,20,50.11,205.793,0.173115
glove-200-angular,30,56.6,267.498,0.226041
glove-200-angular,40,61.01,323.646,0.289421
glove-200-angular,50,64.03,383.994,0.345175
glove-200-angular,60,66.09,442.306,0.407019
glove-200-angular,70,67.64,495.066,0.455407
glove-200-angular,80,69.41,553.215,0.517301
glove-200-angular,90,70.47,607.012,0.563309
glove-200-angular,100,71.73,659.273,0.618801
glove-200-angular,110,72.54,719.507,0.686735
glove-200-angular,120,73.28,770.031,0.733069
glove-200-angular,130,73.94,815.49,0.778902
glove-200-angular,140,74.51,880.528,0.832531
glove-200-angular,150,75.27,934.946,0.901364
glove-200-angular,160,75.78,990.66,0.956855
glove-200-angular,170,76.27,1042.65,1.00882
glove-200-angular,180,76.89,1097.33,1.06329
glove-200-angular,190,77.33,1151.75,1.11746
glove-200-angular,200,77.86,1209.9,1.17943
glove-200-angular,240,79.14,1427.48,1.39645
glove-200-angular,280,80.19,1647.7,1.62013
glove-200-angular,320,81.01,1872.4,1.84827
glove-200-angular,360,81.78,2093.69,2.06904
glove-200-angular,400,82.37,2320.47,2.2995
glove-200-angular,500,83.71,2877.03,2.85978
glove-200-angular,600,84.3,3440.75,3.43018
glove-200-angular,700,84.99,4004.35,4.00548
glove-200-angular,800,85.48,4575.32,4.58002
glove-200-angular,900,85.83,5135.15,5.14345
glove-200-angular,1000,86.17,5685.27,5.70176
glove-200-angular,1100,86.39,6236.24,6.2641
glove-200-angular,1200,86.78,6781.13,6.80876
glove-200-angular,1300,86.97,7318.61,7.35401
glove-200-angular,1400,87.15,7841.91,7.88536
glove-200-angular,1500,87.33,8391.11,8.43804
glove-200-angular,2000,87.98,10896.1,10.9742
glove-200-angular,2500,88.41,13159.3,13.2693
glove-200-angular,3000,88.67,15181.7,15.316
glove-200-angular,3500,88.96,17156.2,17.3145
glove-200-angular,4000,89.12,19029.4,19.2075
instructorxl-arxiv-768,10,73.1,548.022,0.257047
instructorxl-arxiv-768,20,84.22,606.952,0.331827
instructorxl-arxiv-768,30,88.67,658.645,0.385066
instructorxl-arxiv-768,40,91.29,720.571,0.443142
instructorxl-arxiv-768,50,93.19,798.439,0.524627
instructorxl-arxiv-768,60,94.32,867.072,0.584949
instructorxl-arxiv-768,70,95.19,939.679,0.661105
instructorxl-arxiv-768,80,95.73,987.19,0.790871
instructorxl-arxiv-768,90,96.33,1028.86,0.975785
instructorxl-arxiv-768,100,96.7,1105.64,1.04437
instructorxl-arxiv-768,110,97.03,1199.43,1.12903
instructorxl-arxiv-768,120,97.24,1266.61,1.27281
instructorxl-arxiv-768,130,97.43,1304.23,1.26461
instructorxl-arxiv-768,140,97.64,1285.36,1.07771
instructorxl-arxiv-768,150,97.77,1345.36,1.12322
instructorxl-arxiv-768,160,97.86,1414.14,1.16644
instructorxl-arxiv-768,170,98.09,1481.38,1.23289
instructorxl-arxiv-768,180,98.25,1537.62,1.2794
instructorxl-arxiv-768,190,98.31,1584.23,1.33385
instructorxl-arxiv-768,200,98.37,1640.73,1.38251
instructorxl-arxiv-768,240,98.6,1857.46,1.65875
instructorxl-arxiv-768,280,98.72,2092.32,1.85754
instructorxl-arxiv-768,320,98.87,2295.12,2.05223
instructorxl-arxiv-768,360,98.92,2486.0,2.2472
instructorxl-arxiv-768,400,98.96,2683.37,2.42837
instructorxl-arxiv-768,500,99.09,3139.66,2.94428
instructorxl-arxiv-768,600,99.19,3609.02,3.38974
instructorxl-arxiv-768,700,99.22,4086.6,3.83536
instructorxl-arxiv-768,800,99.24,4521.91,4.27043
instructorxl-arxiv-768,900,99.29,4935.61,4.68818
instructorxl-arxiv-768,1000,99.31,5361.68,5.10634
instructorxl-arxiv-768,1100,99.34,5763.96,5.50451
instructorxl-arxiv-768,1200,99.34,6152.26,5.91678
msong-420,10,74.39,196.407,0.106087
msong-420,20,86.58,239.219,0.149337
msong-420,30,90.86,277.357,0.187332
msong-420,40,93.2,317.983,0.224065
msong-420,50,94.67,353.187,0.262797
msong-420,60,95.61,383.204,0.292546
msong-420,70,96.07,418.901,0.328157
msong-420,80,96.53,449.69,0.362711
msong-420,90,96.94,484.262,0.393186
msong-420,100,97.11,513.876,0.422754
msong-420,110,97.3,534.614,0.451185
msong-420,120,97.46,573.711,0.482224
msong-420,130,97.54,598.721,0.511174
msong-420,140,97.66,630.163,0.538532
msong-420,150,97.79,655.659,0.560441
msong-420,160,97.85,682.257,0.590567
msong-420,170,97.9,708.13,0.616398
msong-420,180,97.97,733.288,0.641509
msong-420,190,97.98,761.039,0.669186
msong-420,200,98.04,786.359,0.69448
msong-420,240,98.22,878.941,0.790748
msong-420,280,98.25,973.982,0.885813
msong-420,320,98.26,1070.58,0.978305
msong-420,360,98.26,1156.34,1.0567
openai-1536-angular,10,76.17,1200.98,0.561926
openai-1536-angular,20,86.3,1273.12,0.470489
openai-1536-angular,30,90.19,1351.47,0.529739
openai-1536-angular,40,92.55,1465.12,0.599521
openai-1536-angular,50,93.7,1524.42,0.70609
openai-1536-angular,60,94.53,1606.39,0.906627
openai-1536-angular,70,95.19,1639.39,1.05243
openai-1536-angular,80,95.9,1747.52,1.14901
openai-1536-angular,90,96.25,1773.58,1.06939
openai-1536-angular,100,96.62,1817.0,0.984666
openai-1536-angular,110,96.83,1889.36,1.03748
openai-1536-angular,120,97.04,1954.33,1.09474
openai-1536-angular,130,97.17,2030.71,1.14274
