dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,10,65.22,537.259,0.258901
contriever-768,20,78.49,666.154,0.379808
contriever-768,30,83.44,760.783,0.482922
contriever-768,40,85.95,969.434,0.686294
contriever-768,50,88.15,1197.31,1.04149
contriever-768,60,89.25,1325.27,1.20625
contriever-768,70,90.6,1339.24,1.33242
contriever-768,80,91.44,1460.36,1.46608
contriever-768,90,92.05,1489.09,1.59171
contriever-768,100,92.52,1480.17,1.53625
contriever-768,110,93.16,1551.56,1.33878
contriever-768,120,93.35,1661.6,1.46937
contriever-768,130,93.7,1697.37,1.49489
contriever-768,140,93.94,1796.65,1.55562
contriever-768,150,94.23,1887.15,1.62677
contriever-768,160,94.37,1948.38,1.70342
contriever-768,170,94.48,2047.62,1.79069
contriever-768,180,94.55,2134.76,1.88575
contriever-768,190,94.78,2221.21,1.95641
contriever-768,200,94.92,2310.45,2.0414
contriever-768,240,95.28,2608.52,2.41512
contriever-768,280,95.55,2961.74,2.72797
contriever-768,320,95.87,3298.07,3.04434
contriever-768,360,96.06,3598.16,3.35235
contriever-768,400,96.21,3917.55,3.67146
contriever-768,500,96.45,4734.56,4.48428
contriever-768,600,96.87,5498.73,5.24789
contriever-768,700,97.04,6262.59,6.00346
contriever-768,800,97.18,7002.31,6.75517
contriever-768,900,97.32,7766.98,7.49544
contriever-768,1000,97.39,8518.79,8.23931
contriever-768,1100,97.42,9241.56,8.98562
contriever-768,1200,97.44,9939.04,9.683
contriever-768,1300,97.44,10616.7,10.3566
deep-image-96-angular,10,60.63,130.683,0.105233
deep-image-96-angular,20,73.58,189.406,0.169078
deep-image-96-angular,30,80.6,248.136,0.214508
deep-image-96-angular,40,84.98,288.107,0.25637
deep-image-96-angular,50,87.96,338.19,0.30628
deep-image-96-angular,60,89.92,380.337,0.34887
deep-image-96-angular,70,91.39,429.165,0.401042
deep-image-96-angular,80,92.45,469.869,0.437798
deep-image-96-angular,90,93.35,512.372,0.488239
deep-image-96-angular,100,94.24,553.498,0.52111
deep-image-96-angular,110,94.83,599.893,0.579239
deep-image-96-angular,120,95.33,640.547,0.607712
deep-image-96-angular,130,95.75,682.331,0.64998
