10	117885	0.56323
20	72224.7	0.76095
40	43287.3	0.8944
50	36448.6	0.92345
60	31903.9	0.94135
80	24394.8	0.96402
100	20463.6	0.97571
150	14253	0.98875
170	12767.8	0.99136
190	11630.7	0.99296
200	11183.5	0.99358
250	9155.77	0.99604
300	7544.57	0.99724
400	5720.37	0.9985
500	4556.91	0.9989
600	3660.37	0.99905
700	3079.8	0.99916
800	2661.95	0.99926
1500	1226.22	0.99935
