dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,5,81.53,2730.71,2.54894
instructorxl-arxiv-768_1000k,10,89.48,3295.96,2.86734
instructorxl-arxiv-768_1000k,20,95.04,4471.38,3.26317
instructorxl-arxiv-768_1000k,30,96.9,5691.56,4.46522
instructorxl-arxiv-768_1000k,40,97.89,6814.84,5.55912
instructorxl-arxiv-768_1000k,50,98.29,7858.96,6.59664
instructorxl-arxiv-768_1000k,60,98.7,8843.9,7.57104
instructorxl-arxiv-768_1000k,70,98.96,9764.46,8.47039
instructorxl-arxiv-768_1000k,80,99.19,10652.6,9.34864
instructorxl-arxiv-768_1000k,90,99.32,11549.3,10.2234
instructorxl-arxiv-768_1000k,200,99.68,19113.1,17.6396
instructorxl-arxiv-768_100k,5,81.3,888.802,0.354438
instructorxl-arxiv-768_100k,10,90.37,1127.82,0.595338
instructorxl-arxiv-768_100k,20,96.24,1518.2,0.981757
instructorxl-arxiv-768_100k,30,98.1,1850.78,1.31112
instructorxl-arxiv-768_100k,40,98.84,2149.72,1.60274
instructorxl-arxiv-768_100k,50,99.34,2397.26,1.84885
instructorxl-arxiv-768_100k,60,99.5,2641.85,2.09186
instructorxl-arxiv-768_10k,5,85.09,438.311,0.120328
instructorxl-arxiv-768_10k,10,94.31,502.312,0.182802
instructorxl-arxiv-768_10k,20,98.66,594.418,0.277087
instructorxl-arxiv-768_10k,30,99.67,670.257,0.347807
instructorxl-arxiv-768_1k,5,89.61,289.905,0.04191
instructorxl-arxiv-768_1k,10,97.73,308.048,0.059606
instructorxl-arxiv-768_1k,20,99.93,331.5,0.0825603
