dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,5,80.02,3066.87,1.98938
instructorxl-arxiv-768_1000k,10,88.99,4648.15,3.35428
instructorxl-arxiv-768_1000k,20,94.23,7880.53,6.58355
instructorxl-arxiv-768_1000k,30,96.62,11176.1,9.8817
instructorxl-arxiv-768_1000k,40,97.84,14432.4,13.1275
instructorxl-arxiv-768_1000k,50,98.23,17743.8,16.4391
instructorxl-arxiv-768_1000k,60,98.7,20986.1,19.6604
instructorxl-arxiv-768_1000k,70,98.99,24245.9,22.9345
instructorxl-arxiv-768_1000k,80,99.12,27483.9,26.1662
instructorxl-arxiv-768_1000k,90,99.22,30806.8,29.4989
instructorxl-arxiv-768_1000k,200,99.56,66972.1,67.0553
instructorxl-arxiv-768_100k,5,81.33,1177.75,0.662187
instructorxl-arxiv-768_100k,10,90.68,1653.18,1.05595
instructorxl-arxiv-768_100k,20,96.42,2644.83,2.0126
instructorxl-arxiv-768_100k,30,98.05,3591.68,2.96631
instructorxl-arxiv-768_100k,40,98.73,4558.53,3.92426
instructorxl-arxiv-768_100k,50,99.1,5515.86,4.88189
instructorxl-arxiv-768_100k,60,99.27,6459.78,5.82464
instructorxl-arxiv-768_100k,70,99.4,7380.77,6.74437
instructorxl-arxiv-768_100k,80,99.48,8295.19,7.65821
instructorxl-arxiv-768_100k,90,99.53,9202.1,8.56849
instructorxl-arxiv-768_10k,5,85.84,592.713,0.181473
instructorxl-arxiv-768_10k,10,94.04,725.882,0.318134
instructorxl-arxiv-768_10k,20,98.28,989.091,0.576651
instructorxl-arxiv-768_10k,30,99.2,1238.03,0.824372
instructorxl-arxiv-768_10k,40,99.44,1483.11,1.0694
instructorxl-arxiv-768_10k,50,99.48,1731.92,1.31767
instructorxl-arxiv-768_10k,60,99.52,1985.16,1.56993
instructorxl-arxiv-768_1k,5,89.51,442.649,0.100043
instructorxl-arxiv-768_1k,10,97.47,487.294,0.144264
instructorxl-arxiv-768_1k,20,99.62,561.755,0.218168
