dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,5,80.59,7941.7,7.01449
instructorxl-arxiv-768_1000k,10,90.1,14567.5,13.7019
instructorxl-arxiv-768_1000k,20,95.11,27327.0,26.4328
instructorxl-arxiv-768_1000k,30,97.21,39723.4,38.8756
instructorxl-arxiv-768_1000k,40,98.16,52128.5,51.3366
instructorxl-arxiv-768_1000k,50,98.7,64519.2,63.7887
instructorxl-arxiv-768_1000k,60,99.01,76544.5,75.6757
instructorxl-arxiv-768_1000k,70,99.26,88593.7,87.7527
instructorxl-arxiv-768_1000k,80,99.48,100549.0,99.7463
instructorxl-arxiv-768_1000k,90,99.57,112365.0,111.583
instructorxl-arxiv-768_100k,5,82.05,2552.82,2.23526
instructorxl-arxiv-768_100k,10,91.15,4664.29,4.34447
instructorxl-arxiv-768_100k,20,96.43,8670.4,8.34373
instructorxl-arxiv-768_100k,30,98.45,12565.5,12.2373
instructorxl-arxiv-768_100k,40,99.21,16365.5,16.0309
instructorxl-arxiv-768_100k,50,99.47,20042.2,19.7103
instructorxl-arxiv-768_100k,60,99.72,23672.3,23.3416
instructorxl-arxiv-768_10k,5,85.95,783.88,0.684301
instructorxl-arxiv-768_10k,10,94.58,1403.2,1.30175
instructorxl-arxiv-768_10k,20,98.76,2592.37,2.49154
instructorxl-arxiv-768_10k,30,99.64,3728.51,3.6288
instructorxl-arxiv-768_1k,5,89.61,233.664,0.202147
instructorxl-arxiv-768_1k,10,97.73,404.82,0.372622
instructorxl-arxiv-768_1k,20,99.93,743.547,0.710766
