dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,5,67.94,311.404,0.300964
glove-100-angular_100k,10,79.31,583.956,0.567474
glove-100-angular_100k,20,88.89,1094.17,1.07019
glove-100-angular_100k,30,93.07,1557.09,1.53285
glove-100-angular_100k,40,95.5,1990.51,1.95188
glove-100-angular_100k,50,97.02,2397.97,2.35076
glove-100-angular_100k,60,98.19,2769.19,2.71296
glove-100-angular_100k,70,98.81,3123.97,3.05963
glove-100-angular_100k,80,99.25,3451.69,3.37715
glove-100-angular_100k,90,99.54,3755.7,3.66925
glove-200-angular_100k,5,47.25,1197.96,1.17065
glove-200-angular_100k,10,64.41,2278.31,2.24289
glove-200-angular_100k,20,82.59,4324.02,4.25937
glove-200-angular_100k,30,92.72,6035.84,5.94793
glove-200-angular_100k,40,98.18,7492.56,7.38614
glove-200-angular_100k,50,99.76,8673.74,8.54167
glove-200-angular_10k,5,43.4,220.768,0.20596
glove-200-angular_10k,10,63.02,390.571,0.37252
glove-200-angular_10k,20,88.36,640.878,0.620075
glove-200-angular_10k,30,99.38,805.535,0.782475
glove-200-angular_10k,40,99.97,860.841,0.836809
glove-200-angular_10k,5,43.4,224.065,0.206023
glove-200-angular_10k,10,63.02,393.798,0.373226
glove-200-angular_10k,20,88.36,642.187,0.622413
glove-200-angular_10k,30,99.38,810.927,0.785452
glove-200-angular_10k,40,99.97,862.075,0.839534
glove-200-angular_1k,5,91.17,91.9146,0.0797561
glove-200-angular_1k,10,99.95,105.575,0.0920565
glove-25-angular_100k,5,80.97,47.1245,0.0429898
glove-25-angular_100k,10,90.94,93.9355,0.0858449
glove-25-angular_100k,20,96.48,175.506,0.163665
glove-25-angular_100k,30,98.27,258.949,0.244887
glove-25-angular_100k,40,99.11,348.6,0.327028
glove-25-angular_100k,50,99.42,433.046,0.407242
glove-25-angular_100k,60,99.63,516.786,0.486672
glove-50-angular_100k,5,71.95,114.98,0.110858
glove-50-angular_100k,10,83.76,216.865,0.207275
glove-50-angular_100k,20,92.41,402.586,0.386743
glove-50-angular_100k,30,95.37,567.258,0.550415
glove-50-angular_100k,40,97.41,717.583,0.700015
glove-50-angular_100k,50,98.31,869.219,0.838908
glove-50-angular_100k,60,98.93,1010.02,0.975225
glove-50-angular_100k,70,99.3,1130.14,1.09141
glove-50-angular_100k,80,99.59,1247.58,1.20863
glove-200-angula_1000k,5,38.16,1530.84,1.43676
glove-200-angula_1000k,10,47.41,2888.06,2.78801
glove-200-angula_1000k,20,59.58,5531.36,5.39083
glove-200-angula_1000k,30,67.45,8055.67,7.90206
glove-200-angula_1000k,40,73.89,10473.3,10.3017
glove-200-angula_1000k,50,78.76,13000.1,12.9096
glove-200-angula_1000k,60,83.1,15406.4,15.5897
glove-200-angula_1000k,70,86.45,17380.0,16.9521
glove-200-angula_1000k,80,89.08,19522.8,19.0473
glove-200-angula_1000k,90,91.39,21560.2,21.053
glove-200-angula_1000k,100,93.23,23579.3,23.0227
glove-200-angula_1000k,110,94.48,25505.4,24.9108
glove-200-angula_1000k,120,95.55,27336.3,26.6971
glove-200-angula_1000k,130,96.53,29113.9,28.4254
glove-200-angula_1000k,140,97.04,30832.5,30.1013
glove-200-angula_1000k,150,97.76,32508.4,31.74
glove-200-angula_1000k,160,98.16,34175.9,33.3646
glove-200-angula_1000k,170,98.42,35776.6,34.9266
glove-200-angula_1000k,180,98.57,37254.5,36.3621
glove-200-angula_1000k,190,98.79,38686.3,37.7724
glove-200-angula_1000k,200,98.85,40028.5,39.0675
glove-200-angula_1000k,240,99.05,44925.4,43.8267
glove-200-angula_1000k,280,99.12,49165.2,47.9595
glove-200-angula_1000k,320,99.14,52826.2,51.4864
glove-200-angula_1000k,360,99.16,55883.1,54.4492
glove-200-angula_1000k,400,99.16,58343.5,56.825
