dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,10,75.64,152.755,0.121047
instructorxl-arxiv-768_1000k,20,86.12,230.155,0.1954
instructorxl-arxiv-768_1000k,30,90.58,299.494,0.271207
instructorxl-arxiv-768_1000k,40,93.18,370.695,0.341392
instructorxl-arxiv-768_1000k,50,94.61,443.707,0.409302
instructorxl-arxiv-768_1000k,60,95.56,511.362,0.476185
instructorxl-arxiv-768_1000k,70,96.29,580.078,0.543968
instructorxl-arxiv-768_1000k,80,96.9,645.458,0.610886
instructorxl-arxiv-768_1000k,90,97.34,714.591,0.678717
instructorxl-arxiv-768_1000k,100,97.72,776.794,0.746217
instructorxl-arxiv-768_1000k,110,98.03,843.09,0.807758
instructorxl-arxiv-768_1000k,120,98.17,905.865,0.871568
instructorxl-arxiv-768_1000k,130,98.31,975.146,0.938328
instructorxl-arxiv-768_1000k,140,98.44,1032.38,0.998802
instructorxl-arxiv-768_1000k,150,98.64,1099.91,1.06561
instructorxl-arxiv-768_1000k,160,98.74,1163.41,1.12841
instructorxl-arxiv-768_1000k,170,98.79,1222.37,1.19053
instructorxl-arxiv-768_1000k,180,98.88,1286.51,1.24784
instructorxl-arxiv-768_1000k,190,99.03,1339.78,1.30681
instructorxl-arxiv-768_1000k,200,99.06,1407.37,1.36961
instructorxl-arxiv-768_1000k,240,99.16,1644.88,1.61182
instructorxl-arxiv-768_1000k,280,99.31,1882.68,1.84471
instructorxl-arxiv-768_1000k,320,99.47,2111.45,2.0729
instructorxl-arxiv-768_1000k,360,99.49,2336.68,2.29514
instructorxl-arxiv-768_1000k,400,99.59,2557.9,2.51739
instructorxl-arxiv-768_100k,10,76.6,110.402,0.0905928
instructorxl-arxiv-768_100k,20,87.74,170.1,0.148478
instructorxl-arxiv-768_100k,30,92.26,227.586,0.204692
instructorxl-arxiv-768_100k,40,94.6,283.013,0.259123
instructorxl-arxiv-768_100k,50,96.13,337.649,0.312654
instructorxl-arxiv-768_100k,60,97.11,391.102,0.365202
instructorxl-arxiv-768_100k,70,97.69,445.182,0.418385
instructorxl-arxiv-768_100k,80,98.19,495.126,0.468651
instructorxl-arxiv-768_100k,90,98.52,548.319,0.519811
instructorxl-arxiv-768_100k,100,98.73,587.179,0.562104
instructorxl-arxiv-768_100k,110,98.87,640.703,0.610789
instructorxl-arxiv-768_100k,120,99.1,683.209,0.656678
instructorxl-arxiv-768_100k,130,99.22,727.917,0.700748
instructorxl-arxiv-768_100k,140,99.26,782.168,0.750074
instructorxl-arxiv-768_100k,150,99.31,822.951,0.788794
instructorxl-arxiv-768_100k,160,99.38,869.384,0.836035
instructorxl-arxiv-768_100k,170,99.42,912.196,0.878122
instructorxl-arxiv-768_100k,180,99.49,959.577,0.923394
instructorxl-arxiv-768_100k,190,99.51,995.764,0.964194
instructorxl-arxiv-768_10k,10,83.96,55.474,0.0481119
instructorxl-arxiv-768_10k,20,93.4,89.613,0.0799133
instructorxl-arxiv-768_10k,30,96.58,120.226,0.109663
instructorxl-arxiv-768_10k,40,97.92,149.538,0.138307
instructorxl-arxiv-768_10k,50,98.7,171.465,0.165202
instructorxl-arxiv-768_10k,60,99.18,199.402,0.190795
instructorxl-arxiv-768_10k,70,99.42,224.655,0.215441
instructorxl-arxiv-768_10k,80,99.54,250.055,0.240453
instructorxl-arxiv-768_1k,10,92.5,29.765,0.0295917
instructorxl-arxiv-768_1k,20,98.19,43.877,0.0427668
instructorxl-arxiv-768_1k,30,99.46,58.307,0.0528554
instructorxl-arxiv-768_1k,40,99.78,69.171,0.0632234
