dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,5,66.77,328.161,0.295851
glove-100-angular_100k,10,78.4,603.793,0.565534
glove-100-angular_100k,20,87.96,1135.51,1.08997
glove-100-angular_100k,30,92.55,1636.59,1.58195
glove-100-angular_100k,40,95.24,2104.13,2.0445
glove-100-angular_100k,50,97.1,2551.46,2.48431
glove-100-angular_100k,60,98.32,2966.59,2.88993
glove-100-angular_100k,70,98.99,3360.04,3.27239
glove-100-angular_100k,80,99.46,3729.34,3.63183
glove-100-angular_100k,90,99.69,4138.77,4.02971
glove-200-angular_100k,5,53.72,1848.86,1.75437
glove-200-angular_100k,10,73.37,3277.72,3.20577
glove-200-angular_100k,20,90.96,5284.45,5.12809
glove-200-angular_100k,30,97.5,6863.58,6.68127
glove-200-angular_100k,40,99.59,7800.7,7.60692
glove-200-angular_10k,5,63.27,358.065,0.318803
glove-200-angular_10k,10,90.26,563.947,0.521014
glove-200-angular_10k,20,99.73,788.883,0.74276
glove-200-angular_1k,5,91.16,112.03,0.0853183
glove-200-angular_1k,10,99.97,125.602,0.0986066
glove-25-angular_100k,5,79.59,77.7258,0.0717813
glove-25-angular_100k,10,90.23,139.64,0.130031
glove-25-angular_100k,20,96.24,253.901,0.239637
glove-25-angular_100k,30,98.17,362.141,0.342915
glove-25-angular_100k,40,98.9,463.924,0.440547
glove-25-angular_100k,50,99.3,562.717,0.535089
glove-25-angular_100k,60,99.53,655.121,0.623855
glove-50-angular_100k,5,74.52,166.633,0.153877
glove-50-angular_100k,10,85.15,311.904,0.293825
glove-50-angular_100k,20,92.94,582.256,0.558394
glove-50-angular_100k,30,96.21,829.671,0.800608
glove-50-angular_100k,40,97.79,1060.21,1.02589
glove-50-angular_100k,50,98.59,1269.3,1.23095
glove-50-angular_100k,60,98.94,1462.33,1.42334
glove-50-angular_100k,70,99.29,1649.16,1.60192
glove-50-angular_100k,80,99.56,1816.91,1.7666
glove-200-angula_1000k,5,38.84,2490.06,2.03503
glove-200-angula_1000k,10,49.31,4343.72,3.88318
glove-200-angula_1000k,20,62.92,7876.66,7.42077
glove-200-angula_1000k,5,38.84,2490.88,2.03571
glove-200-angula_1000k,10,49.31,4333.96,3.87756
glove-200-angula_1000k,20,62.92,7884.71,7.42414
glove-200-angula_1000k,30,71.49,11252.5,10.7828
glove-200-angula_1000k,40,78.07,14524.7,14.0479
glove-200-angula_1000k,50,82.71,17714.3,17.237
glove-200-angula_1000k,60,86.05,20773.3,20.2634
glove-200-angula_1000k,70,89.0,23669.5,22.9791
glove-200-angula_1000k,80,91.01,26689.3,25.9212
glove-200-angula_1000k,90,92.8,29298.6,28.4903
glove-200-angula_1000k,100,94.36,31988.7,31.1398
glove-200-angula_1000k,110,95.95,34738.9,33.8367
glove-200-angula_1000k,120,96.97,37589.4,36.6376
glove-200-angula_1000k,130,97.95,39829.1,38.8498
glove-200-angula_1000k,140,98.46,42086.8,41.0819
glove-200-angula_1000k,150,98.94,44342.2,43.2763
glove-200-angula_1000k,160,99.29,46569.9,45.4906
glove-200-angula_1000k,170,99.5,48697.9,47.561
