dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,5,45.58,427.551,0.0639905
glove-100-angular_100k,10,56.85,487.802,0.122834
glove-100-angular_100k,20,67.9,613.627,0.245673
glove-100-angular_100k,30,74.54,740.541,0.36946
glove-100-angular_100k,40,78.77,869.74,0.495467
glove-100-angular_100k,50,81.98,1007.54,0.62974
glove-100-angular_100k,60,84.43,1141.5,0.760216
glove-100-angular_100k,70,86.78,1274.65,0.890386
glove-100-angular_100k,80,88.52,1410.8,1.02359
glove-100-angular_100k,90,90.04,1551.34,1.16478
glove-100-angular_100k,200,96.75,3066.04,2.75957
glove-100-angular_100k,240,97.47,3604.75,3.3544
glove-100-angular_100k,280,98.02,4178.14,3.88456
glove-100-angular_100k,320,98.43,4707.99,4.39981
glove-100-angular_100k,360,98.68,5112.82,4.68629
glove-100-angular_100k,400,98.94,5634.4,5.32004
glove-100-angular_100k,500,99.25,6867.08,6.72097
glove-100-angular_100k,600,99.35,7923.1,7.77472
glove-100-angular_100k,700,99.44,8999.27,8.83158
glove-100-angular_100k,800,99.48,9984.38,9.83588
glove-100-angular_100k,900,99.51,10825.9,10.3433
glove-200-angula_1000k,5,35.53,2905.16,2.09439
glove-200-angula_1000k,10,44.18,5008.19,4.24279
glove-200-angula_1000k,20,55.25,9498.85,8.7187
glove-200-angula_1000k,30,63.79,14352.8,13.9051
glove-200-angula_1000k,40,70.7,19226.1,18.7664
glove-200-angula_1000k,50,75.27,24293.0,23.6416
glove-200-angula_1000k,60,79.54,29436.2,29.4186
glove-200-angula_1000k,70,83.29,34767.0,35.0578
glove-200-angula_1000k,80,85.73,40008.2,40.5617
glove-200-angula_1000k,90,88.17,45060.5,45.8825
glove-200-angula_1000k,100,89.73,50031.0,49.2159
glove-200-angula_1000k,110,91.08,55230.3,54.8805
glove-200-angula_1000k,120,92.29,60423.1,61.0987
glove-200-angula_1000k,130,93.5,65623.4,66.968
glove-200-angula_1000k,140,94.66,70576.6,72.4665
glove-200-angula_1000k,150,95.29,75470.3,77.6448
glove-200-angula_1000k,160,95.95,80337.9,82.7016
glove-200-angula_1000k,170,96.54,85346.4,87.6898
glove-200-angula_1000k,180,97.05,89784.1,92.5941
glove-200-angula_1000k,190,97.35,94910.5,97.5425
glove-200-angula_1000k,200,97.7,99470.0,102.359
glove-200-angula_1000k,240,98.67,117648.0,117.054
glove-200-angula_1000k,280,99.1,138065.0,142.632
glove-200-angula_1000k,320,99.34,155466.0,161.407
glove-200-angula_1000k,360,99.45,171420.0,177.713
glove-200-angula_1000k,400,99.53,186370.0,192.995
glove-200-angular_100k,5,52.73,2567.28,2.45374
glove-200-angular_100k,10,72.88,5231.81,5.13566
glove-200-angular_100k,20,91.82,10214.7,10.4062
glove-200-angular_100k,30,97.94,14303.4,14.6975
glove-200-angular_100k,40,99.23,17454.3,17.961
glove-200-angular_100k,50,99.55,19277.9,19.9233
glove-200-angular_10k,5,38.91,989.81,0.101035
glove-200-angular_10k,10,60.08,1087.23,0.202848
glove-200-angular_10k,20,82.02,1273.31,0.380138
glove-200-angular_10k,30,92.16,1423.9,0.525049
glove-200-angular_10k,40,96.34,1535.76,0.634893
glove-200-angular_10k,50,97.89,1615.0,0.711357
glove-200-angular_10k,60,98.7,1673.67,0.76321
glove-200-angular_10k,70,99.08,1710.64,0.800952
glove-200-angular_10k,80,99.32,1745.49,0.828517
glove-200-angular_10k,90,99.45,1769.77,0.849893
glove-200-angular_10k,200,99.75,1892.07,0.940285
glove-200-angular_1k,5,90.94,176.163,0.124668
glove-200-angular_1k,10,99.64,198.491,0.146867
glove-25-angular_100k,5,60.04,88.3109,0.0232528
glove-25-angular_100k,10,73.5,113.512,0.0466757
glove-25-angular_100k,20,84.47,166.733,0.0968194
glove-25-angular_100k,30,89.6,222.808,0.149462
glove-25-angular_100k,40,92.42,281.413,0.204234
glove-25-angular_100k,50,94.24,341.825,0.263059
glove-25-angular_100k,60,95.33,404.909,0.321193
glove-25-angular_100k,70,96.07,459.688,0.37987
glove-25-angular_100k,80,96.69,525.79,0.438539
glove-25-angular_100k,90,97.23,585.369,0.498534
glove-25-angular_100k,200,99.17,1231.04,1.14867
glove-25-angular_100k,240,99.35,1503.54,1.41675
glove-25-angular_100k,280,99.45,1726.02,1.65941
glove-25-angular_100k,320,99.6,1953.33,1.90015
glove-50-angular_100k,5,51.1,183.066,0.0351872
glove-50-angular_100k,10,64.53,218.701,0.0693162
glove-50-angular_100k,20,76.03,291.779,0.138948
glove-50-angular_100k,30,81.72,362.176,0.20976
glove-50-angular_100k,40,85.3,442.277,0.282877
glove-50-angular_100k,50,87.76,518.925,0.356262
glove-50-angular_100k,60,89.57,591.712,0.429756
glove-50-angular_100k,70,91.02,672.046,0.50291
glove-50-angular_100k,80,92.09,745.521,0.577487
glove-50-angular_100k,90,93.15,828.603,0.653475
glove-50-angular_100k,200,97.86,1699.04,1.57158
glove-50-angular_100k,240,98.48,2016.13,1.876
glove-50-angular_100k,280,98.79,2324.39,2.11722
glove-50-angular_100k,320,98.99,2640.94,2.4907
glove-50-angular_100k,360,99.15,3007.53,2.84478
glove-50-angular_100k,400,99.29,3287.91,3.1607
glove-50-angular_100k,500,99.56,3997.79,3.89431
