dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,10,75.26,483.02,0.215988
instructorxl-arxiv-768_1000k,20,86.07,569.697,0.302822
instructorxl-arxiv-768_1000k,30,90.61,659.166,0.389565
instructorxl-arxiv-768_1000k,40,92.96,732.756,0.47273
instructorxl-arxiv-768_1000k,50,94.54,805.089,0.536748
instructorxl-arxiv-768_1000k,60,95.45,881.809,0.616618
instructorxl-arxiv-768_1000k,70,96.22,941.724,0.672703
instructorxl-arxiv-768_1000k,80,96.76,1011.11,0.745597
instructorxl-arxiv-768_1000k,90,97.25,1074.96,0.80929
instructorxl-arxiv-768_1000k,100,97.64,1139.76,0.881592
instructorxl-arxiv-768_1000k,110,97.94,1192.68,0.928504
instructorxl-arxiv-768_1000k,120,98.04,1254.44,0.984786
instructorxl-arxiv-768_1000k,130,98.24,1330.13,1.06728
instructorxl-arxiv-768_1000k,140,98.4,1381.96,1.11748
instructorxl-arxiv-768_1000k,150,98.54,1439.8,1.17731
instructorxl-arxiv-768_1000k,160,98.6,1498.2,1.23723
instructorxl-arxiv-768_1000k,170,98.69,1559.14,1.29624
instructorxl-arxiv-768_1000k,180,98.82,1604.07,1.35305
instructorxl-arxiv-768_1000k,190,98.9,1671.13,1.41226
instructorxl-arxiv-768_1000k,200,98.93,1722.86,1.46362
instructorxl-arxiv-768_1000k,240,99.11,1945.24,1.68609
instructorxl-arxiv-768_1000k,280,99.33,2154.91,1.90358
instructorxl-arxiv-768_1000k,320,99.38,2358.8,2.1035
instructorxl-arxiv-768_1000k,360,99.45,2559.69,2.30042
instructorxl-arxiv-768_1000k,400,99.53,2759.12,2.50941
instructorxl-arxiv-768_100k,10,76.58,413.796,0.161107
instructorxl-arxiv-768_100k,20,87.7,491.967,0.237225
instructorxl-arxiv-768_100k,30,92.23,556.885,0.301841
instructorxl-arxiv-768_100k,40,94.49,615.705,0.36049
instructorxl-arxiv-768_100k,50,96.01,675.48,0.419928
instructorxl-arxiv-768_100k,60,96.98,724.291,0.471907
instructorxl-arxiv-768_100k,70,97.53,778.668,0.522598
instructorxl-arxiv-768_100k,80,98.01,830.782,0.574362
instructorxl-arxiv-768_100k,90,98.39,875.068,0.618594
instructorxl-arxiv-768_100k,100,98.59,923.063,0.66654
instructorxl-arxiv-768_100k,110,98.72,965.506,0.706505
instructorxl-arxiv-768_100k,120,98.91,1013.81,0.756874
instructorxl-arxiv-768_100k,130,98.99,1049.48,0.796396
instructorxl-arxiv-768_100k,140,99.05,1091.0,0.837936
instructorxl-arxiv-768_100k,150,99.17,1135.18,0.878092
instructorxl-arxiv-768_100k,160,99.21,1170.19,0.920878
instructorxl-arxiv-768_100k,170,99.27,1214.04,0.956828
instructorxl-arxiv-768_100k,180,99.3,1252.56,0.995257
instructorxl-arxiv-768_100k,190,99.34,1296.98,1.03946
instructorxl-arxiv-768_100k,200,99.42,1328.33,1.07094
instructorxl-arxiv-768_100k,240,99.54,1471.49,1.21801
instructorxl-arxiv-768_10k,10,83.91,338.805,0.101689
instructorxl-arxiv-768_10k,20,93.07,381.19,0.143745
instructorxl-arxiv-768_10k,30,96.57,414.975,0.177368
instructorxl-arxiv-768_10k,40,97.85,445.106,0.207322
instructorxl-arxiv-768_10k,50,98.66,472.151,0.234292
instructorxl-arxiv-768_10k,60,99.02,497.273,0.259293
instructorxl-arxiv-768_10k,70,99.18,522.394,0.284345
instructorxl-arxiv-768_10k,80,99.39,544.852,0.306687
instructorxl-arxiv-768_10k,90,99.5,562.456,0.32435
instructorxl-arxiv-768_1k,10,92.27,297.28,0.0680885
instructorxl-arxiv-768_1k,20,97.94,319.247,0.0910746
instructorxl-arxiv-768_1k,30,99.29,334.069,0.107435
instructorxl-arxiv-768_1k,40,99.66,349.511,0.120113
