dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,10,74.97,573.469,0.223629
instructorxl-arxiv-768_1000k,20,86.08,654.634,0.309737
instructorxl-arxiv-768_1000k,30,90.57,723.758,0.370799
instructorxl-arxiv-768_1000k,40,92.97,795.472,0.439209
instructorxl-arxiv-768_1000k,50,94.52,855.774,0.510677
instructorxl-arxiv-768_1000k,60,95.36,919.953,0.564096
instructorxl-arxiv-768_1000k,70,96.04,979.506,0.634419
instructorxl-arxiv-768_1000k,80,96.81,1041.03,0.687815
instructorxl-arxiv-768_1000k,90,97.16,1094.84,0.745343
instructorxl-arxiv-768_1000k,100,97.49,1156.71,0.811316
instructorxl-arxiv-768_1000k,110,97.79,1216.33,0.862953
instructorxl-arxiv-768_1000k,120,98.05,1273.88,0.918772
instructorxl-arxiv-768_1000k,130,98.19,1325.65,0.972237
instructorxl-arxiv-768_1000k,140,98.32,1386.16,1.03258
instructorxl-arxiv-768_1000k,150,98.51,1441.49,1.09565
instructorxl-arxiv-768_1000k,160,98.64,1491.05,1.13743
instructorxl-arxiv-768_1000k,170,98.75,1546.39,1.19659
instructorxl-arxiv-768_1000k,180,98.8,1600.89,1.24699
instructorxl-arxiv-768_1000k,190,98.86,1651.29,1.30955
instructorxl-arxiv-768_1000k,200,98.97,1711.72,1.35762
instructorxl-arxiv-768_1000k,240,99.14,1917.12,1.56316
instructorxl-arxiv-768_1000k,280,99.29,2122.13,1.77967
instructorxl-arxiv-768_1000k,320,99.43,2322.44,1.96828
instructorxl-arxiv-768_1000k,360,99.49,2523.39,2.16903
instructorxl-arxiv-768_1000k,400,99.56,2718.1,2.37567
instructorxl-arxiv-768_100k,10,76.81,470.548,0.129149
instructorxl-arxiv-768_100k,20,87.98,501.105,0.156481
instructorxl-arxiv-768_100k,30,92.24,527.706,0.183093
instructorxl-arxiv-768_100k,40,94.67,541.81,0.201115
instructorxl-arxiv-768_100k,50,96.12,564.767,0.220108
instructorxl-arxiv-768_100k,60,97.02,567.748,0.238914
instructorxl-arxiv-768_100k,70,97.61,603.917,0.256462
instructorxl-arxiv-768_100k,80,98.05,618.766,0.274059
instructorxl-arxiv-768_100k,90,98.33,624.248,0.29137
instructorxl-arxiv-768_100k,100,98.61,652.93,0.311983
instructorxl-arxiv-768_100k,110,98.82,665.522,0.325692
instructorxl-arxiv-768_100k,120,99.0,686.038,0.34122
instructorxl-arxiv-768_100k,130,99.07,695.514,0.358694
instructorxl-arxiv-768_100k,140,99.14,711.759,0.374863
instructorxl-arxiv-768_100k,150,99.28,729.787,0.396768
instructorxl-arxiv-768_100k,160,99.33,735.846,0.406926
instructorxl-arxiv-768_100k,170,99.37,768.544,0.427501
instructorxl-arxiv-768_100k,180,99.45,778.8,0.43783
instructorxl-arxiv-768_100k,190,99.48,794.114,0.453136
instructorxl-arxiv-768_100k,200,99.51,822.081,0.476971
instructorxl-arxiv-768_10k,10,83.87,463.616,0.133306
instructorxl-arxiv-768_10k,20,93.35,510.324,0.180192
instructorxl-arxiv-768_10k,30,96.47,549.748,0.219701
instructorxl-arxiv-768_10k,40,97.9,586.06,0.255985
instructorxl-arxiv-768_10k,50,98.54,621.563,0.291027
instructorxl-arxiv-768_10k,60,98.96,651.855,0.321734
instructorxl-arxiv-768_10k,70,99.26,681.725,0.351269
instructorxl-arxiv-768_10k,80,99.46,706.762,0.380541
instructorxl-arxiv-768_10k,90,99.54,738.105,0.407929
instructorxl-arxiv-768_1k,10,92.53,440.547,0.116557
instructorxl-arxiv-768_1k,20,97.97,474.15,0.150253
instructorxl-arxiv-768_1k,30,99.19,494.161,0.174016
instructorxl-arxiv-768_1k,40,99.53,517.326,0.193145
