dataset,efsearch,recall,per_query_us,pruing_rate
instructorxl-arxiv-768_1000k,10,74.82,422.747,0.171545
instructorxl-arxiv-768_1000k,20,85.62,496.769,0.245112
instructorxl-arxiv-768_1000k,30,90.2,560.079,0.309266
instructorxl-arxiv-768_1000k,40,92.92,624.96,0.37194
instructorxl-arxiv-768_1000k,50,94.26,682.237,0.429147
instructorxl-arxiv-768_1000k,60,95.35,742.157,0.488972
instructorxl-arxiv-768_1000k,70,96.02,793.087,0.543797
instructorxl-arxiv-768_1000k,80,96.67,852.845,0.599203
instructorxl-arxiv-768_1000k,90,97.12,901.684,0.65731
instructorxl-arxiv-768_1000k,100,97.51,958.587,0.708426
instructorxl-arxiv-768_1000k,110,97.7,1014.38,0.764134
instructorxl-arxiv-768_1000k,120,97.82,1064.27,0.813821
instructorxl-arxiv-768_1000k,130,98.04,1115.84,0.872983
instructorxl-arxiv-768_1000k,140,98.15,1167.65,0.9147
instructorxl-arxiv-768_1000k,150,98.26,1215.05,0.97222
instructorxl-arxiv-768_1000k,160,98.38,1265.27,1.01844
instructorxl-arxiv-768_1000k,170,98.46,1323.76,1.07647
instructorxl-arxiv-768_1000k,180,98.55,1366.22,1.11919
instructorxl-arxiv-768_1000k,190,98.59,1416.85,1.16533
instructorxl-arxiv-768_1000k,200,98.66,1459.57,1.22044
instructorxl-arxiv-768_1000k,240,98.85,1648.84,1.40157
instructorxl-arxiv-768_1000k,280,98.97,1833.06,1.5893
instructorxl-arxiv-768_1000k,320,99.09,2003.87,1.76425
instructorxl-arxiv-768_1000k,360,99.16,2170.72,1.93668
instructorxl-arxiv-768_1000k,400,99.25,2345.97,2.10995
instructorxl-arxiv-768_1000k,500,99.37,2732.45,2.50071
instructorxl-arxiv-768_1000k,600,99.42,3122.23,2.89016
instructorxl-arxiv-768_1000k,700,99.52,3482.82,3.25651
instructorxl-arxiv-768_100k,10,76.52,365.29,0.12588
instructorxl-arxiv-768_100k,20,87.62,420.608,0.180198
instructorxl-arxiv-768_100k,30,91.8,473.769,0.232557
instructorxl-arxiv-768_100k,40,94.47,515.889,0.274738
instructorxl-arxiv-768_100k,50,95.87,555.899,0.318005
instructorxl-arxiv-768_100k,60,96.87,602.816,0.361258
instructorxl-arxiv-768_100k,70,97.47,641.297,0.399446
instructorxl-arxiv-768_100k,80,97.99,679.589,0.437585
instructorxl-arxiv-768_100k,90,98.31,719.874,0.4775
instructorxl-arxiv-768_100k,100,98.52,751.059,0.508757
instructorxl-arxiv-768_100k,110,98.72,781.665,0.54294
instructorxl-arxiv-768_100k,120,98.8,818.783,0.576308
instructorxl-arxiv-768_100k,130,98.88,854.791,0.612097
instructorxl-arxiv-768_100k,140,99.01,887.109,0.644213
instructorxl-arxiv-768_100k,150,99.07,908.213,0.673329
instructorxl-arxiv-768_100k,160,99.14,946.764,0.703857
instructorxl-arxiv-768_100k,170,99.2,975.019,0.732139
instructorxl-arxiv-768_100k,180,99.27,1002.17,0.763261
instructorxl-arxiv-768_100k,190,99.3,1036.47,0.793406
instructorxl-arxiv-768_100k,200,99.35,1062.98,0.819954
instructorxl-arxiv-768_100k,240,99.49,1173.12,0.929918
instructorxl-arxiv-768_100k,280,99.54,1279.85,1.03647
instructorxl-arxiv-768_10k,10,83.89,296.436,0.0687441
instructorxl-arxiv-768_10k,20,93.18,323.651,0.095475
instructorxl-arxiv-768_10k,30,96.88,348.588,0.120224
instructorxl-arxiv-768_10k,40,98.15,368.794,0.140337
instructorxl-arxiv-768_10k,50,98.68,386.762,0.158296
instructorxl-arxiv-768_10k,60,99.15,403.709,0.175174
instructorxl-arxiv-768_10k,70,99.38,419.922,0.191349
instructorxl-arxiv-768_10k,80,99.53,435.177,0.206531
instructorxl-arxiv-768_1k,10,93.07,269.601,0.0469446
instructorxl-arxiv-768_1k,20,98.23,283.813,0.0611619
instructorxl-arxiv-768_1k,30,99.42,290.601,0.0718405
instructorxl-arxiv-768_1k,40,99.72,302.986,0.0802694
