dataset,efsearch,recall,per_query_us,dimensionality
nytimes-16-angular,15,75.684,36.0867,39754844
nytimes-16-angular,20,79.363,41.9947,45907592
nytimes-16-angular,25,81.868,49.5942,51937660
nytimes-16-angular,30,83.693,55.9399,57918976
nytimes-16-angular,35,84.958,63.3652,63945892
nytimes-16-angular,40,85.973,70.1607,69972360
nytimes-16-angular,5,69.618,27.7365,33233240
nytimes-16-angular,10,69.618,27.8464,33233240
nytimes-16-angular,15,75.684,34.7064,39754844
nytimes-16-angular,20,79.363,41.9641,45907592
nytimes-16-angular,25,81.868,48.8221,51937660
nytimes-16-angular,30,83.693,56.1114,57918976
nytimes-16-angular,35,84.958,61.5369,63945892
nytimes-16-angular,40,85.973,69.3453,69972360
nytimes-16-angular,5,69.608,26.7927,33221596
nytimes-16-angular,10,69.608,26.7789,33221596
nytimes-16-angular,15,75.674,34.8858,39750192
nytimes-16-angular,20,79.353,40.8284,45906428
nytimes-16-angular,25,81.856,48.5708,51951840
nytimes-16-angular,30,83.68,53.6589,57930292
nytimes-16-angular,35,84.942,64.5522,63953292
nytimes-16-angular,40,85.957,68.6736,69981628
openai-1536-angular,100,97.12,2619.76,370687808
openai-1536-angular,200,98.43,3330.92,503901792
openai-1536-angular,300,98.87,4013.42,618296800
openai-1536-angular,400,99.02,4669.06,722978400
openai-1536-angular,500,99.12,5471.77,820557760
openai-1536-angular,600,99.27,5834.46,912779072
openai-1536-angular,700,99.32,6060.14,1000255616
openai-1536-angular,800,99.39,6589.1,1084402400
openai-1536-angular,10,74.83,1405.4,181117216
openai-1536-angular,20,86.78,1554.32,219228768
openai-1536-angular,30,91.01,1643.44,247064704
openai-1536-angular,40,93.69,1749.23,270259008
openai-1536-angular,50,94.64,1829.12,289261856
openai-1536-angular,60,95.54,1891.48,307455360
openai-1536-angular,70,96.11,1981.76,324498464
openai-1536-angular,80,96.6,2046.73,340976928
sift-128-euclidean,100,97.402,465.415,1011448800
sift-128-euclidean,200,99.1,768.51,1612393952
sift-128-euclidean,300,99.54,1046.59,2149024928
sift-128-euclidean,400,99.701,1306.03,2643349248
sift-128-euclidean,500,99.787,1553.0,3103647168
sift-128-euclidean,600,99.838,1788.88,3537467552
sift-128-euclidean,700,99.874,2021.38,3948587040
sift-128-euclidean,800,99.893,2242.76,4340935328
sift-128-euclidean,5,71.336,109.419,280442592
sift-128-euclidean,10,71.336,107.643,280442592
sift-128-euclidean,15,79.278,134.726,337447264
sift-128-euclidean,20,83.924,159.627,393147968
sift-128-euclidean,25,86.982,186.011,445584032
sift-128-euclidean,30,89.105,207.43,493285728
sift-128-euclidean,35,90.708,229.203,538533408
sift-128-euclidean,40,91.977,248.999,581637632
