dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,10,62.131,681.241,1782744640
contriever-768,20,76.818,879.406,2435163616
contriever-768,30,83.592,1052.22,2974318816
contriever-768,40,87.098,1201.97,3437057600
contriever-768,50,89.297,1341.9,3856546944
contriever-768,60,90.476,1469.97,4234478816
contriever-768,70,91.484,1590.89,4594661120
contriever-768,80,92.164,1703.97,4929834496
contriever-768,10,62.131,686.398,1782744640
contriever-768,20,76.818,886.244,2435163616
contriever-768,30,83.592,1058.62,2974318816
contriever-768,40,87.098,1208.11,3437057600
contriever-768,50,89.297,1349.6,3856546944
contriever-768,60,90.476,1476.76,4234478816
contriever-768,70,91.484,1600.79,4594661120
contriever-768,80,92.164,1713.66,4929834496
deep-image-96-angular,100,92.895,728.64,1070357880
deep-image-96-angular,200,96.273,1217.13,1736897808
deep-image-96-angular,300,97.547,1580.71,2331316536
deep-image-96-angular,400,98.19,1941.22,2879378520
deep-image-96-angular,500,98.578,2425.88,3397379832
deep-image-96-angular,600,98.819,2799.39,3891025656
deep-image-96-angular,700,98.996,3112.94,4366224552
deep-image-96-angular,800,99.139,3542.67,4825282944
deep-image-96-angular,10,61.045,132.825,289526784
deep-image-96-angular,20,74.483,188.271,397954224
deep-image-96-angular,30,80.882,241.109,497067648
deep-image-96-angular,40,84.72,293.699,590772192
deep-image-96-angular,50,87.23,344.389,679110264
deep-image-96-angular,60,88.956,389.071,761883456
deep-image-96-angular,70,90.3,437.237,843205656
deep-image-96-angular,80,91.379,484.84,920827152
gist-960-euclidean,100,86.48,2047.5,366692896
gist-960-euclidean,200,92.53,2825.68,519130976
gist-960-euclidean,300,94.97,3637.79,641076288
gist-960-euclidean,400,96.29,3953.53,749965184
gist-960-euclidean,500,97.09,4174.87,849579712
gist-960-euclidean,600,97.71,4602.24,942489568
gist-960-euclidean,700,98.11,5068.45,1029800480
gist-960-euclidean,800,98.39,5482.43,1112079712
gist-960-euclidean,50,76.74,1250.58,262602912
gist-960-euclidean,100,86.48,1677.04,366692896
gist-960-euclidean,150,90.32,2037.19,448762560
gist-960-euclidean,200,92.53,2342.55,519130976
gist-960-euclidean,250,93.86,2619.93,581270944
gist-960-euclidean,300,94.97,2898.26,641076288
gist-960-euclidean,350,95.74,3152.91,697297920
gist-960-euclidean,400,96.29,3397.95,749965184
glove-200-angular,500,80.309,1883.72,5758045104
glove-200-angular,1000,82.774,3406.26,9129363392
glove-200-angular,1500,83.666,4587.14,11806751096
glove-200-angular,2000,84.276,5726.95,14078346376
glove-200-angular,2500,84.602,6754.02,16070927560
glove-200-angular,3000,84.85,7726.84,17859322176
glove-200-angular,3500,85.038,8654.05,19493314568
glove-200-angular,4000,85.156,9551.75,21003043568
glove-200-angular,1000,82.774,3343.16,9129363392
glove-200-angular,2000,84.276,5742.96,14078346376
glove-200-angular,3000,84.85,7784.4,17859322176
glove-200-angular,4000,85.156,9598.6,21003043568
glove-200-angular,5000,85.399,11235.2,23739836400
glove-200-angular,6000,85.561,12766.7,26192045216
glove-200-angular,7000,85.671,14232.2,28431071968
glove-200-angular,8000,85.772,15641.7,30504422760
glove-200-angular,1000,82.774,3194.68,9129355976
glove-200-angular,2000,84.276,5469.74,14078360800
glove-200-angular,3000,84.85,7466.32,17859300480
glove-200-angular,4000,85.156,9386.38,21003024016
glove-50-angular,100,84.042,356.182,599061880
glove-50-angular,200,88.614,629.866,1012688310
glove-50-angular,300,90.612,888.357,1395090156
glove-50-angular,400,91.793,1138.05,1754913076
glove-50-angular,500,92.543,1379.35,2097559870
glove-50-angular,600,93.181,1618.03,2426666214
glove-50-angular,700,93.66,1850.72,2745829832
glove-50-angular,800,94.024,2092.15,3054865880
glove-50-angular,50,77.443,204.493,369114866
glove-50-angular,100,84.042,353.057,599061880
glove-50-angular,150,86.871,489.524,811292926
glove-50-angular,200,88.614,621.365,1012688310
glove-50-angular,250,89.776,751.651,1206764738
glove-50-angular,300,90.612,875.566,1395090156
glove-50-angular,350,91.302,996.058,1577102884
glove-50-angular,400,91.793,1118.78,1754913076
glove-50-angular,50,77.443,203.88,369113852
glove-50-angular,100,84.042,354.939,599061490
glove-50-angular,150,86.871,490.013,811293510
glove-50-angular,200,88.614,628.324,1012685710
glove-50-angular,250,89.776,759.731,1206768032
glove-50-angular,300,90.612,892.598,1395091278
glove-50-angular,350,91.302,1014.74,1577116114
glove-50-angular,400,91.793,1138.29,1754927030
instructorxl-arxiv-768,100,97.7,1613.41,263783968
instructorxl-arxiv-768,200,98.97,2412.13,390539936
instructorxl-arxiv-768,300,99.47,3091.22,501621952
instructorxl-arxiv-768,400,99.59,3724.43,603206176
instructorxl-arxiv-768,500,99.67,4343.53,698493184
instructorxl-arxiv-768,600,99.76,4988.6,788212672
instructorxl-arxiv-768,700,99.8,5288.84,874027840
instructorxl-arxiv-768,800,99.86,5651.63,956131936
instructorxl-arxiv-768,10,73.92,559.092,102834016
instructorxl-arxiv-768,20,86.21,663.425,129835968
instructorxl-arxiv-768,30,90.68,760.88,151545120
instructorxl-arxiv-768,40,93.55,836.98,171036640
instructorxl-arxiv-768,50,95.1,931.152,189050432
instructorxl-arxiv-768,60,96.04,986.073,205108384
instructorxl-arxiv-768,70,96.62,1073.1,220423776
instructorxl-arxiv-768,80,97.08,1125.4,235599136
msong-420,100,90.42,666.525,138864752
msong-420,200,93.91,989.984,203797212
msong-420,300,95.93,1280.13,258345988
msong-420,400,96.72,1525.88,302716276
msong-420,500,97.26,1758.98,342830120
msong-420,600,97.91,1978.11,381705628
msong-420,700,98.18,2183.81,416747664
msong-420,800,98.37,2591.52,448731884
msong-420,10,72.85,249.362,51040916
msong-420,20,79.37,307.426,64041704
msong-420,30,82.48,360.349,75804348
msong-420,40,84.71,410.629,86424684
msong-420,50,86.22,454.303,95892252
msong-420,60,87.19,498.484,104895424
msong-420,70,88.18,545.236,113933956
msong-420,80,89.07,585.521,122675628
nytimes-16-angular,50,87.237,86.9655,82062428
nytimes-16-angular,100,89.372,156.999,140623352
nytimes-16-angular,150,91.58,228.846,199917216
nytimes-16-angular,200,91.79,298.816,254000544
nytimes-16-angular,250,93.157,371.864,309859432
nytimes-16-angular,300,93.251,438.182,360623712
nytimes-16-angular,350,93.301,505.484,409937624
nytimes-16-angular,400,93.336,576.198,457981956
nytimes-16-angular,5,69.618,26.9072,33233240
nytimes-16-angular,10,69.618,27.0469,33233240
