dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,20,94.382,12825.0,33730849728
contriever-768,40,96.784,20631.9,53779569152
contriever-768,60,97.636,26321.1,70380265056
contriever-768,80,98.069,33172.0,85377341664
contriever-768,100,98.325,38129.4,99352649440
contriever-768,120,98.507,43706.7,112617513184
contriever-768,140,98.658,49432.5,125345840800
contriever-768,160,98.779,52377.8,137643150912
contriever-768,180,98.874,57936.5,149584628672
contriever-768,200,98.952,61442.5,161150302592
contriever-768,220,99.034,68261.4,172419371328
contriever-768,240,99.084,71120.3,183439179584
contriever-768,260,99.133,75869.4,194189059648
contriever-768,280,99.191,81079.5,204691183872
contriever-768,300,99.228,84549.2,214957517440
contriever-768,320,99.27,90524.7,225017231968
contriever-768,340,99.303,93176.3,234862061376
contriever-768,360,99.339,95930.0,244487278176
contriever-768,380,99.359,99632.6,253919258944
contriever-768,400,99.388,105204.0,263175058592
deep-image-96-angular,20,88.081,3423.9,6347311152
deep-image-96-angular,40,94.084,4820.68,11477601624
deep-image-96-angular,60,96.274,6298.4,16276913232
deep-image-96-angular,80,97.416,7704.19,20860143912
deep-image-96-angular,100,98.102,9078.49,25313128224
deep-image-96-angular,120,98.534,10418.8,29645878536
deep-image-96-angular,140,98.821,11747.2,33892024632
deep-image-96-angular,160,99.036,13040.1,38061383136
deep-image-96-angular,180,99.202,14299.9,42152284560
deep-image-96-angular,200,99.31,15697.0,46204016112
deep-image-96-angular,220,99.41,16794.8,50207938008
deep-image-96-angular,240,99.474,18023.3,54166764192
deep-image-96-angular,260,99.535,19236.6,58078709928
gist-960-euclidean,20,79.46,8641.43,1321869792
gist-960-euclidean,40,89.92,10308.6,2232020160
gist-960-euclidean,60,94.08,13080.9,3047741664
gist-960-euclidean,80,96.4,15740.4,3792455904
gist-960-euclidean,100,97.76,18289.5,4496755104
gist-960-euclidean,120,98.56,20719.3,5165575776
gist-960-euclidean,140,98.95,32423.4,5801373088
gist-960-euclidean,160,99.23,36718.4,6415277376
gist-960-euclidean,180,99.42,27762.2,7013852256
gist-960-euclidean,200,99.5,29609.9,7587674144
glove-200-angular,20,64.813,14980.7,50198330000
glove-200-angular,40,80.535,26999.2,90846440960
glove-200-angular,60,87.968,37667.2,127280957152
glove-200-angular,80,91.43,47552.5,160347790752
glove-200-angular,100,92.928,56873.3,190453570704
glove-200-angular,120,93.714,65546.0,218100271208
glove-200-angular,140,94.158,73434.0,243467043584
glove-200-angular,160,94.39,80699.6,266836201448
glove-200-angular,180,94.512,87417.7,288349982896
glove-200-angular,200,94.587,93719.8,308218566616
glove-200-angular,220,94.627,99354.6,326442123104
glove-200-angular,240,94.641,104474.0,343178476432
glove-200-angular,260,94.655,109226.0,358462874248
glove-200-angular,280,94.666,113615.0,372368425744
glove-200-angular,300,94.67,117607.0,384906885736
glove-200-angular,320,94.677,121019.0,396149214976
glove-200-angular,340,94.679,124107.0,406024376200
glove-200-angular,360,94.679,126811.0,414607981952
glove-200-angular,380,94.681,129128.0,421913593784
glove-200-angular,400,94.681,131656.0,428073549160
glove-50-angular,20,84.993,1667.34,4011001072
glove-50-angular,40,91.172,3040.13,7558368908
glove-50-angular,60,93.727,4359.66,10921058932
glove-50-angular,80,95.08,5623.34,14171617204
glove-50-angular,100,95.966,6859.94,17326929146
glove-50-angular,120,96.59,8098.84,20418550078
glove-50-angular,140,97.019,9342.29,23434780520
glove-50-angular,160,97.344,10678.7,26396456338
glove-50-angular,180,97.572,11678.3,29289679974
glove-50-angular,200,97.746,12842.4,32129920668
glove-50-angular,220,97.903,13988.8,34922007614
glove-50-angular,240,98.02,15148.4,37664146324
glove-50-angular,260,98.116,16307.5,40360334264
glove-50-angular,280,98.207,17474.2,43016810956
glove-50-angular,300,98.27,18610.9,45623035022
glove-50-angular,320,98.314,19798.5,48178964602
glove-50-angular,340,98.346,20988.4,50707269252
glove-50-angular,360,98.384,22170.6,53194156310
glove-50-angular,380,98.412,23281.4,55641860522
glove-50-angular,400,98.431,24316.2,58055683594
instructorxl-arxiv-768,20,92.43,10091.6,1346626720
instructorxl-arxiv-768,40,96.19,11247.5,2299288352
instructorxl-arxiv-768,60,97.6,13675.3,3165152576
instructorxl-arxiv-768,80,98.41,16397.2,3974259008
instructorxl-arxiv-768,100,98.88,19018.2,4741631040
instructorxl-arxiv-768,120,99.23,21705.8,5482211488
instructorxl-arxiv-768,140,99.39,24380.4,6197672288
instructorxl-arxiv-768,160,99.5,26592.4,6893367328
msong-420,20,97.86,4054.3,670605928
msong-420,40,99.53,4891.94,1191186372
openai-1536-angular,20,87.13,8361.37,1098032512
openai-1536-angular,40,91.73,10647.9,1746805312
openai-1536-angular,60,94.03,12620.9,2318805952
openai-1536-angular,80,95.28,14606.6,2848104544
openai-1536-angular,100,96.13,16255.2,3345386176
openai-1536-angular,120,96.66,17934.5,3824340768
openai-1536-angular,140,97.1,19556.6,4289902848
openai-1536-angular,160,97.41,21209.6,4739049472
openai-1536-angular,180,97.67,22806.6,5181711552
openai-1536-angular,200,97.97,24443.5,5614706368
openai-1536-angular,220,98.2,25953.9,6035183840
openai-1536-angular,240,98.33,27524.3,6448120864
openai-1536-angular,260,98.4,29049.1,6854710528
openai-1536-angular,280,98.58,30581.5,7260724544
openai-1536-angular,300,98.76,32038.8,7658008672
openai-1536-angular,320,98.8,33527.9,8049835360
openai-1536-angular,340,98.93,35054.9,8438266912
openai-1536-angular,360,98.99,36503.8,8824539200
openai-1536-angular,380,99.05,38048.6,9208090176
openai-1536-angular,400,99.16,40102.5,9584843712
sift-128-euclidean,20,91.293,1598.18,4497843040
sift-128-euclidean,40,96.843,2716.62,8266208640
sift-128-euclidean,60,98.505,3788.19,11866217632
sift-128-euclidean,80,99.25,4814.06,15372676544
sift-128-euclidean,100,99.58,5819.04,18813837120
