10	5248.62	0.7411	
20	3930.78	0.8477	
40	2614.67	0.9128	
50	2296.51	0.9276	
60	2015.95	0.941	
80	1664.65	0.9507	
100	1426.67	0.9577	
150	1042.52	0.9674	
170	936.401	0.9695	
190	856.458	0.9708	
200	820.21	0.9719	
250	683.234	0.9741	
300	585.942	0.9759	
400	458.704	0.9776	
500	378.162	0.9778	
600	321.933	0.9784	
700	280.375	0.9791	
800	248.445	0.9795	
1000	203.196	0.9799	
1500	138.741	0.9807	
2000	106.226	0.9811	
