dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,10,49.23,56.6574,0.0441905
glove-100-angular_100k,20,63.57,84.3344,0.0712452
glove-100-angular_100k,30,71.12,119.11,0.105536
glove-100-angular_100k,40,75.62,128.596,0.121945
glove-100-angular_100k,50,78.69,156.031,0.143056
glove-100-angular_100k,60,80.88,172.61,0.162123
glove-100-angular_100k,70,82.63,196.344,0.182538
glove-100-angular_100k,80,84.06,221.616,0.207667
glove-100-angular_100k,90,85.09,240.912,0.226833
glove-100-angular_100k,100,86.1,257.854,0.243787
glove-100-angular_100k,110,87.02,281.17,0.266929
glove-100-angular_100k,120,87.73,295.321,0.284837
glove-100-angular_100k,130,88.48,317.987,0.303602
glove-100-angular_100k,140,88.96,337.871,0.323474
glove-100-angular_100k,150,89.43,356.675,0.342129
glove-100-angular_100k,160,89.98,370.718,0.360071
glove-100-angular_100k,170,90.39,396.583,0.381929
glove-100-angular_100k,180,90.93,412.402,0.397754
glove-100-angular_100k,190,91.35,430.6,0.416
glove-100-angular_100k,200,91.67,452.582,0.437838
glove-100-angular_100k,240,92.72,522.736,0.507907
glove-100-angular_100k,280,93.52,599.157,0.58814
glove-100-angular_100k,320,94.14,666.643,0.655628
glove-100-angular_100k,360,94.6,726.863,0.715851
glove-100-angular_100k,400,94.98,794.756,0.779738
glove-100-angular_100k,500,95.52,955.882,0.940795
glove-100-angular_100k,600,95.99,1106.89,1.0917
glove-100-angular_100k,700,96.21,1258.75,1.24349
glove-100-angular_100k,800,96.41,1393.84,1.38265
glove-100-angular_100k,900,96.72,1529.44,1.51425
glove-100-angular_100k,1000,96.86,1661.75,1.65438
glove-100-angular_100k,1100,96.97,1799.21,1.78392
glove-100-angular_100k,1200,97.03,1914.69,1.89945
glove-100-angular_100k,1300,97.14,2040.82,2.02941
glove-100-angular_100k,1400,97.25,2163.03,2.14766
glove-100-angular_100k,1500,97.44,2278.14,2.26291
glove-100-angular_100k,2000,97.75,2832.34,2.82104
glove-100-angular_100k,2500,97.96,3357.64,3.34235
glove-100-angular_100k,3000,98.1,3829.81,3.81847
glove-100-angular_100k,3500,98.18,4301.96,4.28695
glove-100-angular_100k,4000,98.23,4734.55,4.72348
glove-100-angular_100k,6000,98.4,6367.22,6.35239
glove-100-angular_100k,10000,98.53,9101.19,9.09104
glove-100-angular_100k,15000,98.63,12068.9,12.0547
glove-200-angular_100k,10,70.49,85.5517,0.0572922
glove-200-angular_100k,20,79.64,121.326,0.0924315
glove-200-angular_100k,30,83.34,153.567,0.126841
glove-200-angular_100k,40,85.66,179.403,0.15364
glove-200-angular_100k,50,87.72,210.949,0.181204
glove-200-angular_100k,60,89.14,241.57,0.211472
glove-200-angular_100k,70,90.03,268.839,0.238515
glove-200-angular_100k,80,90.87,294.0,0.263513
glove-200-angular_100k,90,91.31,319.147,0.288559
glove-200-angular_100k,100,91.72,346.017,0.314495
glove-200-angular_100k,110,92.05,368.521,0.337703
glove-200-angular_100k,120,92.44,392.72,0.361862
glove-200-angular_100k,130,92.78,412.993,0.3857
glove-200-angular_100k,140,93.02,439.652,0.408591
glove-200-angular_100k,150,93.21,462.042,0.430971
glove-200-angular_100k,160,93.47,482.608,0.451579
glove-200-angular_100k,170,93.67,504.499,0.472671
glove-200-angular_100k,180,93.88,526.83,0.495615
glove-200-angular_100k,190,93.95,546.511,0.519174
glove-200-angular_100k,200,94.03,568.255,0.536975
glove-200-angular_100k,240,94.54,648.981,0.617607
glove-200-angular_100k,280,94.75,714.593,0.687216
glove-200-angular_100k,320,94.88,786.595,0.75519
glove-200-angular_100k,360,95.06,846.566,0.819149
glove-200-angular_100k,400,95.11,916.633,0.885076
glove-200-angular_100k,500,95.26,1055.97,1.03231
glove-200-angular_100k,600,95.38,1197.5,1.16582
glove-200-angular_100k,700,95.48,1321.2,1.28941
glove-200-angular_100k,800,95.55,1438.07,1.40622
glove-200-angular_100k,900,95.6,1554.03,1.52212
glove-200-angular_100k,1000,95.65,1650.74,1.61892
glove-200-angular_100k,1100,95.7,1760.64,1.7279
glove-200-angular_100k,1200,95.72,1854.85,1.82673
glove-200-angular_100k,1300,95.75,1939.24,1.90733
glove-200-angular_100k,1400,95.76,2030.27,2.0014
glove-200-angular_100k,1500,95.83,2109.8,2.08187
glove-200-angular_100k,2000,95.94,2508.52,2.47641
glove-200-angular_100k,2500,95.99,2850.15,2.82205
glove-200-angular_100k,3000,96.02,3175.89,3.14379
glove-200-angular_100k,3500,96.04,3467.59,3.43552
glove-200-angular_100k,4000,96.04,3769.31,3.73699
glove-200-angular_10k,10,87.44,58.9645,0.0371057
glove-200-angular_10k,20,92.72,83.3415,0.0600008
glove-200-angular_10k,30,94.73,102.334,0.0789502
glove-200-angular_10k,40,95.43,115.922,0.0961692
glove-200-angular_10k,50,95.99,131.449,0.111907
glove-200-angular_10k,60,96.39,150.042,0.126514
glove-200-angular_10k,70,96.68,163.388,0.139842
glove-200-angular_10k,80,96.77,172.393,0.152749
glove-200-angular_10k,90,96.97,184.503,0.164845
glove-200-angular_10k,100,97.05,200.235,0.176563
glove-200-angular_10k,110,97.1,211.539,0.187829
glove-200-angular_10k,120,97.17,218.595,0.198806
glove-200-angular_10k,130,97.3,232.687,0.208855
glove-200-angular_10k,140,97.34,242.608,0.21873
glove-200-angular_10k,150,97.41,252.04,0.22811
glove-200-angular_10k,160,97.45,257.433,0.237444
glove-200-angular_10k,170,97.46,266.216,0.246178
glove-200-angular_10k,180,97.47,278.859,0.2548
glove-200-angular_10k,190,97.48,286.939,0.262833
glove-200-angular_10k,200,97.54,295.144,0.271024
glove-200-angular_10k,240,97.6,325.502,0.301278
glove-200-angular_10k,280,97.66,352.522,0.328187
glove-200-angular_10k,320,97.69,373.699,0.353262
glove-200-angular_10k,360,97.74,399.835,0.375387
glove-200-angular_10k,400,97.77,421.006,0.396472
glove-200-angular_10k,500,97.83,467.131,0.442542
glove-200-angular_10k,600,97.89,508.315,0.483683
glove-200-angular_10k,700,97.94,542.436,0.521742
glove-200-angular_10k,800,97.97,576.652,0.555991
glove-200-angular_10k,900,97.99,612.456,0.587831
glove-200-angular_10k,1000,98.01,640.584,0.6159
glove-200-angular_10k,1100,98.03,669.084,0.644369
glove-200-angular_10k,1200,98.04,695.133,0.670441
glove-200-angular_10k,1300,98.05,719.65,0.694929
glove-200-angular_10k,1400,98.06,743.215,0.718425
glove-200-angular_10k,1500,98.06,765.592,0.740909
glove-200-angular_1k,10,92.53,42.5552,0.0245509
glove-200-angular_1k,20,94.74,54.9622,0.0352827
glove-200-angular_1k,30,95.64,58.2052,0.0422353
glove-200-angular_1k,40,96.05,67.3192,0.0476144
glove-200-angular_1k,50,96.22,71.6132,0.0518926
glove-200-angular_1k,60,96.35,77.1152,0.0572477
glove-200-angular_1k,70,96.4,78.5802,0.058843
glove-200-angular_1k,80,96.45,81.7092,0.0619608
glove-200-angular_1k,90,96.46,80.3742,0.0645001
glove-200-angular_1k,100,96.56,86.6862,0.0669197
glove-200-angular_1k,110,96.58,88.7062,0.0689389
glove-200-angular_1k,120,96.6,90.8212,0.0710438
glove-200-angular_1k,130,96.63,92.8052,0.0730226
glove-200-angular_1k,140,96.64,94.5742,0.0748037
glove-200-angular_1k,150,96.66,96.4822,0.0767003
glove-200-angular_1k,160,96.67,98.3942,0.0786189
glove-200-angular_1k,170,96.68,99.9232,0.0801448
glove-200-angular_1k,180,96.7,101.756,0.0819587
glove-200-angular_1k,190,96.72,103.27,0.0834703
glove-200-angular_1k,200,96.75,105.241,0.0854301
glove-200-angular_1k,240,96.8,110.819,0.091021
glove-200-angular_1k,280,96.84,115.98,0.0961777
glove-200-angular_1k,320,96.87,120.646,0.100864
glove-200-angular_1k,360,96.88,120.994,0.105124
glove-200-angular_1k,400,96.89,128.658,0.108867
glove-200-angular_1k,500,96.96,128.033,0.1157
glove-200-angular_1k,600,96.99,133.393,0.116939
glove-200-angular_1k,700,96.99,136.677,0.116865
glove-25-angular_100k,10,76.38,23.7713,0.0202627
glove-25-angular_100k,20,87.53,35.2173,0.0302873
glove-25-angular_100k,30,91.88,43.1683,0.0416539
glove-25-angular_100k,40,94.11,57.5533,0.0524062
glove-25-angular_100k,50,95.37,69.1033,0.0638604
glove-25-angular_100k,60,96.33,79.8333,0.0745439
glove-25-angular_100k,70,97.3,90.4403,0.0850838
glove-25-angular_100k,80,97.69,102.54,0.0971251
glove-25-angular_100k,90,98.0,118.109,0.112523
glove-25-angular_100k,100,98.18,130.583,0.124856
glove-25-angular_100k,110,98.35,149.424,0.143431
glove-25-angular_100k,120,98.45,144.348,0.138739
glove-25-angular_100k,130,98.58,152.99,0.147328
glove-25-angular_100k,140,98.75,162.532,0.156876
glove-25-angular_100k,150,98.92,169.002,0.16338
glove-25-angular_100k,160,98.98,179.07,0.173407
glove-25-angular_100k,170,99.05,190.127,0.184424
glove-25-angular_100k,180,99.13,198.078,0.192404
glove-25-angular_100k,190,99.2,205.857,0.203766
glove-25-angular_100k,200,99.23,219.96,0.214143
glove-25-angular_100k,240,99.31,260.609,0.254717
glove-25-angular_100k,280,99.41,296.624,0.29061
glove-25-angular_100k,320,99.5,334.3,0.328175
glove-50-angular_100k,10,60.99,38.5957,0.0314226
glove-50-angular_100k,20,74.73,57.7247,0.0501885
glove-50-angular_100k,30,80.71,83.4357,0.0751168
glove-50-angular_100k,40,84.54,101.083,0.0929132
glove-50-angular_100k,50,87.11,112.895,0.104792
glove-50-angular_100k,60,88.92,132.195,0.123958
glove-50-angular_100k,70,90.36,148.619,0.140248
glove-50-angular_100k,80,91.68,162.027,0.153649
glove-50-angular_100k,90,92.48,177.571,0.169121
glove-50-angular_100k,100,93.36,190.314,0.185198
glove-50-angular_100k,110,94.01,229.865,0.220972
glove-50-angular_100k,120,94.51,227.213,0.218541
glove-50-angular_100k,130,94.89,239.781,0.231079
glove-50-angular_100k,140,95.28,250.357,0.266007
glove-50-angular_100k,150,95.56,250.039,0.241424
glove-50-angular_100k,160,95.98,264.563,0.256042
glove-50-angular_100k,170,96.21,273.859,0.269247
glove-50-angular_100k,180,96.46,291.22,0.28258
glove-50-angular_100k,190,96.71,308.629,0.299878
glove-50-angular_100k,200,96.84,316.04,0.311221
glove-50-angular_100k,240,97.43,375.007,0.366077
glove-50-angular_100k,280,97.89,440.078,0.430884
glove-50-angular_100k,320,98.18,479.576,0.470467
glove-50-angular_100k,360,98.47,526.121,0.52093
glove-50-angular_100k,400,98.64,580.237,0.571018
