dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,10,49.35,56.1407,0.0443919
glove-100-angular_100k,20,63.48,82.8817,0.0695315
glove-100-angular_100k,30,71.16,117.639,0.103836
glove-100-angular_100k,40,75.95,136.016,0.122215
glove-100-angular_100k,50,78.97,156.989,0.143117
glove-100-angular_100k,60,81.51,179.612,0.16568
glove-100-angular_100k,70,83.33,203.514,0.189408
glove-100-angular_100k,80,84.64,229.701,0.215437
glove-100-angular_100k,90,85.89,248.91,0.234567
glove-100-angular_100k,100,86.83,271.449,0.256959
glove-100-angular_100k,110,87.7,295.276,0.280676
glove-100-angular_100k,120,88.37,317.833,0.303126
glove-100-angular_100k,130,89.01,338.503,0.32376
glove-100-angular_100k,140,89.64,365.444,0.350468
glove-100-angular_100k,150,90.2,382.93,0.370013
glove-100-angular_100k,160,90.78,409.065,0.393984
glove-100-angular_100k,170,91.16,427.411,0.412369
glove-100-angular_100k,180,91.53,447.742,0.432615
glove-100-angular_100k,190,91.93,468.118,0.45298
glove-100-angular_100k,200,92.14,484.862,0.47366
glove-100-angular_100k,240,93.04,576.466,0.561157
glove-100-angular_100k,280,93.9,650.442,0.639054
glove-100-angular_100k,320,94.61,730.977,0.719502
glove-100-angular_100k,360,95.08,816.958,0.801417
glove-100-angular_100k,400,95.38,886.757,0.875176
glove-100-angular_100k,500,96.05,1071.66,1.06001
glove-100-angular_100k,600,96.47,1250.82,1.23513
glove-100-angular_100k,700,96.76,1424.51,1.40877
glove-100-angular_100k,800,97.03,1595.33,1.58348
glove-100-angular_100k,900,97.24,1755.47,1.7396
glove-100-angular_100k,1000,97.36,1916.83,1.90088
glove-100-angular_100k,1100,97.55,2095.68,2.08758
glove-100-angular_100k,1200,97.72,2233.75,2.21764
glove-100-angular_100k,1300,97.79,2403.58,2.39152
glove-100-angular_100k,1400,97.91,2532.57,2.51665
glove-100-angular_100k,1500,97.94,2688.87,2.67285
glove-100-angular_100k,2000,98.2,3368.47,3.35246
glove-100-angular_100k,2500,98.35,4006.95,3.99095
glove-100-angular_100k,3000,98.48,4621.19,4.60526
glove-100-angular_100k,3500,98.56,5210.9,5.23853
glove-100-angular_100k,4000,98.64,5814.39,5.80165
glove-100-angular_100k,6000,98.75,7860.71,7.84459
glove-100-angular_100k,10000,98.93,11252.3,11.2404
glove-100-angular_100k,15000,99.04,14757.2,14.7454
glove-200-angular_100k,10,71.92,84.6609,0.0556174
glove-200-angular_100k,20,81.42,114.94,0.0857157
glove-200-angular_100k,30,85.12,146.124,0.116606
glove-200-angular_100k,40,87.44,174.921,0.148312
glove-200-angular_100k,50,88.89,207.553,0.177401
glove-200-angular_100k,60,89.92,238.047,0.20761
glove-200-angular_100k,70,90.75,270.329,0.23955
glove-200-angular_100k,80,91.3,302.439,0.271272
glove-200-angular_100k,90,91.75,324.622,0.293559
glove-200-angular_100k,100,92.18,348.389,0.317335
glove-200-angular_100k,110,92.44,371.266,0.343795
glove-200-angular_100k,120,92.68,391.311,0.364159
glove-200-angular_100k,130,92.87,419.925,0.388726
