dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,10,49.35,57.474,0.0474792
glove-100-angular_100k,20,63.48,83.215,0.0760921
glove-100-angular_100k,30,71.18,126.481,0.114639
glove-100-angular_100k,40,75.93,145.097,0.132872
glove-100-angular_100k,50,78.94,171.574,0.158819
glove-100-angular_100k,60,81.55,198.308,0.184902
glove-100-angular_100k,70,83.33,228.723,0.214604
glove-100-angular_100k,80,84.63,255.119,0.240348
glove-100-angular_100k,90,85.9,279.094,0.263688
glove-100-angular_100k,100,86.83,305.554,0.289427
glove-100-angular_100k,110,87.7,333.681,0.316284
glove-100-angular_100k,120,88.42,357.721,0.340078
glove-100-angular_100k,130,89.07,384.316,0.365945
glove-100-angular_100k,140,89.64,431.931,0.412475
glove-100-angular_100k,150,90.22,470.008,0.449746
glove-100-angular_100k,160,90.74,486.56,0.465746
glove-100-angular_100k,170,91.16,484.009,0.466831
glove-100-angular_100k,180,91.53,511.7,0.489942
glove-100-angular_100k,190,91.89,534.944,0.512539
glove-100-angular_100k,200,92.14,556.964,0.541728
glove-100-angular_100k,240,93.04,660.103,0.634186
glove-100-angular_100k,280,93.84,758.802,0.730028
glove-100-angular_100k,320,94.61,855.377,0.823891
glove-100-angular_100k,360,95.08,941.85,0.907742
glove-100-angular_100k,400,95.37,1031.47,0.994603
glove-100-angular_100k,500,96.1,1252.48,1.20817
glove-100-angular_100k,600,96.52,1467.82,1.41628
glove-100-angular_100k,700,96.75,1676.88,1.61718
glove-100-angular_100k,800,97.06,1869.87,1.80298
glove-100-angular_100k,900,97.18,2080.11,2.00462
glove-100-angular_100k,1000,97.37,2258.33,2.17923
glove-100-angular_100k,1100,97.57,2454.66,2.36347
glove-100-angular_100k,1200,97.71,2630.49,2.53502
glove-100-angular_100k,1300,97.85,2822.33,2.71857
glove-100-angular_100k,1400,97.91,2986.68,2.87453
glove-100-angular_100k,1500,97.94,3169.09,3.04871
glove-100-angular_100k,2000,98.23,4017.68,3.84947
glove-100-angular_100k,2500,98.39,4814.95,4.60669
glove-100-angular_100k,3000,98.49,5597.22,5.34022
glove-100-angular_100k,3500,98.59,6321.77,6.01744
glove-100-angular_100k,4000,98.65,7102.43,6.75932
glove-100-angular_100k,6000,98.76,9837.6,9.29541
glove-100-angular_100k,10000,98.91,14536.1,13.5929
glove-100-angular_100k,15000,99.05,18945.1,17.4682
glove-200-angular_100k,10,71.99,109.75,0.0911119
glove-200-angular_100k,20,81.59,172.472,0.152293
glove-200-angular_100k,30,85.32,233.809,0.208995
glove-200-angular_100k,40,87.6,294.593,0.268978
glove-200-angular_100k,50,89.08,351.491,0.32892
glove-200-angular_100k,60,90.16,404.96,0.38579
glove-200-angular_100k,70,91.01,470.253,0.442415
glove-200-angular_100k,80,91.67,525.164,0.496735
glove-200-angular_100k,90,92.11,581.768,0.552545
glove-200-angular_100k,100,92.54,661.772,0.63069
glove-200-angular_100k,110,92.79,697.83,0.734473
glove-200-angular_100k,120,93.08,742.645,0.71496
glove-200-angular_100k,130,93.25,792.057,0.76017
glove-200-angular_100k,140,93.47,839.762,0.811242
glove-200-angular_100k,150,93.57,895.059,0.861762
glove-200-angular_100k,160,93.74,944.3,0.910256
glove-200-angular_100k,170,93.77,990.107,0.955483
glove-200-angular_100k,180,93.97,1033.85,1.00257
glove-200-angular_100k,190,94.13,1079.97,1.05183
glove-200-angular_100k,200,94.19,1125.34,1.08884
glove-200-angular_100k,240,94.52,1309.85,1.27043
glove-200-angular_100k,280,94.74,1477.81,1.43569
glove-200-angular_100k,320,94.94,1642.21,1.60094
glove-200-angular_100k,360,95.09,1794.17,1.74641
glove-200-angular_100k,400,95.28,1956.99,1.90616
glove-200-angular_100k,500,95.53,2294.86,2.23679
glove-200-angular_100k,600,95.75,2627.41,2.56555
glove-200-angular_100k,700,95.8,2930.63,2.85721
glove-200-angular_100k,800,95.86,3218.9,3.14563
glove-200-angular_100k,900,95.92,3490.13,3.40475
glove-200-angular_100k,1000,95.97,3764.24,3.67057
glove-200-angular_100k,1100,96.01,4024.76,3.91905
glove-200-angular_100k,1200,96.02,4248.07,4.14247
glove-200-angular_100k,1300,96.06,4486.03,4.36405
glove-200-angular_100k,1400,96.08,4718.65,4.58843
glove-200-angular_100k,1500,96.08,4930.14,4.79157
glove-200-angular_10k,10,87.71,75.699,0.0653727
glove-200-angular_10k,20,93.16,123.489,0.110529
glove-200-angular_10k,30,95.01,166.441,0.152973
glove-200-angular_10k,40,95.64,205.888,0.191848
glove-200-angular_10k,50,96.09,242.727,0.228091
glove-200-angular_10k,60,96.51,277.558,0.26212
glove-200-angular_10k,70,96.73,309.491,0.293409
glove-200-angular_10k,80,96.99,336.4,0.321627
glove-200-angular_10k,90,97.04,366.606,0.349166
glove-200-angular_10k,100,97.17,395.856,0.377639
glove-200-angular_10k,110,97.23,414.867,0.396076
glove-200-angular_10k,120,97.28,438.843,0.426193
glove-200-angular_10k,130,97.29,460.481,0.44018
glove-200-angular_10k,140,97.36,480.825,0.460073
glove-200-angular_10k,150,97.39,496.334,0.478932
glove-200-angular_10k,160,97.43,576.899,0.551833
glove-200-angular_10k,170,97.46,541.583,0.522374
glove-200-angular_10k,180,97.48,574.884,0.550412
glove-200-angular_10k,190,97.49,596.34,0.570992
glove-200-angular_10k,200,97.5,589.531,0.564789
glove-200-angular_10k,240,97.65,682.715,0.657172
glove-200-angular_10k,280,97.66,730.993,0.699273
glove-200-angular_10k,320,97.72,779.9,0.745401
glove-200-angular_10k,360,97.78,799.744,0.764115
glove-200-angular_10k,400,97.84,840.597,0.802164
glove-200-angular_10k,500,97.86,932.322,0.886626
glove-200-angular_10k,600,97.89,1006.75,0.957768
glove-200-angular_10k,700,97.93,1082.75,1.02226
glove-200-angular_10k,800,97.96,1142.83,1.07881
glove-200-angular_10k,900,98.0,1205.74,1.12978
glove-200-angular_10k,1000,98.02,1256.1,1.17611
glove-200-angular_10k,1100,98.03,1312.35,1.22026
glove-200-angular_10k,1200,98.07,1360.43,1.2604
glove-200-angular_10k,1300,98.09,1403.04,1.29869
glove-200-angular_10k,1400,98.11,1450.68,1.334
glove-200-angular_10k,1500,98.13,1492.19,1.3673
glove-200-angular_10k,2000,98.17,1683.5,1.51556
glove-200-angular_10k,2500,98.17,1846.06,1.63496
glove-200-angular_1k,10,93.09,48.404,0.0463609
glove-200-angular_1k,20,95.52,76.494,0.0706872
glove-200-angular_1k,30,96.19,93.472,0.0872175
glove-200-angular_1k,40,96.52,106.762,0.100039
glove-200-angular_1k,50,96.75,117.368,0.110174
glove-200-angular_1k,60,96.91,126.164,0.118407
glove-200-angular_1k,70,96.99,141.253,0.13249
glove-200-angular_1k,80,97.05,140.784,0.131943
glove-200-angular_1k,90,97.08,146.522,0.137119
glove-200-angular_1k,100,97.09,150.635,0.141862
glove-200-angular_1k,110,97.09,156.637,0.146046
glove-25-angular_100k,10,76.35,19.285,0.0161653
glove-25-angular_100k,20,87.35,25.47,0.0250421
glove-25-angular_100k,30,91.95,40.214,0.035728
glove-25-angular_100k,40,94.23,49.686,0.0446761
glove-25-angular_100k,50,95.45,61.358,0.0557321
glove-25-angular_100k,60,96.47,67.373,0.0644992
glove-25-angular_100k,70,97.46,80.808,0.0740407
glove-25-angular_100k,80,97.91,90.59,0.0832458
glove-25-angular_100k,90,98.28,99.478,0.0915075
glove-25-angular_100k,100,98.48,109.541,0.100943
glove-25-angular_100k,110,98.64,118.996,0.109706
glove-25-angular_100k,120,98.82,131.324,0.121294
glove-25-angular_100k,130,98.94,142.032,0.131234
glove-25-angular_100k,140,99.07,149.146,0.137812
glove-25-angular_100k,150,99.16,157.364,0.145442
glove-25-angular_100k,160,99.24,159.52,0.154604
glove-25-angular_100k,170,99.31,182.764,0.172816
glove-25-angular_100k,180,99.4,180.121,0.166266
glove-25-angular_100k,190,99.48,194.777,0.192083
glove-25-angular_100k,200,99.5,181.31,0.173943
glove-50-angular_100k,10,60.88,33.001,0.0290774
glove-50-angular_100k,20,73.97,51.899,0.0457332
glove-50-angular_100k,30,80.63,70.263,0.0635396
glove-50-angular_100k,40,84.53,87.622,0.0803345
glove-50-angular_100k,50,86.86,106.026,0.0981036
glove-50-angular_100k,60,88.86,122.47,0.113964
glove-50-angular_100k,70,90.58,139.214,0.130082
glove-50-angular_100k,80,91.99,156.171,0.146393
glove-50-angular_100k,90,92.69,175.842,0.165287
glove-50-angular_100k,100,93.44,187.876,0.176722
glove-50-angular_100k,110,94.23,209.871,0.197949
glove-50-angular_100k,120,94.73,246.841,0.233565
glove-50-angular_100k,130,95.22,254.142,0.24276
glove-50-angular_100k,140,95.65,259.106,0.265935
glove-50-angular_100k,150,96.0,252.176,0.2373
glove-50-angular_100k,160,96.27,265.83,0.250846
glove-50-angular_100k,170,96.49,280.837,0.265183
glove-50-angular_100k,180,96.71,295.294,0.278923
glove-50-angular_100k,190,96.91,309.272,0.292293
glove-50-angular_100k,200,97.12,320.364,0.306556
glove-50-angular_100k,240,97.63,384.802,0.364169
glove-50-angular_100k,280,98.12,442.166,0.418737
glove-50-angular_100k,320,98.52,507.654,0.481208
glove-50-angular_100k,360,98.78,551.241,0.522428
glove-50-angular_100k,400,98.98,604.751,0.573017
glove-50-angular_100k,500,99.25,734.731,0.699433
glove-50-angular_100k,600,99.4,875.028,0.832429
glove-50-angular_100k,700,99.54,992.529,0.942415
glove-200-angula_1000k,10,36.96,158.685,0.129145
glove-200-angula_1000k,20,49.68,241.48,0.210521
glove-200-angula_1000k,30,56.42,318.908,0.286825
glove-200-angula_1000k,40,60.24,398.795,0.369099
glove-200-angula_1000k,50,63.54,479.903,0.449496
glove-200-angula_1000k,60,65.75,553.304,0.526177
glove-200-angula_1000k,70,67.42,619.914,0.592024
glove-200-angula_1000k,80,69.01,701.136,0.672567
glove-200-angula_1000k,90,70.15,777.771,0.752421
glove-200-angula_1000k,100,71.44,846.201,0.824006
glove-200-angula_1000k,110,72.36,921.924,0.891104
glove-200-angula_1000k,120,73.14,996.857,0.973426
glove-200-angula_1000k,130,73.89,1072.42,1.04822
glove-200-angula_1000k,140,74.58,1140.95,1.12001
glove-200-angula_1000k,150,75.25,1223.63,1.1939
glove-200-angula_1000k,160,75.84,1300.14,1.27772
glove-200-angula_1000k,170,76.34,1369.75,1.34267
glove-200-angula_1000k,180,76.87,1457.47,1.43354
glove-200-angula_1000k,190,77.34,1527.17,1.49864
glove-200-angula_1000k,200,77.94,1609.84,1.5766
glove-200-angula_1000k,240,79.45,1913.52,1.88138
glove-200-angula_1000k,280,80.41,2213.09,2.19761
glove-200-angula_1000k,320,81.18,2530.94,2.50828
glove-200-angula_1000k,360,81.87,2832.24,2.81857
glove-200-angula_1000k,400,82.54,3148.38,3.12357
glove-200-angula_1000k,500,83.93,3954.04,3.92925
glove-200-angula_1000k,600,84.51,5091.33,5.42149
glove-200-angula_1000k,700,85.16,5781.5,6.0838
glove-200-angula_1000k,800,85.68,6537.7,6.456
glove-200-angula_1000k,900,86.02,7346.91,7.26449
glove-200-angula_1000k,1000,86.35,8173.85,8.07092
glove-200-angula_1000k,1100,86.66,8956.3,8.85318
glove-200-angula_1000k,1200,87.01,9828.93,9.72113
glove-200-angula_1000k,1300,87.2,10539.5,10.4118
glove-200-angula_1000k,1400,87.38,11274.9,11.1392
glove-200-angula_1000k,1500,87.6,12013.5,11.8733
glove-200-angula_1000k,2000,88.28,15573.1,15.4129
glove-200-angula_1000k,2500,88.7,18920.2,18.6955
glove-200-angula_1000k,3000,88.96,22041.9,21.7809
glove-200-angula_1000k,3500,89.19,25053.6,24.7301
glove-200-angula_1000k,4000,89.44,28091.8,27.7252
