dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,5,83.95,3899.4,1238407232
contriever-768,10,91.15,5317.7,2164127424
contriever-768,20,94.98,7889.34,3729834240
contriever-768,30,96.5,10183.2,5059744896
contriever-768,40,97.05,12310.9,6265579072
contriever-768,50,97.51,14284.5,7372404896
contriever-768,60,97.75,16179.0,8425277184
contriever-768,70,97.97,18024.1,9442686176
contriever-768,80,98.21,19790.2,10419578560
contriever-768,90,98.35,21486.0,11359204352
contriever-768,100,98.51,23144.5,12279817952
contriever-768,110,98.62,24768.6,13180626144
contriever-768,120,98.72,26377.3,14071163872
contriever-768,130,98.82,27914.8,14934166208
contriever-768,140,98.88,29445.9,15787597088
contriever-768,150,98.94,30964.4,16624249920
contriever-768,160,98.97,32669.1,17446599776
contriever-768,170,99.04,34219.8,18260494592
contriever-768,180,99.09,35719.2,19059839936
contriever-768,190,99.13,37205.4,19845141376
contriever-768,200,99.15,38573.7,20616613248
contriever-768,240,99.22,43643.1,23626013824
contriever-768,280,99.27,48529.3,26497490208
contriever-768,320,99.33,53088.3,29221573792
contriever-768,360,99.34,57526.8,31815834304
deep-image-96-angular,5,64.57,1239.16,190498464
deep-image-96-angular,10,76.66,1413.83,353901024
deep-image-96-angular,20,86.38,1718.88,664397888
deep-image-96-angular,30,90.57,1989.34,958548864
deep-image-96-angular,40,92.66,2275.51,1248917856
deep-image-96-angular,50,94.17,2545.54,1535703040
deep-image-96-angular,60,95.18,2801.35,1818147104
deep-image-96-angular,70,95.85,3062.76,2096271104
deep-image-96-angular,80,96.35,3316.3,2372050464
deep-image-96-angular,90,96.75,3566.51,2646285024
deep-image-96-angular,100,97.1,3811.39,2916576032
deep-image-96-angular,110,97.38,4058.88,3182533792
deep-image-96-angular,120,97.55,4310.17,3450976416
deep-image-96-angular,130,97.78,4550.93,3718274304
deep-image-96-angular,140,97.91,4788.13,3978898144
deep-image-96-angular,150,98.01,5034.34,4239936320
deep-image-96-angular,160,98.12,5251.92,4502090304
deep-image-96-angular,170,98.18,5471.02,4761419072
deep-image-96-angular,180,98.29,5721.8,5017734624
deep-image-96-angular,190,98.33,5963.3,5275678272
deep-image-96-angular,200,98.44,6161.02,5530929792
deep-image-96-angular,240,98.59,7080.34,6544384160
deep-image-96-angular,280,98.69,7989.06,7546409312
deep-image-96-angular,320,98.8,8896.8,8536647360
deep-image-96-angular,360,98.85,9780.25,9515965408
deep-image-96-angular,400,98.92,10657.8,10486931680
deep-image-96-angular,500,99.02,12799.3,12895185056
deep-image-96-angular,600,99.08,14939.8,15265016800
deep-image-96-angular,700,99.13,16950.1,17611600832
deep-image-96-angular,800,99.14,19225.4,19942167040
deep-image-96-angular,900,99.15,21386.5,22252989440
deep-image-96-angular,1000,99.16,23322.5,24554750784
gist-960-euclidean,5,51.8,3852.25,624667936
gist-960-euclidean,10,67.1,4679.81,1078657440
gist-960-euclidean,20,80.33,6129.06,1856353984
gist-960-euclidean,30,86.63,7427.12,2546129472
gist-960-euclidean,40,90.03,8632.56,3184142144
gist-960-euclidean,50,92.73,9737.68,3774824736
gist-960-euclidean,60,94.33,10792.3,4334498368
gist-960-euclidean,70,95.39,11772.8,4864964096
gist-960-euclidean,80,96.26,12718.0,5371882688
gist-960-euclidean,90,96.97,13620.4,5860372160
gist-960-euclidean,100,97.45,14467.3,6331414848
gist-960-euclidean,110,97.83,15304.9,6791717152
gist-960-euclidean,120,98.14,16098.4,7235455296
gist-960-euclidean,130,98.38,16860.3,7666630272
gist-960-euclidean,140,98.62,17602.0,8087778720
gist-960-euclidean,150,98.69,18325.7,8500180544
gist-960-euclidean,160,98.92,19007.5,8897423136
gist-960-euclidean,170,99.03,19674.5,9287886624
gist-960-euclidean,180,99.13,20335.9,9673498912
gist-960-euclidean,190,99.2,20969.4,10051038112
gist-960-euclidean,200,99.26,21589.1,10419616960
gist-960-euclidean,240,99.43,23879.3,11825378720
gist-960-euclidean,280,99.53,25947.7,13137517088
glove-200-angular,5,38.16,2300.72,1548848936
glove-200-angular,10,47.41,3964.59,2860360704
glove-200-angular,20,59.58,7160.61,5324360872
glove-200-angular,30,67.45,10253.8,7650560128
glove-200-angular,40,73.89,13226.4,9864866600
glove-200-angular,50,78.76,16110.7,11998640856
glove-200-angular,60,83.1,18937.9,14064435584
glove-200-angular,70,86.45,21651.1,16040969848
glove-200-angular,80,89.08,24258.2,17955559448
glove-200-angular,90,91.39,26754.3,19772133728
glove-200-angular,100,93.23,29215.6,21541134824
glove-200-angular,110,94.48,31570.0,23232694288
glove-200-angular,120,95.55,33806.2,24847584248
glove-200-angular,130,96.53,35986.6,26412811104
glove-200-angular,140,97.04,38115.1,27930910656
glove-200-angular,150,97.76,40253.5,29393602472
glove-200-angular,160,98.16,41897.5,30806068944
glove-200-angular,170,98.42,43565.4,32170727792
glove-200-angular,180,98.57,45367.7,33475998960
glove-200-angular,190,98.79,47114.1,34748994640
glove-200-angular,200,98.85,48777.4,35949317176
glove-200-angular,240,99.05,54916.7,40350050024
glove-200-angular,280,99.12,60068.4,44210167576
glove-200-angular,320,99.14,64616.9,47489697968
glove-200-angular,360,99.16,68268.2,50266314600
glove-200-angular,400,99.16,71352.0,52540075904
instructorxl-arxiv-768,5,75.97,3904.78,432333600
instructorxl-arxiv-768,10,85.65,4388.98,702197568
instructorxl-arxiv-768,20,92.25,5188.37,1176432288
instructorxl-arxiv-768,30,94.67,5879.3,1605219360
instructorxl-arxiv-768,40,95.79,6545.35,2007678080
instructorxl-arxiv-768,50,96.92,7165.75,2394431712
instructorxl-arxiv-768,60,97.57,7704.3,2763694592
instructorxl-arxiv-768,70,98.02,8162.18,3127279680
instructorxl-arxiv-768,80,98.28,8659.79,3481899840
instructorxl-arxiv-768,90,98.54,9151.94,3834640704
instructorxl-arxiv-768,100,98.72,9630.01,4178514560
instructorxl-arxiv-768,110,98.92,10117.7,4515918112
instructorxl-arxiv-768,120,99.01,10654.3,4852105312
instructorxl-arxiv-768,130,99.1,11092.7,5185043904
instructorxl-arxiv-768,140,99.16,11515.6,5510979392
instructorxl-arxiv-768,150,99.22,11894.0,5829081312
instructorxl-arxiv-768,160,99.31,12156.0,6150673984
instructorxl-arxiv-768,170,99.35,12702.2,6466703520
instructorxl-arxiv-768,180,99.45,13051.0,6782210624
instructorxl-arxiv-768,190,99.53,13425.2,7091465792
msong-420,5,80.72,1600.79,301414156
msong-420,10,92.16,2073.53,554417036
msong-420,20,97.37,2933.33,1025775204
msong-420,30,98.78,3752.95,1471445040
msong-420,40,99.25,4528.88,1899847800
msong-420,50,99.44,5319.29,2311576772
msong-420,60,99.56,6073.84,2711644052
openai-1536-angular,5,74.76,5678.14,463194080
openai-1536-angular,10,81.49,6106.23,702297344
openai-1536-angular,20,86.65,6886.73,1114328288
openai-1536-angular,30,89.15,7583.48,1489817920
openai-1536-angular,40,91.01,8227.92,1841660768
openai-1536-angular,50,92.46,8855.88,2179767360
openai-1536-angular,60,93.33,9447.63,2503571104
openai-1536-angular,70,94.26,10008.6,2816894368
openai-1536-angular,80,94.74,10560.3,3118015520
openai-1536-angular,90,95.26,11078.5,3411501664
openai-1536-angular,100,95.62,11599.0,3700965504
openai-1536-angular,110,95.92,12103.4,3985094272
openai-1536-angular,120,96.29,12598.2,4261148032
openai-1536-angular,130,96.52,13074.1,4532665120
openai-1536-angular,140,96.77,13527.6,4795388928
openai-1536-angular,150,97.05,13973.4,5055341056
openai-1536-angular,160,97.25,14432.1,5315617568
openai-1536-angular,170,97.48,14866.3,5571669312
openai-1536-angular,180,97.65,15298.6,5824960000
openai-1536-angular,190,97.75,15717.4,6073740352
openai-1536-angular,200,97.91,16121.8,6318988928
openai-1536-angular,240,98.26,17698.3,7270961312
openai-1536-angular,280,98.49,19272.9,8192878656
openai-1536-angular,320,98.73,20572.9,9083741056
openai-1536-angular,360,98.9,21893.4,9953181600
openai-1536-angular,400,98.99,23161.2,10801490176
