dataset,efsearch,recall,per_query_us,dimensionality
openai-1536-angular,500,99.23,26093.2,12847142784
openai-1536-angular,600,99.39,28776.2,14820812064
openai-1536-angular,700,99.49,31271.8,16735127616
openai-1536-angular,800,99.55,33626.5,18603059776
sift-128-euclidean,5,68.45,355.693,112905632
sift-128-euclidean,10,82.12,457.401,209781600
sift-128-euclidean,20,91.55,691.676,394509952
sift-128-euclidean,30,95.37,885.042,576165664
sift-128-euclidean,40,96.84,983.151,753422208
sift-128-euclidean,50,97.98,1124.18,928668480
sift-128-euclidean,60,98.56,1279.05,1102625440
sift-128-euclidean,70,98.91,1430.64,1273573568
sift-128-euclidean,80,99.14,1578.85,1444125440
sift-128-euclidean,90,99.33,1726.3,1613479936
sift-128-euclidean,100,99.4,1872.42,1781207904
sift-128-euclidean,110,99.51,2019.72,1947589280
