dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,5,84.02,4559.39,2377447296
contriever-768,10,91.25,6718.99,4344947136
contriever-768,20,95.14,10813.5,7947008544
contriever-768,30,96.68,14718.8,11228859136
contriever-768,40,97.27,18482.7,14317522848
contriever-768,50,97.75,22098.5,17248374048
contriever-768,60,97.99,25671.6,20100287456
contriever-768,70,98.23,29230.5,22905462176
contriever-768,80,98.48,32716.2,25638420960
contriever-768,90,98.63,36051.4,28300960672
contriever-768,100,98.8,39782.3,30947314336
contriever-768,110,98.94,43271.8,33567827264
contriever-768,120,99.05,46818.7,36177905280
contriever-768,130,99.17,50045.8,38756992960
contriever-768,140,99.25,53392.7,41327501824
contriever-768,150,99.31,56734.9,43857436448
contriever-768,160,99.35,59575.9,46365575872
contriever-768,170,99.44,62720.9,48881293600
contriever-768,180,99.49,65937.5,51361229856
contriever-768,190,99.53,69118.0,53812752352
deep-image-96-angular,5,10.67,1163.69,159507808
deep-image-96-angular,10,11.6,1300.99,312684608
deep-image-96-angular,20,12.28,1571.76,611186432
deep-image-96-angular,30,12.52,1836.43,898024960
deep-image-96-angular,40,12.58,2092.19,1182754400
deep-image-96-angular,50,12.74,2348.56,1465139808
deep-image-96-angular,60,12.79,2611.13,1744094240
deep-image-96-angular,70,12.81,2860.36,2019289696
deep-image-96-angular,80,12.82,3105.02,2292630656
deep-image-96-angular,90,12.82,3359.5,2564702016
gist-960-euclidean,5,51.98,4777.78,1886934144
gist-960-euclidean,10,67.28,6584.93,3560321472
gist-960-euclidean,20,80.53,10038.7,6639149280
gist-960-euclidean,30,86.85,13508.1,9516684992
gist-960-euclidean,40,90.29,16714.7,12267545824
gist-960-euclidean,50,92.99,19795.7,14875207040
gist-960-euclidean,60,94.59,22785.9,17393273824
gist-960-euclidean,70,95.65,25684.0,19817764128
gist-960-euclidean,80,96.52,28525.5,22163561600
gist-960-euclidean,90,97.23,31165.9,24445761280
gist-960-euclidean,100,97.71,33389.3,26667046496
gist-960-euclidean,110,98.09,35924.5,28851978304
gist-960-euclidean,120,98.4,38392.9,30966928128
gist-960-euclidean,130,98.64,41117.3,33035287488
gist-960-euclidean,140,98.88,43884.9,35068556928
gist-960-euclidean,150,98.95,46032.8,37066890848
gist-960-euclidean,160,99.18,48427.5,38996122208
gist-960-euclidean,170,99.29,51217.4,40900754848
gist-960-euclidean,180,99.39,53102.8,42784831776
gist-960-euclidean,190,99.47,55452.9,44636732736
gist-960-euclidean,200,99.53,57734.6,46446188640
glove-200-angular,5,37.02,2589.76,2193004088
glove-200-angular,10,45.73,4626.29,4188025904
glove-200-angular,20,57.02,8659.67,8118443912
glove-200-angular,30,64.22,12704.9,11957950896
glove-200-angular,40,70.06,16630.5,15701650488
glove-200-angular,50,74.31,20506.0,19379527688
glove-200-angular,60,78.25,24369.3,22990143448
glove-200-angular,70,81.14,28250.9,26492506040
glove-200-angular,80,83.36,32051.8,29925383296
glove-200-angular,90,85.3,35575.4,33218438224
glove-200-angular,100,86.73,39191.3,36457070272
glove-200-angular,110,87.64,42390.6,39582795232
glove-200-angular,120,88.57,45268.2,42606674008
glove-200-angular,130,89.35,48440.8,45555301408
glove-200-angular,140,89.72,51535.1,48444987368
glove-200-angular,150,90.3,54583.0,51253399144
glove-200-angular,160,90.6,57576.9,53982957448
glove-200-angular,170,90.76,60640.4,56652245464
glove-200-angular,180,90.89,63347.2,59215466256
glove-200-angular,190,91.06,66475.7,61735243056
glove-200-angular,200,91.1,70046.9,64125046584
glove-200-angular,240,91.2,78529.9,73043474840
glove-200-angular,280,91.25,87364.4,81059529984
glove-200-angular,320,91.27,95943.2,88012638416
glove-200-angular,360,91.28,103197.0,94014648248
glove-200-angular,400,91.28,107184.0,98988591128
instructorxl-arxiv-768,5,8.72,3346.22,182325760
instructorxl-arxiv-768,10,9.27,3493.67,338918528
instructorxl-arxiv-768,20,9.45,3769.63,648533376
instructorxl-arxiv-768,30,9.51,4041.3,951725952
instructorxl-arxiv-768,40,9.55,4314.06,1250809216
instructorxl-arxiv-768,50,9.58,4577.42,1548258944
instructorxl-arxiv-768,60,9.59,4847.07,1840623904
instructorxl-arxiv-768,70,9.59,5108.38,2135100608
msong-420,5,80.67,1874.9,713217772
msong-420,10,92.13,2676.68,1376631244
msong-420,20,97.33,4185.87,2621543580
msong-420,30,98.74,5658.42,3799747048
msong-420,40,99.21,7085.38,4931696208
msong-420,50,99.4,8466.81,6018209052
msong-420,60,99.52,9829.85,7078391788
openai-1536-angular,5,6.5,5078.24,121520768
openai-1536-angular,10,6.75,5173.67,211658464
openai-1536-angular,20,6.95,5325.68,387159840
openai-1536-angular,30,6.98,5492.81,561186336
openai-1536-angular,40,7.01,5647.58,735120352
openai-1536-angular,50,7.05,5808.38,909129824
openai-1536-angular,60,7.07,5970.28,1083113184
openai-1536-angular,70,7.08,6129.46,1256851904
openai-1536-angular,80,7.12,6286.39,1428354496
openai-1536-angular,90,7.12,6446.88,1600222528
sift-128-euclidean,5,68.34,428.913,183677024
sift-128-euclidean,10,82.01,600.172,336625568
sift-128-euclidean,20,91.45,933.54,609702464
sift-128-euclidean,30,95.29,1246.4,863705600
sift-128-euclidean,40,96.77,1543.32,1099666912
sift-128-euclidean,50,97.91,1818.41,1324930304
sift-128-euclidean,60,98.49,2095.6,1542500576
sift-128-euclidean,70,98.84,2505.69,1750490112
sift-128-euclidean,80,99.1,2565.66,1954569632
sift-128-euclidean,90,99.29,2804.84,2152886720
sift-128-euclidean,100,99.37,3036.9,2346139840
sift-128-euclidean,110,99.48,3261.57,2535479104
sift-128-euclidean,120,99.57,3488.6,2724898240
