dataset,efsearch,recall,per_query_us,dimensionality
openai-1536-angular,600,98.88,50661.6,26180785984
openai-1536-angular,700,98.99,56967.4,29777353344
openai-1536-angular,800,99.05,63207.2,33280716992
openai-1536-angular,900,99.13,69256.0,36706906880
openai-1536-angular,1000,99.19,75074.0,40049376512
sift-128-euclidean,5,68.31,399.491,148714560
sift-128-euclidean,10,81.98,537.082,265931616
sift-128-euclidean,20,91.42,777.143,476762816
sift-128-euclidean,30,95.27,996.129,676740992
sift-128-euclidean,40,96.75,1196.29,867291808
sift-128-euclidean,50,97.9,1387.75,1052849888
sift-128-euclidean,60,98.48,1561.87,1235130752
sift-128-euclidean,70,98.83,1739.57,1412586720
sift-128-euclidean,80,99.09,1914.11,1588888096
sift-128-euclidean,90,99.28,2069.49,1763022784
sift-128-euclidean,100,99.36,2238.48,1934729024
sift-128-euclidean,110,99.47,2400.72,2104624800
sift-128-euclidean,120,99.56,2559.99,2275817312
