dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,5,82.33,3657.19,1216019840
contriever-768,10,89.34,4718.69,1987553504
contriever-768,20,93.12,6566.9,3279283392
contriever-768,30,94.63,8183.97,4374153600
contriever-768,40,95.22,9687.22,5374913408
contriever-768,50,95.69,11079.9,6308287616
contriever-768,60,95.91,12436.4,7203612800
contriever-768,70,96.15,13735.8,8075115040
contriever-768,80,96.4,15001.7,8926771648
contriever-768,90,96.55,16231.8,9751567744
contriever-768,100,96.72,17447.9,10569045952
contriever-768,110,96.86,18575.6,11373187872
contriever-768,120,96.97,19714.9,12173444896
contriever-768,130,97.09,20642.9,12965290176
contriever-768,140,97.17,21720.1,13750289600
contriever-768,150,97.23,22833.7,14522517056
contriever-768,160,97.26,23918.2,15287271232
contriever-768,170,97.34,25063.2,16053651872
contriever-768,180,97.39,26153.2,16809384832
contriever-768,190,97.43,27208.7,17555300416
contriever-768,200,97.46,28262.2,18295142560
contriever-768,240,97.55,32471.1,21205037952
contriever-768,280,97.6,36500.6,24024783872
contriever-768,320,97.67,40441.4,26767410752
contriever-768,360,97.68,44221.7,29412317952
contriever-768,400,97.73,47895.5,31995252480
contriever-768,500,97.81,56752.5,38169511840
contriever-768,600,97.87,64832.7,43835789216
contriever-768,700,97.89,72036.2,48914020672
contriever-768,800,97.9,78061.9,53119134304
deep-image-96-angular,5,63.06,1308.98,294947424
deep-image-96-angular,10,74.94,1556.26,540711200
deep-image-96-angular,20,84.54,1999.63,987213184
deep-image-96-angular,30,88.73,2410.31,1390746848
deep-image-96-angular,40,90.83,2801.6,1775751744
deep-image-96-angular,50,92.35,3189.28,2149279936
deep-image-96-angular,60,93.37,3557.03,2508715168
deep-image-96-angular,70,94.04,3907.11,2857614560
deep-image-96-angular,80,94.54,4260.44,3198083360
deep-image-96-angular,90,94.94,4602.98,3533187040
deep-image-96-angular,100,95.29,4938.87,3859868032
deep-image-96-angular,110,95.56,5266.56,4176932192
deep-image-96-angular,120,95.73,5597.33,4494963296
deep-image-96-angular,130,95.96,5921.11,4809849696
deep-image-96-angular,140,96.09,6234.6,5113690464
deep-image-96-angular,150,96.19,6541.91,5415245280
deep-image-96-angular,160,96.3,6859.46,5717806272
deep-image-96-angular,170,96.36,7161.54,6014320512
deep-image-96-angular,180,96.47,7462.89,6305167264
deep-image-96-angular,190,96.51,7753.78,6596978944
deep-image-96-angular,200,96.62,8069.88,6883647360
deep-image-96-angular,240,96.77,9178.52,8012104224
deep-image-96-angular,280,96.87,10260.9,9112793280
deep-image-96-angular,320,96.98,11305.7,10188534816
deep-image-96-angular,360,97.03,12336.2,11242673824
deep-image-96-angular,400,97.11,13341.2,12278443328
deep-image-96-angular,500,97.21,15797.4,14825561952
deep-image-96-angular,600,97.27,18148.8,17305248160
deep-image-96-angular,700,97.32,20434.1,19743513152
deep-image-96-angular,800,97.33,22671.0,22152218848
gist-960-euclidean,5,51.49,3385.37,341213792
gist-960-euclidean,10,66.68,3701.36,557488512
gist-960-euclidean,20,79.92,4210.37,936050528
gist-960-euclidean,30,86.18,4646.78,1283913152
gist-960-euclidean,40,89.61,5042.08,1616794784
gist-960-euclidean,50,92.28,5421.01,1935472448
gist-960-euclidean,60,93.88,5766.12,2246209120
gist-960-euclidean,70,94.93,6105.71,2548255200
gist-960-euclidean,80,95.8,6429.61,2843325440
gist-960-euclidean,90,96.5,6740.82,3134111072
gist-960-euclidean,100,96.98,7047.59,3419789120
gist-960-euclidean,110,97.36,7339.5,3703946720
gist-960-euclidean,120,97.65,7628.74,3982516960
gist-960-euclidean,130,97.88,7906.78,4258813696
gist-960-euclidean,140,98.12,8190.21,4532548160
gist-960-euclidean,150,98.18,8454.86,4804081152
gist-960-euclidean,160,98.4,8723.38,5069987424
gist-960-euclidean,170,98.51,8988.85,5334560960
gist-960-euclidean,180,98.61,9236.33,5598559744
gist-960-euclidean,190,98.69,9499.49,5861199104
gist-960-euclidean,200,98.75,9756.35,6120215456
gist-960-euclidean,240,98.92,10732.1,7136963424
gist-960-euclidean,280,99.03,11663.4,8125140512
gist-960-euclidean,320,99.11,12566.9,9087112288
gist-960-euclidean,360,99.14,13438.4,10024869760
gist-960-euclidean,400,99.16,14270.0,10934127712
gist-960-euclidean,500,99.19,16272.9,13123827200
gist-960-euclidean,600,99.19,18151.8,15184382272
glove-200-angular,5,37.99,2421.34,1951503008
glove-200-angular,10,47.31,4222.52,3622248456
glove-200-angular,20,59.55,7708.62,6806861272
glove-200-angular,30,67.51,11093.4,9833466408
glove-200-angular,40,74.02,14415.8,12714887064
glove-200-angular,50,78.98,17682.1,15529920128
glove-200-angular,60,83.41,20772.8,18270657208
glove-200-angular,70,86.8,23857.3,20900352576
glove-200-angular,80,89.43,26865.1,23457491088
glove-200-angular,90,91.76,29643.2,25905551616
glove-200-angular,100,93.61,32533.8,28291872152
glove-200-angular,110,94.88,35152.5,30589742280
glove-200-angular,120,95.97,37864.9,32809391816
glove-200-angular,130,96.96,40543.3,34957408344
glove-200-angular,140,97.47,42566.2,37056016784
glove-200-angular,150,98.18,44940.7,39079223280
glove-200-angular,160,98.58,47544.2,41041890616
glove-200-angular,170,98.85,49748.8,42963635648
glove-200-angular,180,99.01,51897.7,44795703888
glove-200-angular,190,99.24,54049.9,46587950536
glove-200-angular,200,99.31,56080.5,48274322080
glove-200-angular,240,99.51,63757.3,54543503840
instructorxl-arxiv-768,5,75.6,4062.77,569169152
instructorxl-arxiv-768,10,85.26,4699.3,951083296
instructorxl-arxiv-768,20,91.84,5810.65,1633116224
instructorxl-arxiv-768,30,94.3,6824.92,2254141248
instructorxl-arxiv-768,40,95.42,7772.45,2840802176
instructorxl-arxiv-768,50,96.55,8686.17,3402210656
instructorxl-arxiv-768,60,97.22,9619.17,3936760288
instructorxl-arxiv-768,70,97.68,10462.5,4461901696
instructorxl-arxiv-768,80,97.96,11282.3,4974860160
instructorxl-arxiv-768,90,98.23,12084.6,5481225120
instructorxl-arxiv-768,100,98.41,12716.7,5976214912
instructorxl-arxiv-768,110,98.62,13463.4,6459522464
instructorxl-arxiv-768,120,98.71,14200.3,6939475264
instructorxl-arxiv-768,130,98.8,14912.5,7411781952
instructorxl-arxiv-768,140,98.88,15618.1,7870376448
instructorxl-arxiv-768,150,98.94,16291.3,8315994592
instructorxl-arxiv-768,160,99.03,16959.2,8765434688
instructorxl-arxiv-768,170,99.07,17618.9,9204778848
instructorxl-arxiv-768,180,99.18,18270.1,9641348384
instructorxl-arxiv-768,190,99.26,18903.0,10067436576
instructorxl-arxiv-768,200,99.3,19526.5,10493989152
instructorxl-arxiv-768,240,99.38,21940.7,12143612576
instructorxl-arxiv-768,280,99.42,24189.1,13726140640
instructorxl-arxiv-768,320,99.44,26327.8,15251449312
instructorxl-arxiv-768,360,99.46,28329.4,16730487840
instructorxl-arxiv-768,400,99.49,30220.4,18166064544
instructorxl-arxiv-768,500,99.52,35306.5,21611609856
msong-420,5,79.42,1509.95,295184220
msong-420,10,90.71,1847.71,516699996
msong-420,20,95.86,2390.61,900028284
msong-420,30,97.26,2876.09,1240119852
msong-420,40,97.73,3323.6,1554099128
msong-420,50,97.9,3708.47,1848313436
msong-420,60,98.01,4069.64,2129129928
msong-420,70,98.07,4398.96,2394865248
msong-420,80,98.16,4718.02,2658411720
msong-420,90,98.21,5025.52,2914007292
msong-420,100,98.24,5317.49,3163931432
msong-420,110,98.27,5595.85,3408926772
msong-420,120,98.28,5864.29,3644110424
msong-420,130,98.28,6121.44,3877670648
openai-1536-angular,5,74.1,5849.99,675792288
openai-1536-angular,10,80.85,6458.61,1041987968
openai-1536-angular,20,86.02,7528.62,1679477728
openai-1536-angular,30,88.52,8536.24,2266847584
openai-1536-angular,40,90.37,9493.42,2824717120
openai-1536-angular,50,91.83,10435.3,3367841120
openai-1536-angular,60,92.71,12199.1,3893289984
openai-1536-angular,70,93.64,12275.8,4407005216
openai-1536-angular,80,94.12,13113.5,4903900512
openai-1536-angular,90,94.64,13991.4,5394404288
openai-1536-angular,100,95.03,14844.1,5882562464
openai-1536-angular,110,95.33,15684.2,6364574624
openai-1536-angular,120,95.71,16520.8,6836379104
openai-1536-angular,130,95.94,17351.7,7302883968
openai-1536-angular,140,96.2,18141.2,7756843072
openai-1536-angular,150,96.48,18945.9,8208854272
openai-1536-angular,160,96.68,19734.5,8664058752
openai-1536-angular,170,96.91,20542.6,9112929696
openai-1536-angular,180,97.08,21327.6,9560549216
openai-1536-angular,190,97.18,22108.3,10001279872
openai-1536-angular,200,97.34,22883.4,10438833344
openai-1536-angular,240,97.69,25911.6,12148105408
openai-1536-angular,280,97.94,28859.9,13825531008
openai-1536-angular,320,98.19,31725.4,15461233664
openai-1536-angular,360,98.37,34596.9,17068251392
openai-1536-angular,400,98.46,37352.7,18648589792
openai-1536-angular,500,98.71,44135.9,22475837248
