dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,10,56.68,202.802,0.0
contriever-768,20,72.52,353.947,0.0
contriever-768,30,79.73,449.505,0.0
contriever-768,40,84.02,562.903,0.0
contriever-768,50,85.76,679.744,0.0
contriever-768,60,87.66,745.318,0.0
contriever-768,70,88.78,861.059,0.0
contriever-768,80,89.59,848.468,0.0
contriever-768,90,90.85,967.673,0.0
contriever-768,100,91.34,1015.4,0.0
contriever-768,110,91.8,1115.31,0.0
contriever-768,120,92.04,1119.24,0.0
contriever-768,130,92.39,1198.89,0.0
contriever-768,140,92.88,1245.09,0.0
contriever-768,150,93.46,1315.62,0.0
contriever-768,160,93.68,1427.06,0.0
contriever-768,170,93.84,1518.03,0.0
contriever-768,180,93.92,1572.96,0.0
contriever-768,190,94.07,1653.42,0.0
contriever-768,200,94.12,1736.66,0.0
contriever-768,240,94.64,2071.29,0.0
contriever-768,280,94.89,2391.98,0.0
contriever-768,320,95.22,2710.87,0.0
contriever-768,360,95.37,3033.49,0.0
contriever-768,400,95.62,3356.12,0.0
contriever-768,500,96.07,4226.22,0.0
contriever-768,600,96.5,5026.5,0.0
contriever-768,700,96.81,5857.61,0.0
contriever-768,800,96.97,6663.43,0.0
contriever-768,900,97.17,7482.18,0.0
contriever-768,1000,97.22,8303.78,0.0
contriever-768,1100,97.29,9140.77,0.0
contriever-768,1200,97.32,9929.72,0.0
contriever-768,1300,97.34,10732.6,0.0
contriever-768,1400,97.38,11545.7,0.0
contriever-768,1500,97.4,12331.5,0.0
contriever-768,2000,97.55,16317.7,0.0
contriever-768,2500,97.63,20166.0,0.0
contriever-768,3000,97.66,23946.3,0.0
contriever-768,3500,97.67,27652.4,0.0
contriever-768,4000,97.73,31254.4,0.0
deep-image-96-angular,10,39.65,236.503,0.0
deep-image-96-angular,20,55.58,226.002,0.0
deep-image-96-angular,30,64.94,255.513,0.0
deep-image-96-angular,40,70.54,305.033,0.0
deep-image-96-angular,50,75.19,286.47,0.0
deep-image-96-angular,60,78.37,333.407,0.0
deep-image-96-angular,70,80.85,430.537,0.0
deep-image-96-angular,80,82.99,493.039,0.0
deep-image-96-angular,90,84.56,488.742,0.0
deep-image-96-angular,100,85.79,547.752,0.0
deep-image-96-angular,110,86.83,566.365,0.0
deep-image-96-angular,120,87.72,578.499,0.0
deep-image-96-angular,130,88.78,579.981,0.0
deep-image-96-angular,140,89.65,593.364,0.0
deep-image-96-angular,150,90.39,634.151,0.0
deep-image-96-angular,160,90.94,682.815,0.0
deep-image-96-angular,170,91.48,629.83,0.0
deep-image-96-angular,180,91.99,644.969,0.0
deep-image-96-angular,190,92.55,722.28,0.0
deep-image-96-angular,200,92.89,762.036,0.0
deep-image-96-angular,240,94.19,924.894,0.0
deep-image-96-angular,280,95.09,1006.15,0.0
deep-image-96-angular,320,95.72,1092.43,0.0
deep-image-96-angular,360,96.15,1265.76,0.0
deep-image-96-angular,400,96.65,1360.22,0.0
deep-image-96-angular,500,97.72,1725.79,0.0
deep-image-96-angular,600,98.25,1991.48,0.0
deep-image-96-angular,700,98.61,2305.61,0.0
deep-image-96-angular,800,98.88,2571.27,0.0
deep-image-96-angular,900,99.04,2851.86,0.0
deep-image-96-angular,1000,99.2,3082.76,0.0
deep-image-96-angular,1100,99.35,3392.55,0.0
deep-image-96-angular,1200,99.48,3680.88,0.0
deep-image-96-angular,1300,99.57,3942.26,0.0
gist-960-euclidean,10,35.27,206.482,0.0
gist-960-euclidean,20,50.0,300.58,0.0
gist-960-euclidean,30,58.73,392.008,0.0
gist-960-euclidean,40,64.5,476.802,0.0
gist-960-euclidean,50,68.69,564.192,0.0
gist-960-euclidean,60,71.88,645.182,0.0
gist-960-euclidean,70,74.68,732.9,0.0
gist-960-euclidean,80,76.99,816.235,0.0
gist-960-euclidean,90,78.99,898.59,0.0
gist-960-euclidean,100,80.48,979.826,0.0
gist-960-euclidean,110,81.92,1061.16,0.0
gist-960-euclidean,120,83.23,1145.89,0.0
gist-960-euclidean,130,84.2,1223.28,0.0
gist-960-euclidean,140,85.24,1311.52,0.0
gist-960-euclidean,150,85.93,1381.74,0.0
gist-960-euclidean,160,86.61,1462.81,0.0
gist-960-euclidean,170,87.25,1535.8,0.0
gist-960-euclidean,180,87.92,1616.4,0.0
gist-960-euclidean,190,88.45,1687.63,0.0
gist-960-euclidean,200,88.87,1773.94,0.0
gist-960-euclidean,240,90.51,2072.31,0.0
gist-960-euclidean,280,91.85,2371.53,0.0
gist-960-euclidean,320,92.83,2651.04,0.0
gist-960-euclidean,360,93.51,2935.55,0.0
gist-960-euclidean,400,94.11,3218.07,0.0
gist-960-euclidean,500,95.29,3901.98,0.0
gist-960-euclidean,600,96.11,4562.97,0.0
gist-960-euclidean,700,96.48,5203.21,0.0
gist-960-euclidean,800,96.83,5825.89,0.0
gist-960-euclidean,900,97.19,6445.69,0.0
gist-960-euclidean,1000,97.47,7042.25,0.0
gist-960-euclidean,1100,97.72,7629.23,0.0
gist-960-euclidean,1200,97.95,8213.99,0.0
gist-960-euclidean,1300,98.13,8775.93,0.0
gist-960-euclidean,1400,98.3,9330.84,0.0
gist-960-euclidean,1500,98.46,9881.6,0.0
gist-960-euclidean,2000,98.83,12545.3,0.0
gist-960-euclidean,2500,99.04,15050.0,0.0
gist-960-euclidean,3000,99.22,17447.4,0.0
gist-960-euclidean,3500,99.34,19766.2,0.0
gist-960-euclidean,4000,99.45,21995.3,0.0
glove-200-angular,10,34.12,70.5258,0.0
glove-200-angular,20,46.15,109.04,0.0
glove-200-angular,30,52.64,146.984,0.0
