dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,10,59.54,444.887,1.34
contriever-768,20,74.39,560.875,1.83
contriever-768,30,80.31,656.278,2.0
contriever-768,40,83.56,743.851,2.11
contriever-768,50,84.93,830.953,2.15
contriever-768,60,86.73,915.528,2.17
contriever-768,70,87.92,1004.14,2.19
contriever-768,80,88.75,1088.13,2.2
contriever-768,90,89.08,1170.2,2.2
contriever-768,100,89.52,1255.18,2.21
contriever-768,110,89.93,1334.2,2.22
contriever-768,120,90.43,1418.46,2.28
contriever-768,130,90.62,1501.6,2.28
contriever-768,140,90.95,1581.46,2.3
contriever-768,150,91.14,1670.71,2.31
contriever-768,160,91.22,1743.64,2.31
contriever-768,170,91.52,1830.74,2.31
contriever-768,180,91.62,1900.74,2.31
contriever-768,190,91.93,1987.29,2.34
contriever-768,200,92.02,2065.75,2.35
contriever-768,240,92.36,2380.27,2.35
contriever-768,280,92.79,2696.35,2.39
contriever-768,320,92.85,3003.63,2.39
contriever-768,360,93.1,3324.13,2.43
contriever-768,400,93.31,3629.66,2.44
contriever-768,500,93.78,4382.73,2.47
contriever-768,600,94.01,5124.25,2.48
contriever-768,700,94.17,5877.16,2.48
contriever-768,800,94.33,6613.88,2.48
contriever-768,900,94.48,7330.04,2.49
contriever-768,1000,94.49,8010.38,2.49
contriever-768,1100,94.51,8670.68,2.49
contriever-768,1200,94.53,9319.94,2.49
contriever-768,1300,94.58,9978.82,2.49
contriever-768,1400,94.58,10632.4,2.51
deep-image-96-angular,10,58.02,188.639,1.31
deep-image-96-angular,20,71.04,290.379,1.57
deep-image-96-angular,30,77.85,350.344,1.72
deep-image-96-angular,40,82.15,290.634,1.8
deep-image-96-angular,50,84.97,322.656,1.87
deep-image-96-angular,60,86.86,368.758,1.9
deep-image-96-angular,70,88.4,425.689,1.91
deep-image-96-angular,80,89.49,459.653,1.92
deep-image-96-angular,90,90.49,506.435,1.94
deep-image-96-angular,100,91.26,555.763,1.96
deep-image-96-angular,110,91.83,595.087,1.97
deep-image-96-angular,120,92.32,652.927,1.99
deep-image-96-angular,130,92.74,700.442,1.99
deep-image-96-angular,140,93.17,733.932,1.99
deep-image-96-angular,150,93.44,786.555,2.0
deep-image-96-angular,160,93.71,833.377,2.0
deep-image-96-angular,170,93.93,869.293,2.0
deep-image-96-angular,180,94.26,913.106,2.01
deep-image-96-angular,190,94.44,971.106,2.01
deep-image-96-angular,200,94.56,1015.3,2.01
deep-image-96-angular,240,95.12,1175.18,2.01
deep-image-96-angular,280,95.52,1352.18,2.03
deep-image-96-angular,320,95.72,1512.38,2.04
deep-image-96-angular,360,95.98,1684.72,2.07
deep-image-96-angular,400,96.05,1835.65,2.07
deep-image-96-angular,500,96.3,2228.79,2.08
deep-image-96-angular,600,96.42,2599.74,2.08
deep-image-96-angular,700,96.54,2953.7,2.09
deep-image-96-angular,800,96.6,3319.25,2.09
deep-image-96-angular,900,96.67,3674.77,2.1
deep-image-96-angular,1000,96.71,4028.97,2.11
deep-image-96-angular,1100,96.73,4368.57,2.12
deep-image-96-angular,1200,96.77,4697.56,2.14
deep-image-96-angular,1300,96.78,5017.49,2.14
deep-image-96-angular,1400,96.79,5335.71,2.16
deep-image-96-angular,1500,96.8,5646.39,2.16
deep-image-96-angular,2000,96.85,7145.19,2.17
deep-image-96-angular,2500,96.86,8598.82,2.17
deep-image-96-angular,3000,96.88,9977.62,2.18
deep-image-96-angular,3500,96.88,11313.4,2.21
gist-960-euclidean,10,41.98,604.232,0.4
gist-960-euclidean,20,55.87,746.165,0.48
gist-960-euclidean,30,64.73,676.827,0.52
gist-960-euclidean,40,70.13,700.704,0.55
gist-960-euclidean,50,74.17,753.158,0.57
gist-960-euclidean,60,77.06,794.152,0.59
gist-960-euclidean,70,79.7,845.817,0.6
gist-960-euclidean,80,81.63,889.307,0.62
gist-960-euclidean,90,83.44,929.018,0.63
gist-960-euclidean,100,85.06,982.206,0.64
gist-960-euclidean,110,86.15,1030.44,0.67
gist-960-euclidean,120,87.16,1065.75,0.67
gist-960-euclidean,130,88.07,1102.94,0.67
gist-960-euclidean,140,88.84,1149.26,0.67
gist-960-euclidean,150,89.45,1187.62,0.67
gist-960-euclidean,160,90.2,1219.85,0.68
gist-960-euclidean,170,90.84,1262.24,0.68
gist-960-euclidean,180,91.32,1306.22,0.68
gist-960-euclidean,190,91.87,1342.84,0.69
gist-960-euclidean,200,92.1,1372.87,0.69
gist-960-euclidean,240,93.32,1519.14,0.69
gist-960-euclidean,280,94.32,1664.71,0.69
gist-960-euclidean,320,95.01,1789.54,0.69
