dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,10,63.96,414.509,0.178853
contriever-768,20,77.39,513.817,0.288636
contriever-768,30,83.4,593.974,0.35992
contriever-768,40,86.96,666.69,0.440388
contriever-768,50,88.76,740.064,0.502498
contriever-768,60,89.89,798.847,0.563564
contriever-768,70,91.33,861.084,0.633653
contriever-768,80,92.44,926.015,0.702271
contriever-768,90,92.77,983.799,0.75986
contriever-768,100,93.34,1042.12,0.821775
contriever-768,110,93.8,1099.47,0.875195
contriever-768,120,94.01,1152.94,0.936533
contriever-768,130,94.19,1210.11,1.00158
contriever-768,140,94.43,1265.97,1.04138
contriever-768,150,94.63,1316.72,1.09613
contriever-768,160,94.94,1375.91,1.16305
contriever-768,170,95.0,1421.46,1.20065
contriever-768,180,95.33,1478.93,1.26587
contriever-768,190,95.4,1525.49,1.31655
contriever-768,200,95.52,1575.12,1.3542
contriever-768,240,95.84,1775.53,1.56625
contriever-768,280,95.98,1964.65,1.75525
contriever-768,320,96.13,2145.39,1.95196
contriever-768,360,96.21,2336.58,2.1389
contriever-768,400,96.54,2516.7,2.31098
contriever-768,500,96.74,2951.58,2.76956
contriever-768,600,96.83,3366.55,3.1886
contriever-768,700,96.92,3778.49,3.60419
contriever-768,800,96.98,4169.33,4.00695
contriever-768,900,97.01,5426.54,7.59846
contriever-768,1000,97.02,5412.97,5.37303
contriever-768,1100,97.06,5791.32,5.57879
contriever-768,1200,97.1,6169.0,5.94495
contriever-768,1300,97.12,6547.31,6.34318
contriever-768,1400,97.15,6932.8,6.70869
contriever-768,1500,97.15,7306.61,7.08227
deep-image-96-angular,10,59.42,139.47,0.118665
deep-image-96-angular,20,70.63,209.733,0.18142
deep-image-96-angular,30,76.3,263.33,0.23579
deep-image-96-angular,40,80.05,310.942,0.284078
deep-image-96-angular,50,82.85,362.776,0.343703
deep-image-96-angular,60,84.95,397.756,0.374731
deep-image-96-angular,70,86.48,444.236,0.417118
deep-image-96-angular,80,87.6,489.221,0.47352
deep-image-96-angular,90,88.72,537.282,0.509089
deep-image-96-angular,100,89.57,566.364,0.542383
deep-image-96-angular,110,90.38,611.462,0.587254
deep-image-96-angular,120,91.11,653.149,0.632878
deep-image-96-angular,130,91.64,695.225,0.666464
deep-image-96-angular,140,92.05,735.581,0.718552
deep-image-96-angular,150,92.46,764.491,0.735721
deep-image-96-angular,160,92.86,802.83,0.77787
deep-image-96-angular,170,93.24,844.168,0.826849
deep-image-96-angular,180,93.58,874.877,0.845788
deep-image-96-angular,190,93.9,903.917,0.886818
deep-image-96-angular,200,94.04,940.273,0.915068
deep-image-96-angular,240,94.78,1093.23,1.0714
deep-image-96-angular,280,95.67,1220.15,1.20223
deep-image-96-angular,320,96.33,1347.41,1.32135
deep-image-96-angular,360,96.79,1466.15,1.44433
deep-image-96-angular,400,97.3,1605.03,1.58675
deep-image-96-angular,500,97.82,1884.27,1.86603
deep-image-96-angular,600,98.29,2169.83,2.15536
deep-image-96-angular,700,98.52,2470.53,2.4517
deep-image-96-angular,800,98.76,2727.33,2.72461
deep-image-96-angular,900,98.88,2990.84,2.98002
deep-image-96-angular,1000,98.96,3250.48,3.23958
deep-image-96-angular,1100,99.04,3496.49,3.4936
deep-image-96-angular,1200,99.12,3741.56,3.74273
deep-image-96-angular,1300,99.2,3993.22,3.98645
deep-image-96-angular,1400,99.24,4241.07,4.23763
deep-image-96-angular,1500,99.36,4453.62,4.45039
deep-image-96-angular,2000,99.55,5612.24,5.62484
gist-960-euclidean,10,43.4,550.875,0.196172
gist-960-euclidean,20,58.37,650.62,0.286936
gist-960-euclidean,30,65.94,747.297,0.386486
gist-960-euclidean,40,71.16,812.621,0.443377
gist-960-euclidean,50,75.25,893.582,0.520494
gist-960-euclidean,60,77.99,959.612,0.589584
gist-960-euclidean,70,80.9,1035.13,0.674069
gist-960-euclidean,80,82.85,1094.08,0.735321
gist-960-euclidean,90,84.58,1157.18,0.799408
gist-960-euclidean,100,85.82,1219.72,0.858279
gist-960-euclidean,110,86.65,1283.01,0.91323
gist-960-euclidean,120,87.52,1342.96,0.998107
gist-960-euclidean,130,88.33,1405.41,1.05297
gist-960-euclidean,140,89.14,1464.76,1.11202
gist-960-euclidean,150,89.82,1522.99,1.16619
gist-960-euclidean,160,90.54,1583.84,1.22801
gist-960-euclidean,170,91.25,1642.35,1.30189
gist-960-euclidean,180,91.72,1699.43,1.33459
gist-960-euclidean,190,92.1,1752.83,1.4092
gist-960-euclidean,200,92.65,1814.81,1.47471
gist-960-euclidean,240,93.85,2029.55,1.68962
gist-960-euclidean,280,94.92,2241.88,1.90188
gist-960-euclidean,320,95.61,2447.2,2.11095
gist-960-euclidean,360,96.22,2641.61,2.31749
gist-960-euclidean,400,96.76,2837.93,2.51366
gist-960-euclidean,500,97.61,3297.46,2.98523
gist-960-euclidean,600,98.02,3729.54,3.42521
gist-960-euclidean,700,98.42,4150.4,3.84602
gist-960-euclidean,800,98.57,4570.87,4.28259
gist-960-euclidean,900,98.75,4955.39,4.67505
gist-960-euclidean,1000,98.89,5326.05,5.04999
gist-960-euclidean,1100,98.97,5671.48,5.39526
gist-960-euclidean,1200,99.07,6019.29,5.71519
gist-960-euclidean,1300,99.15,6356.42,6.02849
gist-960-euclidean,1400,99.22,6687.55,6.34771
gist-960-euclidean,1500,99.27,7009.8,6.65803
gist-960-euclidean,2000,99.41,8555.69,8.21639
gist-960-euclidean,2500,99.56,9968.21,9.61706
glove-200-angular,10,37.22,113.539,0.0830324
glove-200-angular,20,48.37,170.506,0.138052
glove-200-angular,30,55.11,222.822,0.189589
glove-200-angular,40,58.72,269.657,0.235752
glove-200-angular,50,61.19,325.367,0.294282
glove-200-angular,60,63.56,357.767,0.329111
glove-200-angular,70,65.94,396.171,0.360999
glove-200-angular,80,67.6,438.521,0.409922
glove-200-angular,90,68.94,476.51,0.448017
glove-200-angular,100,70.29,515.937,0.487564
glove-200-angular,110,71.06,553.769,0.532963
glove-200-angular,120,71.92,599.036,0.570574
glove-200-angular,130,72.65,630.354,0.593447
glove-200-angular,140,73.44,667.934,0.647248
glove-200-angular,150,74.34,704.48,0.675991
glove-200-angular,160,74.91,749.817,0.729006
glove-200-angular,170,75.5,777.609,0.760779
glove-200-angular,180,76.15,813.454,0.788819
glove-200-angular,190,76.64,855.07,0.834278
glove-200-angular,200,77.15,901.101,0.880094
glove-200-angular,240,78.21,1037.9,1.01225
glove-200-angular,280,79.25,1197.78,1.18411
glove-200-angular,320,80.29,1340.75,1.33095
glove-200-angular,360,81.18,1482.62,1.46867
glove-200-angular,400,82.15,1644.0,1.63764
glove-200-angular,500,83.49,1990.48,1.98391
glove-200-angular,600,84.34,2345.24,2.34622
glove-200-angular,700,85.09,2715.42,2.72412
glove-200-angular,800,85.69,3060.62,3.0771
glove-200-angular,900,85.96,3393.65,3.41002
glove-200-angular,1000,86.3,3751.69,3.77599
glove-200-angular,1100,86.55,4070.88,4.11079
glove-200-angular,1200,86.8,4404.06,4.43554
glove-200-angular,1300,87.05,4738.21,4.77797
glove-200-angular,1400,87.27,5056.69,5.10853
glove-200-angular,1500,87.47,5396.1,5.45191
glove-200-angular,2000,88.24,6929.12,7.00883
glove-200-angular,2500,88.64,8358.38,8.47016
glove-200-angular,3000,88.81,9692.02,9.81971
glove-200-angular,3500,89.09,10950.9,11.1029
glove-200-angular,4000,89.25,12143.9,12.3196
instructorxl-arxiv-768,10,55.15,353.019,0.142283
instructorxl-arxiv-768,20,85.42,458.953,0.233257
instructorxl-arxiv-768,30,89.47,511.928,0.286423
instructorxl-arxiv-768,40,92.13,564.596,0.351023
instructorxl-arxiv-768,50,94.04,616.874,0.391364
instructorxl-arxiv-768,60,95.05,667.072,0.445156
instructorxl-arxiv-768,70,95.58,715.525,0.501364
instructorxl-arxiv-768,80,96.14,755.698,0.539618
instructorxl-arxiv-768,90,96.84,798.342,0.573532
instructorxl-arxiv-768,100,97.22,847.375,0.628207
instructorxl-arxiv-768,110,97.55,895.233,0.679592
instructorxl-arxiv-768,120,97.8,932.195,0.716611
instructorxl-arxiv-768,130,97.96,977.848,0.757714
instructorxl-arxiv-768,140,98.12,1009.03,0.800616
instructorxl-arxiv-768,150,98.18,1062.02,0.845373
instructorxl-arxiv-768,160,98.36,1099.93,0.895143
instructorxl-arxiv-768,170,98.5,1133.41,0.92048
instructorxl-arxiv-768,180,98.56,1189.7,0.964515
instructorxl-arxiv-768,190,98.63,1220.35,1.01484
instructorxl-arxiv-768,200,98.71,1264.87,1.03959
instructorxl-arxiv-768,240,98.95,1421.7,1.21614
instructorxl-arxiv-768,280,99.12,1563.43,1.34193
instructorxl-arxiv-768,320,99.19,1708.73,1.50696
instructorxl-arxiv-768,360,99.32,1855.91,1.65409
instructorxl-arxiv-768,400,99.38,2000.35,1.7866
instructorxl-arxiv-768,500,99.51,2339.32,2.13749
msong-420,10,74.37,173.321,0.0897438
msong-420,20,87.96,219.557,0.134366
msong-420,30,92.35,256.445,0.171258
