dataset,efsearch,recall,per_query_us,pruing_rate
contriever-768,10,62.89,412.948,0.06
contriever-768,20,77.55,523.974,0.15
contriever-768,30,83.06,607.71,0.15
contriever-768,40,86.3,683.76,0.15
contriever-768,50,88.5,759.206,0.15
contriever-768,60,89.83,826.926,0.16
contriever-768,70,91.28,889.567,0.17
contriever-768,80,92.27,963.833,0.19
contriever-768,90,92.72,1023.46,0.19
contriever-768,100,93.37,1089.67,0.2
contriever-768,110,93.85,1142.62,0.2
contriever-768,120,94.09,1202.14,0.22
contriever-768,130,94.39,1267.06,0.22
contriever-768,140,94.65,1314.52,0.22
contriever-768,150,94.79,1375.99,0.23
contriever-768,160,95.04,1430.17,0.23
contriever-768,170,95.14,1487.47,0.23
contriever-768,180,95.44,1536.85,0.23
contriever-768,190,95.5,1586.97,0.23
contriever-768,200,95.63,1646.04,0.23
contriever-768,240,95.8,1848.36,0.23
contriever-768,280,95.98,2057.66,0.25
contriever-768,320,96.13,2256.41,0.25
contriever-768,360,96.2,2443.16,0.25
contriever-768,400,96.5,2644.35,0.26
contriever-768,500,96.7,3085.34,0.27
contriever-768,600,96.8,3529.03,0.28
contriever-768,700,96.88,3970.27,0.28
contriever-768,800,96.94,4370.2,0.29
contriever-768,900,96.97,4776.78,0.29
contriever-768,1000,96.98,5170.5,0.29
contriever-768,1100,97.04,5546.5,0.3
contriever-768,1200,97.06,5926.3,0.31
contriever-768,1300,97.08,6300.45,0.31
contriever-768,1400,97.11,6672.02,0.32
contriever-768,1500,97.11,7020.64,0.32
deep-image-96-angular,10,59.73,131.04,0.0
deep-image-96-angular,20,70.3,198.623,0.0
deep-image-96-angular,30,76.18,260.578,0.0
deep-image-96-angular,40,80.16,310.889,0.0
deep-image-96-angular,50,82.96,357.085,0.0
deep-image-96-angular,60,85.02,410.502,0.0
deep-image-96-angular,70,86.48,444.905,0.0
deep-image-96-angular,80,87.51,492.639,0.0
deep-image-96-angular,90,88.68,537.404,0.0
deep-image-96-angular,100,89.66,610.122,0.0
deep-image-96-angular,110,90.41,630.223,0.0
deep-image-96-angular,120,91.19,668.362,0.0
deep-image-96-angular,130,91.74,712.68,0.0
deep-image-96-angular,140,92.1,763.222,0.0
deep-image-96-angular,150,92.52,795.101,0.0
deep-image-96-angular,160,92.9,835.099,0.0
deep-image-96-angular,170,93.33,880.581,0.0
deep-image-96-angular,180,93.62,920.267,0.0
deep-image-96-angular,190,93.88,957.061,0.0
deep-image-96-angular,200,94.02,1001.32,0.0
deep-image-96-angular,240,94.82,1156.47,0.0
deep-image-96-angular,280,95.71,1295.02,0.0
deep-image-96-angular,320,96.38,1459.46,0.0
deep-image-96-angular,360,96.86,1578.38,0.0
deep-image-96-angular,400,97.3,1732.61,0.0
deep-image-96-angular,500,97.81,2053.88,0.0
deep-image-96-angular,600,98.27,2373.89,0.0
deep-image-96-angular,700,98.51,2679.38,0.0
deep-image-96-angular,800,98.73,2982.24,0.0
deep-image-96-angular,900,98.88,3282.39,0.0
deep-image-96-angular,1000,98.93,3575.14,0.0
deep-image-96-angular,1100,99.04,3858.23,0.0
deep-image-96-angular,1200,99.13,4137.95,0.0
deep-image-96-angular,1300,99.22,4386.48,0.0
deep-image-96-angular,1400,99.24,4655.55,0.0
deep-image-96-angular,1500,99.34,4915.84,0.0
deep-image-96-angular,2000,99.54,6155.31,0.0
gist-960-euclidean,10,43.48,560.227,0.0
gist-960-euclidean,20,58.37,678.774,0.01
gist-960-euclidean,30,65.96,767.96,0.01
gist-960-euclidean,40,71.32,851.0,0.01
gist-960-euclidean,50,75.42,929.396,0.02
gist-960-euclidean,60,78.14,1010.74,0.02
gist-960-euclidean,70,80.98,1074.56,0.02
gist-960-euclidean,80,82.93,1143.7,0.02
gist-960-euclidean,90,84.55,1208.88,0.02
gist-960-euclidean,100,85.76,1277.34,0.02
gist-960-euclidean,110,86.63,1339.12,0.02
gist-960-euclidean,120,87.53,1410.63,0.02
gist-960-euclidean,130,88.36,1470.89,0.02
gist-960-euclidean,140,89.16,1537.96,0.02
gist-960-euclidean,150,89.8,1599.83,0.02
gist-960-euclidean,160,90.55,1663.96,0.02
gist-960-euclidean,170,91.22,1727.6,0.02
gist-960-euclidean,180,91.7,1777.14,0.02
gist-960-euclidean,190,92.08,1850.75,0.02
gist-960-euclidean,200,92.63,1905.51,0.02
gist-960-euclidean,240,93.86,2136.32,0.03
gist-960-euclidean,280,94.9,2366.36,0.03
gist-960-euclidean,320,95.59,2574.43,0.03
gist-960-euclidean,360,96.2,2824.04,0.04
gist-960-euclidean,400,96.74,2985.53,0.04
gist-960-euclidean,500,97.6,3471.04,0.04
gist-960-euclidean,600,98.01,3924.77,0.04
gist-960-euclidean,700,98.4,4360.97,0.05
gist-960-euclidean,800,98.56,4774.16,0.05
gist-960-euclidean,900,98.75,5201.62,0.05
gist-960-euclidean,1000,98.89,5589.69,0.05
gist-960-euclidean,1100,98.97,5965.85,0.05
gist-960-euclidean,1200,99.07,6324.85,0.05
gist-960-euclidean,1300,99.16,6678.91,0.05
gist-960-euclidean,1400,99.23,7014.79,0.05
gist-960-euclidean,1500,99.27,7353.22,0.05
gist-960-euclidean,2000,99.41,8940.06,0.05
gist-960-euclidean,2500,99.56,10428.9,0.05
glove-200-angular,10,37.51,114.542,0.02
glove-200-angular,20,48.82,173.421,0.06
glove-200-angular,30,55.38,226.531,0.08
glove-200-angular,40,59.01,280.638,0.08
glove-200-angular,50,61.69,327.221,0.1
glove-200-angular,60,63.97,367.453,0.1
glove-200-angular,70,66.45,416.211,0.11
glove-200-angular,80,67.88,451.608,0.11
glove-200-angular,90,69.25,511.277,0.11
glove-200-angular,100,70.48,554.425,0.11
glove-200-angular,110,71.43,599.104,0.12
glove-200-angular,120,72.22,633.686,0.13
glove-200-angular,130,72.87,679.849,0.13
glove-200-angular,140,73.78,719.16,0.14
glove-200-angular,150,74.66,748.497,0.15
glove-200-angular,160,75.18,799.68,0.16
glove-200-angular,170,75.69,835.725,0.16
glove-200-angular,180,76.35,885.921,0.16
glove-200-angular,190,76.89,918.655,0.16
glove-200-angular,200,77.23,972.324,0.17
glove-200-angular,240,78.39,1120.77,0.19
glove-200-angular,280,79.34,1280.75,0.19
glove-200-angular,320,80.4,1458.92,0.19
glove-200-angular,360,81.31,1610.7,0.19
glove-200-angular,10,37.51,116.81,0.02
glove-200-angular,20,48.82,174.716,0.06
glove-200-angular,30,55.38,228.285,0.08
glove-200-angular,40,59.01,266.965,0.08
glove-200-angular,50,61.69,327.348,0.1
glove-200-angular,60,63.97,371.39,0.1
glove-200-angular,70,66.45,415.873,0.11
glove-200-angular,80,67.88,467.342,0.11
glove-200-angular,90,69.25,501.992,0.11
glove-200-angular,100,70.48,548.012,0.11
glove-200-angular,110,71.43,589.029,0.12
glove-200-angular,120,72.22,628.121,0.13
glove-200-angular,130,72.87,673.043,0.13
glove-200-angular,140,73.78,722.418,0.14
glove-200-angular,150,74.66,753.48,0.15
glove-200-angular,160,75.18,795.061,0.16
glove-200-angular,170,75.69,829.811,0.16
glove-200-angular,180,76.35,888.731,0.16
glove-200-angular,190,76.89,914.135,0.16
glove-200-angular,200,77.23,962.557,0.17
glove-200-angular,240,78.39,1144.16,0.19
glove-200-angular,280,79.34,1285.89,0.19
glove-200-angular,320,80.4,1450.12,0.19
glove-200-angular,360,81.31,1613.07,0.19
glove-200-angular,400,82.19,1769.67,0.21
glove-200-angular,500,83.54,2174.78,0.23
glove-200-angular,600,84.42,2562.3,0.25
glove-200-angular,700,85.15,2946.48,0.27
glove-200-angular,800,85.75,3350.78,0.28
glove-200-angular,900,86.03,3767.11,0.28
glove-200-angular,1000,86.4,4159.66,0.28
glove-200-angular,1100,86.66,4526.75,0.29
glove-200-angular,1200,86.91,4892.51,0.29
glove-200-angular,1300,87.14,5253.9,0.29
glove-200-angular,1400,87.35,5570.18,0.29
glove-200-angular,1500,87.59,5915.35,0.29
glove-200-angular,2000,88.32,7629.76,0.31
glove-200-angular,2500,88.74,9176.55,0.32
