dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,10,49.35,22.625,0.02354
glove-100-angular_100k,20,63.48,43.189,0.0383774
glove-100-angular_100k,30,71.18,59.019,0.0536306
glove-100-angular_100k,40,75.93,74.561,0.0685554
glove-100-angular_100k,50,78.94,89.517,0.0829692
glove-100-angular_100k,60,81.55,104.654,0.0974569
glove-100-angular_100k,70,83.33,119.411,0.111553
glove-100-angular_100k,80,84.63,131.387,0.126206
glove-100-angular_100k,90,85.9,149.23,0.140129
glove-100-angular_100k,100,86.83,165.575,0.15575
glove-100-angular_100k,110,87.7,178.667,0.168143
glove-100-angular_100k,120,88.42,193.867,0.182687
glove-100-angular_100k,130,89.07,208.239,0.196154
glove-100-angular_100k,140,89.65,224.616,0.211815
glove-100-angular_100k,150,90.22,239.239,0.225832
glove-100-angular_100k,160,90.74,254.729,0.240607
glove-100-angular_100k,170,91.16,270.086,0.255329
glove-100-angular_100k,180,91.53,284.775,0.269346
glove-100-angular_100k,190,91.89,296.111,0.280088
glove-100-angular_100k,200,92.14,310.798,0.294106
glove-100-angular_100k,240,93.04,373.214,0.356996
glove-100-angular_100k,280,93.84,418.173,0.396441
glove-100-angular_100k,320,94.61,475.327,0.450923
glove-100-angular_100k,360,95.08,528.374,0.501232
glove-100-angular_100k,400,95.37,582.101,0.552086
glove-100-angular_100k,500,96.1,717.031,0.679809
glove-100-angular_100k,600,96.52,843.697,0.799375
glove-100-angular_100k,700,96.75,969.74,0.918202
glove-100-angular_100k,800,97.06,1090.53,1.03164
glove-100-angular_100k,900,97.18,1208.17,1.14172
glove-100-angular_100k,1000,97.37,1328.76,1.2543
glove-100-angular_100k,1100,97.57,1446.84,1.36467
glove-100-angular_100k,1200,97.71,1555.13,1.46506
glove-100-angular_100k,1300,97.85,1669.01,1.57069
glove-100-angular_100k,1400,97.91,1787.33,1.6814
glove-100-angular_100k,1500,97.94,1886.17,1.77227
glove-100-angular_100k,2000,98.23,2432.49,2.27688
glove-100-angular_100k,2500,98.39,2943.04,2.74476
glove-100-angular_100k,3000,98.49,3434.78,3.19367
glove-100-angular_100k,3500,98.59,3916.07,3.63067
glove-100-angular_100k,4000,98.65,4386.55,4.05562
glove-100-angular_100k,6000,98.76,6201.36,5.68703
glove-100-angular_100k,10000,98.91,9379.11,8.47912
glove-100-angular_100k,15000,99.05,12952.9,11.5363
glove-200-angular_100k,10,71.99,38.42,0.0332252
glove-200-angular_100k,20,81.59,61.923,0.0538766
glove-200-angular_100k,30,85.32,85.396,0.0765858
glove-200-angular_100k,40,87.6,107.31,0.100445
glove-200-angular_100k,50,89.08,134.437,0.124024
glove-200-angular_100k,60,90.16,150.685,0.147296
glove-200-angular_100k,70,91.01,181.66,0.169859
glove-200-angular_100k,80,91.67,202.456,0.193805
glove-200-angular_100k,90,92.11,227.81,0.214675
glove-200-angular_100k,100,92.54,246.589,0.236734
glove-200-angular_100k,110,92.79,271.729,0.257359
glove-200-angular_100k,120,93.08,297.268,0.282105
glove-200-angular_100k,130,93.25,316.716,0.304699
glove-200-angular_100k,140,93.47,336.507,0.320114
glove-200-angular_100k,150,93.57,354.525,0.341442
glove-200-angular_100k,160,93.74,376.314,0.362534
glove-200-angular_100k,170,93.77,397.674,0.379343
glove-200-angular_100k,180,93.97,414.873,0.39993
glove-200-angular_100k,190,94.13,439.058,0.41937
glove-200-angular_100k,200,94.19,454.844,0.438535
glove-200-angular_100k,240,94.52,536.42,0.5134
glove-200-angular_100k,280,94.74,609.674,0.587834
glove-200-angular_100k,320,94.94,687.569,0.658986
glove-200-angular_100k,360,95.09,759.672,0.728243
glove-200-angular_100k,400,95.28,828.081,0.793846
glove-200-angular_100k,500,95.53,993.414,0.951801
glove-200-angular_100k,600,95.75,1156.75,1.10765
glove-200-angular_100k,700,95.8,1315.85,1.25932
