dataset,efsearch,recall,per_query_us,pruing_rate
glove-100-angular_100k,10,49.36,55.7369,0.0436151
glove-100-angular_100k,20,63.49,79.3509,0.0668323
glove-100-angular_100k,30,71.19,104.706,0.0919553
glove-100-angular_100k,40,75.94,127.885,0.114933
glove-100-angular_100k,50,78.96,150.629,0.137512
glove-100-angular_100k,60,81.51,174.25,0.160982
glove-100-angular_100k,70,83.3,192.726,0.181611
glove-100-angular_100k,80,84.64,219.217,0.20956
glove-100-angular_100k,90,85.88,243.586,0.229909
glove-100-angular_100k,100,86.82,261.249,0.251429
glove-100-angular_100k,110,87.69,279.152,0.269224
glove-100-angular_100k,120,88.41,299.989,0.293961
glove-100-angular_100k,130,89.06,325.644,0.311551
glove-100-angular_100k,140,89.64,347.828,0.333669
glove-100-angular_100k,150,90.22,370.753,0.356401
glove-100-angular_100k,160,90.75,387.185,0.372883
glove-100-angular_100k,170,91.16,409.689,0.395237
glove-100-angular_100k,180,91.53,427.062,0.412585
glove-100-angular_100k,190,91.87,446.967,0.43244
glove-100-angular_100k,200,92.12,467.409,0.452907
glove-100-angular_100k,240,93.02,544.557,0.529941
glove-100-angular_100k,280,93.82,633.096,0.61827
glove-100-angular_100k,320,94.59,701.939,0.68713
glove-100-angular_100k,360,95.06,767.101,0.752234
glove-100-angular_100k,400,95.35,831.402,0.820537
glove-100-angular_100k,500,96.08,1002.71,0.995742
glove-100-angular_100k,600,96.5,1168.41,1.15346
glove-100-angular_100k,700,96.72,1335.44,1.32039
glove-100-angular_100k,800,97.03,1474.58,1.46346
glove-100-angular_100k,900,97.17,1620.41,1.60536
glove-100-angular_100k,1000,97.36,1781.66,1.76648
glove-100-angular_100k,1100,97.55,1908.64,1.8935
glove-100-angular_100k,1200,97.68,2027.95,2.02083
glove-100-angular_100k,1300,97.82,2174.46,2.15929
glove-100-angular_100k,1400,97.87,2293.72,2.27873
glove-100-angular_100k,1500,97.91,2429.46,2.4143
glove-100-angular_100k,2000,98.19,3017.17,3.00215
glove-100-angular_100k,2500,98.36,3578.42,3.5634
glove-100-angular_100k,3000,98.45,4106.69,4.09577
glove-100-angular_100k,3500,98.55,4636.59,4.62139
glove-100-angular_100k,4000,98.61,5116.44,5.10141
glove-100-angular_100k,6000,98.77,6897.11,6.88238
glove-100-angular_100k,10000,98.86,9852.85,9.83826
glove-100-angular_100k,15000,98.99,13069.4,13.0589
glove-200-angular_100k,10,71.97,82.4153,0.0568454
glove-200-angular_100k,20,81.56,112.675,0.0874359
glove-200-angular_100k,30,85.29,150.082,0.122158
glove-200-angular_100k,40,87.55,179.564,0.151535
glove-200-angular_100k,50,89.03,210.987,0.182582
glove-200-angular_100k,60,90.11,241.688,0.212945
glove-200-angular_100k,70,90.96,275.698,0.246478
glove-200-angular_100k,80,91.63,301.696,0.272374
glove-200-angular_100k,90,92.08,330.034,0.300538
glove-200-angular_100k,100,92.52,360.777,0.331071
glove-200-angular_100k,110,92.78,381.103,0.353606
glove-200-angular_100k,120,93.07,409.875,0.38012
glove-200-angular_100k,130,93.24,430.033,0.404135
glove-200-angular_100k,140,93.45,457.707,0.427811
glove-200-angular_100k,150,93.53,480.711,0.45471
glove-200-angular_100k,160,93.69,491.698,0.462187
glove-200-angular_100k,170,93.73,514.604,0.485043
glove-200-angular_100k,180,93.92,533.502,0.504016
glove-200-angular_100k,190,94.08,557.56,0.527949
glove-200-angular_100k,200,94.14,570.543,0.544972
glove-200-angular_100k,240,94.48,652.661,0.627037
glove-200-angular_100k,280,94.69,730.934,0.701287
glove-200-angular_100k,320,94.92,804.325,0.774526
glove-200-angular_100k,360,95.07,866.097,0.840293
glove-200-angular_100k,400,95.26,934.925,0.90891
glove-200-angular_100k,500,95.5,1084.04,1.0541
glove-200-angular_100k,600,95.71,1222.83,1.19206
glove-200-angular_100k,700,95.76,1355.82,1.32555
glove-200-angular_100k,800,95.8,1476.8,1.44644
glove-200-angular_100k,900,95.86,1587.99,1.55778
glove-200-angular_100k,1000,95.89,1697.28,1.67079
glove-200-angular_100k,1100,95.94,1810.24,1.77963
glove-200-angular_100k,1200,95.95,1898.11,1.87159
glove-200-angular_100k,1300,95.97,2004.96,1.97438
glove-200-angular_100k,1400,95.99,2087.86,2.05729
glove-200-angular_100k,1500,95.99,2182.31,2.15168
glove-200-angular_10k,10,87.7,55.5268,0.0366807
glove-200-angular_10k,20,93.13,79.5108,0.0603615
glove-200-angular_10k,30,94.98,100.263,0.081062
glove-200-angular_10k,40,95.62,118.796,0.0995532
glove-200-angular_10k,50,96.05,135.842,0.116567
glove-200-angular_10k,60,96.47,151.94,0.132568
glove-200-angular_10k,70,96.7,168.669,0.149066
glove-200-angular_10k,80,96.98,180.927,0.161391
glove-200-angular_10k,90,97.02,194.283,0.174626
glove-200-angular_10k,100,97.14,206.789,0.187053
glove-200-angular_10k,110,97.2,214.837,0.198804
glove-200-angular_10k,120,97.26,230.354,0.21057
glove-200-angular_10k,130,97.27,241.599,0.221709
glove-200-angular_10k,140,97.34,252.208,0.232255
glove-200-angular_10k,150,97.36,262.199,0.242205
glove-200-angular_10k,160,97.39,268.054,0.251979
glove-200-angular_10k,170,97.42,277.05,0.260905
glove-200-angular_10k,180,97.45,290.237,0.270063
glove-200-angular_10k,190,97.46,298.513,0.278303
glove-200-angular_10k,200,97.47,302.994,0.286736
glove-200-angular_10k,240,97.61,337.986,0.317589
glove-200-angular_10k,280,97.62,365.129,0.344585
glove-200-angular_10k,320,97.66,390.318,0.369757
glove-200-angular_10k,360,97.73,412.967,0.392329
glove-200-angular_10k,400,97.79,434.087,0.413429
glove-200-angular_10k,500,97.83,476.712,0.459851
glove-200-angular_10k,600,97.84,521.299,0.500409
glove-200-angular_10k,700,97.88,555.626,0.53867
glove-200-angular_10k,800,97.95,594.722,0.573704
glove-200-angular_10k,900,97.98,627.348,0.606311
glove-200-angular_10k,1000,97.99,652.865,0.635834
glove-200-angular_10k,1100,98.01,685.537,0.664441
glove-200-angular_10k,1200,98.02,712.395,0.691383
glove-200-angular_10k,1300,98.02,738.999,0.718015
glove-200-angular_1k,10,93.09,41.3968,0.0260861
glove-200-angular_1k,20,95.5,54.4778,0.0390424
glove-200-angular_1k,30,96.17,63.0068,0.0475628
glove-200-angular_1k,40,96.51,69.5238,0.054058
glove-200-angular_1k,50,96.73,74.6378,0.0591852
glove-200-angular_1k,60,96.88,78.8058,0.063329
glove-200-angular_1k,70,96.99,82.5258,0.0670437
glove-200-angular_1k,80,97.04,86.0508,0.070549
glove-200-angular_1k,90,97.06,88.8928,0.0733788
glove-200-angular_1k,100,97.07,91.5668,0.0760476
glove-200-angular_1k,110,97.07,93.6928,0.0781605
glove-25-angular_100k,10,76.35,22.1485,0.0189522
glove-25-angular_100k,20,87.35,29.7915,0.0253337
glove-25-angular_100k,30,91.95,39.5865,0.0350564
