dataset,nlist,nprobe,opt_level,simi_ratio,tri,tri_large,subnn_L2,subnn_IP,simi_update_rate,check_L2,check_IP,time_speedup,pruning_speedup,query_time,recall,r2,total_skipped_ids,total_skipped_true_knn,overall_false_pruning_rate
glove-50-angular_100k,317,2,7,1.0000000,0,3795,1028,825,0.0377081,0.0025408,0.0037738,0.0000000,1.0062557,0.0435259760000000,0.5539000034332275,0.0651816129684448,0,0,0.0000000
glove-50-angular_100k,317,4,7,1.0000000,5,10858,3062,4134,0.0208310,0.0039378,0.0044477,0.0000000,1.0099909,0.0736876560000000,0.6937999725341797,0.0349152088165283,0,0,0.0000000
glove-50-angular_100k,317,6,7,1.0000000,448,17299,5865,10137,0.0145513,0.0051367,0.0055213,0.0000000,1.0125186,0.1005493000000000,0.7696999907493591,0.0234562158584595,0,0,0.0000000
glove-50-angular_100k,317,8,7,1.0000000,643,23671,9224,17541,0.0112358,0.0061857,0.0063213,0.0000000,1.0143303,0.1207268760000000,0.8136000037193298,0.0175198316574097,0,0,0.0000000
glove-50-angular_100k,317,10,7,1.0000000,1059,29713,13238,26577,0.0091400,0.0071512,0.0070981,0.0000000,1.0159100,0.1533975290000000,0.8422999978065491,0.0141705274581909,0,0,0.0000000
glove-50-angular_100k,317,12,7,1.0000000,1936,35192,17818,37191,0.0077036,0.0082354,0.0079055,0.0000000,1.0173414,0.1786838670000000,0.8671000003814697,0.0113987922668457,0,0,0.0000000
glove-50-angular_100k,317,14,7,1.0000000,2653,40846,23023,49310,0.0066791,0.0092934,0.0087368,0.0000000,1.0187739,0.2028561820000000,0.8851999640464783,0.0095012187957764,0,0,0.0000000
glove-50-angular_100k,317,16,7,1.0000000,4084,46465,29044,62393,0.0058897,0.0104652,0.0095360,0.0000000,1.0201985,0.2285548620000000,0.8985999822616577,0.0080840587615967,0,0,0.0000000
glove-50-angular_100k,317,18,7,1.0000000,5333,51579,35807,76782,0.0052639,0.0115381,0.0102343,0.0000000,1.0214645,0.2543969580000000,0.9102999567985535,0.0069875717163086,0,0,0.0000000
glove-50-angular_100k,317,20,7,1.0000000,7611,56934,42823,91700,0.0047616,0.0126132,0.0108984,0.0000000,1.0227320,0.2777568040000000,0.9199000000953674,0.0061284303665161,0,0,0.0000000
glove-50-angular_100k,317,22,7,1.0000000,9791,62055,49614,107011,0.0043538,0.0134980,0.0114746,0.0000000,1.0237978,0.2972537860000000,0.9269999861717224,0.0054670572280884,0,0,0.0000000
glove-50-angular_100k,317,24,7,1.0000000,12511,66777,57753,123897,0.0040080,0.0145476,0.0121243,0.0000000,1.0249598,0.3581505050000000,0.9353999495506287,0.0047543048858643,0,0,0.0000000
glove-50-angular_100k,317,26,7,1.0000000,15556,71620,65922,142436,0.0037143,0.0155361,0.0127754,0.0000000,1.0261483,0.4090188610000000,0.9418999552726746,0.0041419267654419,0,0,0.0000000
glove-50-angular_100k,317,28,7,1.0000000,18782,76315,74144,160956,0.0034587,0.0163715,0.0132959,0.0000000,1.0271628,0.4393214390000000,0.9467999935150146,0.0036159753799438,0,0,0.0000000
glove-50-angular_100k,317,32,7,1.0000000,24661,86712,91074,198120,0.0030478,0.0180038,0.0142072,0.0000000,1.0289556,0.4790653940000000,0.9570999741554260,0.0029560327529907,0,0,0.0000000
glove-50-angular_100k,317,40,7,1.0000000,39641,106357,129427,281811,0.0024661,0.0208774,0.0160012,0.0000000,1.0324695,0.5973511620000000,0.9707999825477600,0.0020357370376587,0,0,0.0000000
glove-50-angular_100k,317,48,7,1.0000000,54385,126914,168454,371752,0.0020805,0.0231603,0.0175103,0.0000000,1.0353888,0.7143410770000000,0.9784999489784241,0.0013374090194702,0,0,0.0000000
glove-50-angular_100k,317,56,7,1.0000000,72101,146639,210610,469741,0.0018019,0.0252991,0.0189146,0.0000000,1.0381503,0.7486515090000000,0.9830999970436096,0.0010089874267578,0,0,0.0000000
glove-50-angular_100k,317,64,7,1.0000000,88520,165729,251705,570360,0.0015932,0.0269604,0.0200752,0.0000000,1.0403385,0.8508740910000000,0.9868999719619751,0.0007553100585938,0,0,0.0000000
glove-50-angular_100k,317,80,7,1.0000000,118414,203675,342299,791904,0.0013004,0.0301996,0.0223603,0.0000000,1.0444806,1.0582426540000001,0.9927999973297119,0.0004392862319946,0,0,0.0000000
glove-50-angular_100k,317,96,7,1.0000000,155271,241149,439344,1036977,0.0011032,0.0331908,0.0245266,0.0000000,1.0484954,1.2613586500000000,0.9953999519348145,0.0003041028976440,0,0,0.0000000
glove-50-angular_100k,317,112,7,1.0000000,190723,278284,539030,1295175,0.0009638,0.0358357,0.0264864,0.0000000,1.0520810,1.4730258000000001,0.9973999857902527,0.0001503229141235,0,0,0.0000000
glove-50-angular_100k,317,128,7,1.0000000,226580,314682,644428,1575457,0.0008595,0.0384774,0.0285045,0.0000000,1.0556651,1.8256094850000002,0.9986999630928040,0.0001015663146973,0,0,0.0000000
glove-50-angular_100k,317,144,7,1.0000000,266321,350737,754453,1873533,0.0007785,0.0411351,0.0304659,0.0000000,1.0592456,2.1773756650000000,0.9991999864578247,0.0000814199447632,0,0,0.0000000
