dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,10,56.68,217.762,0
contriever-768,20,72.52,280.072,0
contriever-768,30,79.73,341.299,0
contriever-768,40,84.02,406.468,0
contriever-768,50,85.76,486.964,0
contriever-768,60,87.66,535.037,0
contriever-768,70,88.78,586.191,0
contriever-768,80,89.59,652.906,0
contriever-768,100,91.34,911.082,0
contriever-768,200,94.12,1494.57,0
contriever-768,300,95.03,2177.51,0
contriever-768,400,95.62,2854.87,0
contriever-768,500,96.07,3562.34,0
contriever-768,600,96.5,4259.26,0
contriever-768,700,96.81,4956.19,0
contriever-768,800,96.97,5647.23,0
deep-image-96-angular,10,39.67,111.511,0
deep-image-96-angular,20,55.58,122.418,0
deep-image-96-angular,30,64.94,112.084,0
deep-image-96-angular,40,70.54,149.735,0
deep-image-96-angular,50,75.19,181.619,0
deep-image-96-angular,60,78.37,221.039,0
deep-image-96-angular,70,80.85,220.358,0
deep-image-96-angular,80,82.99,227.421,0
deep-image-96-angular,100,85.79,459.313,0
deep-image-96-angular,200,92.89,607.111,0
deep-image-96-angular,300,95.44,810.625,0
deep-image-96-angular,400,96.65,1045.48,0
deep-image-96-angular,500,97.72,1295.29,0
deep-image-96-angular,600,98.25,1513.83,0
deep-image-96-angular,700,98.61,1750.98,0
deep-image-96-angular,800,98.88,1991.98,0
gist-960-euclidean,50,68.69,689.067,0
gist-960-euclidean,100,80.48,988.461,0
gist-960-euclidean,150,85.93,1372.57,0
gist-960-euclidean,200,88.87,1748.19,0
gist-960-euclidean,250,90.83,2142.44,0
gist-960-euclidean,300,92.41,2473.61,0
gist-960-euclidean,350,93.36,2844.43,0
gist-960-euclidean,400,94.11,3155.9,0
gist-960-euclidean,500,95.29,3837.45,0
gist-960-euclidean,600,96.11,4476.27,0
gist-960-euclidean,700,96.48,5112.07,0
gist-960-euclidean,800,96.83,5719.33,0
glove-200-angular,500,81.53,1618.02,0
glove-200-angular,1000,84.88,3247.5,0
glove-200-angular,1500,86.31,4944.19,0
glove-200-angular,2000,87.12,6633.8,0
glove-200-angular,2500,87.72,8296.6,0
glove-200-angular,3000,88.13,9863.57,0
glove-200-angular,3500,88.52,11413.2,0
glove-200-angular,4000,88.86,12912.1,0
glove-200-angular,5000,89.25,15800.5,0
glove-200-angular,6000,89.49,18592.6,0
glove-200-angular,7000,89.77,21246.7,0
glove-200-angular,8000,89.92,23775.9,0
glove-50-angular,50,15.54,73.9744,0
glove-50-angular,100,28.4,120.533,0
glove-50-angular,150,37.95,181.103,0
glove-50-angular,200,44.78,227.901,0
