dataset,efsearch,recall,per_query_us,dimensionality
glove-50-angular,250,50.06,283.846,0
glove-50-angular,300,54.58,332.459,0
glove-50-angular,350,58.12,389.65,0
glove-50-angular,400,61.58,442.371,0
glove-50-angular,500,66.44,560.141,0
glove-50-angular,600,69.48,666.635,0
glove-50-angular,700,72.43,775.865,0
glove-50-angular,800,74.89,887.189,0
instructorxl-arxiv-768,10,58.0,244.736,0
instructorxl-arxiv-768,20,72.89,237.886,0
instructorxl-arxiv-768,30,80.11,332.739,0
instructorxl-arxiv-768,40,84.8,379.911,0
instructorxl-arxiv-768,50,87.61,453.845,0
instructorxl-arxiv-768,60,89.38,511.341,0
instructorxl-arxiv-768,70,90.85,556.586,0
instructorxl-arxiv-768,80,92.07,588.471,0
instructorxl-arxiv-768,100,93.78,988.395,0
instructorxl-arxiv-768,200,97.09,1357.78,0
instructorxl-arxiv-768,300,98.22,1959.99,0
instructorxl-arxiv-768,400,98.82,2496.21,0
instructorxl-arxiv-768,500,99.11,3057.74,0
instructorxl-arxiv-768,600,99.32,3596.01,0
instructorxl-arxiv-768,700,99.52,4134.01,0
instructorxl-arxiv-768,800,99.56,4679.93,0
msong-420,10,64.57,193.678,0
msong-420,20,78.61,205.651,0
msong-420,30,85.01,228.714,0
msong-420,40,89.01,282.512,0
msong-420,50,91.56,351.72,0
msong-420,60,93.07,387.584,0
msong-420,70,94.06,434.178,0
msong-420,80,94.95,471.692,0
msong-420,100,95.98,577.817,0
msong-420,200,98.58,1007.14,0
msong-420,300,99.28,1413.11,0
msong-420,400,99.5,1807.67,0
msong-420,500,99.59,2159.68,0
msong-420,600,99.72,2530.86,0
msong-420,700,99.82,2868.58,0
msong-420,800,99.88,3216.53,0
nytimes-16-angular,5,58.45,23.18,0
nytimes-16-angular,10,58.5,14.892,0
nytimes-16-angular,15,67.15,25.12,0
nytimes-16-angular,20,72.81,31.615,0
nytimes-16-angular,25,76.56,37.698,0
nytimes-16-angular,30,79.5,43.776,0
nytimes-16-angular,35,81.89,49.821,0
nytimes-16-angular,40,83.19,56.211,0
nytimes-16-angular,50,86.43,71.5311,0
nytimes-16-angular,100,92.94,130.07,0
nytimes-16-angular,150,95.37,189.514,0
nytimes-16-angular,200,96.62,248.835,0
nytimes-16-angular,250,97.35,307.155,0
nytimes-16-angular,300,97.9,365.598,0
nytimes-16-angular,350,98.4,420.741,0
nytimes-16-angular,400,98.7,481.728,0
openai-1536-angular,10,57.32,316.061,0
openai-1536-angular,20,72.28,336.812,0
openai-1536-angular,30,79.71,449.373,0
openai-1536-angular,40,84.26,560.272,0
openai-1536-angular,50,86.52,655.952,0
openai-1536-angular,60,88.54,751.488,0
openai-1536-angular,70,90.04,816.685,0
openai-1536-angular,80,90.95,904.809,0
openai-1536-angular,100,92.72,1367.49,0
openai-1536-angular,200,96.67,2055.95,0
openai-1536-angular,300,98.07,2823.9,0
openai-1536-angular,400,98.68,3660.07,0
openai-1536-angular,500,99.06,4491.55,0
openai-1536-angular,600,99.22,5277.09,0
openai-1536-angular,700,99.33,6085.7,0
openai-1536-angular,800,99.4,6886.86,0
sift-128-euclidean,5,65.39,74.9434,0
sift-128-euclidean,10,65.39,40.1744,0
sift-128-euclidean,15,74.57,58.6934,0
sift-128-euclidean,20,80.03,68.6974,0
sift-128-euclidean,25,83.76,76.4654,0
sift-128-euclidean,30,86.51,89.8924,0
sift-128-euclidean,35,88.72,96.1374,0
sift-128-euclidean,40,90.29,109.671,0
sift-128-euclidean,100,96.76,266.713,0
sift-128-euclidean,200,99.11,440.147,0
sift-128-euclidean,300,99.55,630.485,0
sift-128-euclidean,400,99.71,821.307,0
sift-128-euclidean,500,99.84,1001.75,0
sift-128-euclidean,600,99.87,1187.63,0
sift-128-euclidean,700,99.89,1367.68,0
sift-128-euclidean,800,99.91,1535.06,0
