dataset,efsearch,recall,per_query_us,dimensionality
instructorxl-arxiv-768,70,95.91,828.144,384772448
instructorxl-arxiv-768,80,96.58,882.658,408716256
instructorxl-arxiv-768,100,97.43,1266.56,453921632
instructorxl-arxiv-768,200,98.97,1885.78,649609856
instructorxl-arxiv-768,300,99.32,2509.16,817514400
instructorxl-arxiv-768,400,99.47,3040.35,969919232
instructorxl-arxiv-768,500,99.63,3420.43,1111430400
instructorxl-arxiv-768,600,99.67,3594.98,1245157472
instructorxl-arxiv-768,700,99.72,3735.45,1372992160
instructorxl-arxiv-768,800,99.78,3890.07,1495481280
msong-420,10,75.8,190.234,85179520
msong-420,20,87.7,242.592,110447460
msong-420,30,92.44,290.525,130940824
msong-420,40,94.79,330.341,148490372
msong-420,50,96.12,361.884,164182344
msong-420,60,97.07,394.684,178746724
msong-420,70,97.58,432.815,192160356
msong-420,80,97.99,469.062,204902684
msong-420,100,98.66,527.541,228286532
msong-420,200,99.61,797.038,323260792
msong-420,300,99.77,1025.87,398430192
msong-420,400,99.8,1230.17,463028048
msong-420,500,99.83,1415.61,520916404
msong-420,600,99.84,1594.07,574318088
msong-420,700,99.85,1772.42,624021024
msong-420,800,99.85,1946.15,670960732
nytimes-16-angular,5,76.02,22.2027,5758544
nytimes-16-angular,10,76.02,19.1707,5758544
nytimes-16-angular,15,82.58,25.3758,7175472
nytimes-16-angular,20,86.99,30.2008,8550176
nytimes-16-angular,25,90.15,36.1058,9919280
nytimes-16-angular,30,92.04,39.4577,11249344
nytimes-16-angular,35,93.62,46.6208,12582400
nytimes-16-angular,40,94.81,52.0458,13908768
nytimes-16-angular,50,96.26,68.089,16479424
nytimes-16-angular,100,98.55,121.223,29151216
nytimes-16-angular,150,98.91,166.429,41013184
nytimes-16-angular,200,98.96,220.231,52236832
nytimes-16-angular,250,98.99,265.927,62994816
nytimes-16-angular,300,99.0,315.109,73430224
nytimes-16-angular,350,99.01,374.622,83558368
nytimes-16-angular,400,99.01,422.395,93337904
openai-1536-angular,10,77.53,1100.08,320261760
openai-1536-angular,20,86.49,1191.21,375455904
openai-1536-angular,30,90.66,1267.02,416114528
openai-1536-angular,40,92.51,1334.74,450738464
openai-1536-angular,50,94.24,1407.45,483159328
openai-1536-angular,60,95.09,1463.42,512583872
openai-1536-angular,70,95.93,1515.06,540289184
openai-1536-angular,80,96.51,1570.15,567217184
openai-1536-angular,100,97.28,2202.45,617243072
openai-1536-angular,200,98.74,2886.18,832030016
openai-1536-angular,300,99.14,3492.5,1016925312
openai-1536-angular,400,99.34,3590.03,1187679872
openai-1536-angular,500,99.44,3621.8,1348083648
openai-1536-angular,600,99.51,3868.29,1502645024
openai-1536-angular,700,99.56,4274.24,1651021440
openai-1536-angular,800,99.59,4631.52,1795884512
sift-128-euclidean,5,76.77,79.2958,37882944
sift-128-euclidean,10,76.77,78.0018,37882944
sift-128-euclidean,15,83.42,95.3488,45358848
sift-128-euclidean,20,87.46,112.369,52145856
sift-128-euclidean,25,90.2,129.113,58607136
sift-128-euclidean,30,92.14,145.272,64578784
sift-128-euclidean,35,93.47,161.055,70458784
sift-128-euclidean,40,94.66,176.727,76220000
sift-128-euclidean,100,98.57,348.023,136127168
sift-128-euclidean,200,99.68,586.049,216175008
sift-128-euclidean,300,99.84,814.853,284493536
sift-128-euclidean,400,99.89,1006.97,346022368
sift-128-euclidean,500,99.95,1199.03,402809088
sift-128-euclidean,600,99.97,1384.17,456118848
sift-128-euclidean,700,99.97,1560.81,506823712
sift-128-euclidean,800,99.97,1732.48,555175296
