dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,10,65.22,485.243,257681120
contriever-768,20,78.49,605.966,336115392
contriever-768,30,83.44,699.659,393793312
contriever-768,40,85.95,783.287,442478272
contriever-768,50,88.15,856.584,489522144
contriever-768,60,89.25,938.91,531959936
contriever-768,70,90.6,1023.0,573271744
contriever-768,80,91.44,1082.99,612577952
contriever-768,100,92.52,1268.99,688627072
contriever-768,200,94.92,1907.41,1040712096
contriever-768,300,95.71,2499.46,1362288928
contriever-768,400,96.21,3122.88,1669753216
contriever-768,500,96.45,3692.95,1959521472
contriever-768,600,96.87,4249.84,2237733952
contriever-768,700,97.04,4824.65,2507275584
contriever-768,800,97.18,5376.7,2767907168
deep-image-96-angular,10,60.63,92.1369,39116064
deep-image-96-angular,20,73.58,118.433,54994496
deep-image-96-angular,30,80.6,153.31,69102784
deep-image-96-angular,40,84.98,190.322,82242496
deep-image-96-angular,50,87.96,219.915,94916320
deep-image-96-angular,60,89.92,260.644,107009728
deep-image-96-angular,70,91.39,288.201,118706880
deep-image-96-angular,80,92.45,313.961,130024768
deep-image-96-angular,100,94.24,383.987,152045472
deep-image-96-angular,200,97.59,667.986,250925184
deep-image-96-angular,300,98.68,937.285,337840000
deep-image-96-angular,400,99.19,1198.4,417730912
deep-image-96-angular,500,99.44,1444.04,492180800
deep-image-96-angular,600,99.57,1697.38,562952864
deep-image-96-angular,700,99.65,1926.73,630498560
deep-image-96-angular,800,99.7,2159.18,695432544
gist-960-euclidean,50,74.44,1040.6,497636608
gist-960-euclidean,100,85.29,1402.79,715597760
gist-960-euclidean,150,89.86,1775.63,895896928
gist-960-euclidean,200,92.36,2058.63,1056343008
gist-960-euclidean,250,93.95,2401.38,1199953888
gist-960-euclidean,300,94.95,2625.06,1332337120
gist-960-euclidean,350,95.81,2946.65,1456072000
gist-960-euclidean,400,96.38,3149.99,1571824416
gist-960-euclidean,500,97.09,3621.77,1785693984
gist-960-euclidean,600,97.62,4078.77,1981308864
gist-960-euclidean,700,98.03,4501.87,2162196128
gist-960-euclidean,800,98.24,4919.18,2331753120
glove-200-angular,500,83.97,1778.81,1232098432
glove-200-angular,1000,86.4,3449.54,2103377208
glove-200-angular,1500,87.63,5104.26,2839372840
glove-200-angular,2000,88.3,6723.17,3482515256
glove-200-angular,2500,88.72,8256.89,4058412680
glove-200-angular,3000,89.02,9735.59,4580986320
glove-200-angular,3500,89.27,11164.2,5060097376
glove-200-angular,4000,89.44,12511.5,5502726864
glove-200-angular,5000,89.74,15293.6,6304426160
glove-200-angular,6000,89.93,17638.8,7015013504
glove-200-angular,7000,90.1,19768.7,7655019600
glove-200-angular,8000,90.25,21848.0,8238644992
glove-50-angular,50,78.79,135.801,57741664
glove-50-angular,100,86.13,235.117,95938862
glove-50-angular,150,89.32,337.141,131772922
glove-50-angular,200,91.29,432.843,166264976
glove-50-angular,250,92.53,531.291,199664782
glove-50-angular,300,93.55,627.447,231922656
glove-50-angular,350,94.43,720.17,263376346
glove-50-angular,400,95.14,811.484,294473418
glove-50-angular,500,95.89,1001.84,354511460
glove-50-angular,600,96.46,1178.02,412740892
glove-50-angular,700,96.94,1361.0,469774400
glove-50-angular,800,97.24,1534.91,525226530
instructorxl-arxiv-768,10,72.64,448.044,192716224
instructorxl-arxiv-768,20,84.88,545.799,239302816
instructorxl-arxiv-768,30,89.94,605.001,275520928
instructorxl-arxiv-768,40,92.46,665.204,305632544
instructorxl-arxiv-768,50,93.9,721.828,333649952
instructorxl-arxiv-768,60,95.13,774.178,360075616
