dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,10,63.96,405.616,161771040
contriever-768,20,77.39,527.1,225845536
contriever-768,30,83.4,608.258,273835616
contriever-768,40,86.96,679.952,316936032
contriever-768,50,88.76,761.815,354609184
contriever-768,60,89.89,825.779,390099296
contriever-768,70,91.33,899.141,424908928
contriever-768,80,92.44,976.071,458943296
contriever-768,100,93.34,1098.31,520565152
contriever-768,200,95.52,1652.26,793560416
contriever-768,300,96.07,2149.53,1029913120
contriever-768,400,96.54,2639.87,1251187840
contriever-768,500,96.74,3061.59,1452781152
contriever-768,600,96.83,3475.64,1646430208
contriever-768,700,96.92,3910.31,1831676160
contriever-768,800,96.98,4293.63,2008319904
deep-image-96-angular,10,59.42,118.549,38429616
deep-image-96-angular,20,70.63,168.701,57645456
deep-image-96-angular,30,76.3,212.472,74742672
deep-image-96-angular,40,80.05,254.724,90332952
deep-image-96-angular,50,82.85,297.442,105207384
deep-image-96-angular,60,84.95,335.94,118904784
deep-image-96-angular,70,86.48,371.987,131884632
deep-image-96-angular,80,87.6,397.925,144003360
deep-image-96-angular,100,89.57,505.441,168789096
deep-image-96-angular,200,94.04,819.048,276383448
deep-image-96-angular,300,96.08,1123.52,371913576
deep-image-96-angular,400,97.3,1600.59,461126856
deep-image-96-angular,500,97.82,2057.83,542583840
deep-image-96-angular,600,98.29,2424.19,621808176
deep-image-96-angular,700,98.52,2742.17,697125504
deep-image-96-angular,800,98.76,3041.76,771830544
gist-960-euclidean,50,75.25,907.497,329758592
gist-960-euclidean,100,85.82,1237.28,496577664
gist-960-euclidean,150,89.82,1554.15,646458432
gist-960-euclidean,200,92.65,1834.1,785585312
gist-960-euclidean,250,94.13,2139.6,915500192
gist-960-euclidean,300,95.35,2381.73,1038465824
gist-960-euclidean,350,96.11,2638.5,1156031616
gist-960-euclidean,400,96.76,2860.11,1267688832
gist-960-euclidean,500,97.61,3305.92,1479707648
gist-960-euclidean,600,98.02,3752.56,1677939584
gist-960-euclidean,700,98.42,4157.59,1865071488
