dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,10,65.22,823.811,257681120
contriever-768,20,78.49,1028.47,336122880
contriever-768,30,83.44,1198.31,393793312
contriever-768,40,85.95,1345.08,442478272
contriever-768,50,88.15,1489.23,489522144
contriever-768,60,89.25,1640.5,531968928
contriever-768,70,90.6,1748.36,573271744
contriever-768,80,91.44,1875.43,612577920
deep-image-96-angular,10,60.63,155.777,39116064
deep-image-96-angular,20,73.58,220.113,54994496
deep-image-96-angular,30,80.6,287.918,69102784
deep-image-96-angular,40,84.98,346.375,82242496
deep-image-96-angular,50,87.96,397.25,94916320
deep-image-96-angular,60,89.92,451.303,107009696
deep-image-96-angular,70,91.39,505.429,118706848
deep-image-96-angular,80,92.45,557.509,130026656
deep-image-96-angular,100,94.24,709.311,152045440
deep-image-96-angular,200,97.59,1205.0,250925152
deep-image-96-angular,300,98.68,1653.96,337838080
deep-image-96-angular,400,99.19,2089.89,417732320
deep-image-96-angular,500,99.44,2535.03,492180160
deep-image-96-angular,600,99.57,2917.88,562953056
deep-image-96-angular,700,99.65,3312.06,630497696
deep-image-96-angular,800,99.7,3709.04,695432096
gist-960-euclidean,50,74.44,1817.86,497637824
gist-960-euclidean,100,85.29,2522.43,715584064
gist-960-euclidean,150,89.86,3140.45,895898176
gist-960-euclidean,200,92.36,3710.03,1056346016
gist-960-euclidean,250,93.95,4226.1,1199955936
gist-960-euclidean,300,94.95,4711.91,1332341248
gist-960-euclidean,350,95.81,5168.22,1456079904
gist-960-euclidean,400,96.38,5606.82,1571831200
gist-960-euclidean,500,97.09,6476.75,1785702816
gist-960-euclidean,600,97.62,7239.4,1981304416
gist-960-euclidean,700,98.03,7961.87,2162198528
gist-960-euclidean,800,98.24,8647.09,2331761152
glove-200-angular,500,83.97,3257.68,1232103776
glove-200-angular,1000,86.4,5611.49,2103383984
glove-200-angular,1500,87.63,8251.34,2839372104
glove-200-angular,2000,88.3,10715.7,3482511680
glove-200-angular,2500,88.72,13162.4,4058410776
glove-200-angular,3000,89.02,15349.0,4580984824
glove-200-angular,3500,89.27,17576.3,5060097312
glove-200-angular,4000,89.44,19578.4,5502730928
glove-200-angular,5000,89.74,23387.3,6304426424
glove-200-angular,6000,89.93,26876.6,7015015720
glove-200-angular,7000,90.1,30002.6,7655024920
glove-200-angular,8000,90.25,32904.2,8238639552
glove-50-angular,50,78.79,229.577,57741646
glove-50-angular,100,86.13,390.087,95938844
glove-50-angular,150,89.32,557.298,131772904
glove-50-angular,200,91.29,709.064,166265030
glove-50-angular,250,92.53,863.927,199664764
glove-50-angular,300,93.55,1002.25,231922638
glove-50-angular,350,94.43,1154.46,263376328
glove-50-angular,400,95.14,1292.17,294473400
glove-50-angular,500,95.89,1574.66,354511442
glove-50-angular,600,96.46,1858.01,412740874
glove-50-angular,700,96.94,2116.24,469774928
glove-50-angular,800,97.24,2392.54,525226530
instructorxl-arxiv-768,10,72.64,755.8,192716224
instructorxl-arxiv-768,20,84.88,910.585,239302880
instructorxl-arxiv-768,30,89.94,1033.55,275520736
instructorxl-arxiv-768,40,92.46,1140.05,305632352
instructorxl-arxiv-768,50,93.9,1249.82,333649728
instructorxl-arxiv-768,60,95.13,1361.75,360075392
instructorxl-arxiv-768,70,95.91,1452.54,384772224
instructorxl-arxiv-768,80,96.58,1538.9,408715968
instructorxl-arxiv-768,100,97.43,1753.29,453923264
instructorxl-arxiv-768,200,98.97,2566.05,649610336
instructorxl-arxiv-768,300,99.32,3267.96,817519296
instructorxl-arxiv-768,400,99.47,3959.92,969919808
instructorxl-arxiv-768,500,99.63,4610.36,1111425920
instructorxl-arxiv-768,600,99.67,5257.46,1245165152
instructorxl-arxiv-768,700,99.72,5843.54,1372988128
instructorxl-arxiv-768,800,99.78,6409.35,1495485120
msong-420,10,75.8,319.03,85162908
msong-420,20,87.7,407.437,110424844
msong-420,30,92.44,483.494,130920416
msong-420,40,94.79,550.086,148467012
msong-420,50,96.12,614.418,164153332
msong-420,60,97.07,688.977,178717712
msong-420,70,97.58,724.89,192127744
msong-420,80,97.99,770.547,204867772
msong-420,100,98.66,882.665,228245780
msong-420,200,99.61,1280.57,323192888
msong-420,300,99.77,1635.29,398329740
msong-420,400,99.8,1940.8,462898564
msong-420,500,99.83,2221.16,520759076
msong-420,600,99.84,2495.07,574139064
msong-420,700,99.85,2743.06,623843024
msong-420,800,99.85,2991.34,670785388
nytimes-16-angular,5,76.03,24.6243,5758336
nytimes-16-angular,10,76.03,20.8972,5758336
nytimes-16-angular,15,82.59,26.9463,7175504
nytimes-16-angular,20,87.0,33.1783,8549872
nytimes-16-angular,25,90.16,35.4632,9918992
nytimes-16-angular,30,92.05,45.5063,11249264
nytimes-16-angular,35,93.63,51.7472,12582880
nytimes-16-angular,40,94.82,58.4203,13908912
nytimes-16-angular,50,96.27,75.7295,16479472
nytimes-16-angular,100,98.56,131.71,29150480
nytimes-16-angular,150,98.92,184.785,41012800
nytimes-16-angular,200,98.97,240.408,52236464
nytimes-16-angular,250,99.0,313.166,62994720
nytimes-16-angular,300,99.01,355.578,73429904
nytimes-16-angular,350,99.02,407.764,83558048
nytimes-16-angular,400,99.02,461.451,93338112
openai-1536-angular,10,77.53,1719.01,320261792
openai-1536-angular,20,86.49,1886.72,375455936
openai-1536-angular,30,90.66,2029.02,416114496
openai-1536-angular,40,92.51,2156.0,450738400
openai-1536-angular,50,94.24,2270.07,483159232
openai-1536-angular,60,95.09,2370.28,512583808
openai-1536-angular,70,95.93,2480.49,540289088
openai-1536-angular,80,96.51,2571.81,567214112
openai-1536-angular,100,97.28,2802.12,617243104
openai-1536-angular,200,98.74,3625.92,832024864
openai-1536-angular,300,99.14,4393.79,1016916224
openai-1536-angular,400,99.34,5114.07,1187679968
openai-1536-angular,500,99.44,5804.41,1348082336
openai-1536-angular,600,99.51,6476.13,1502649120
openai-1536-angular,700,99.56,7163.0,1651024224
openai-1536-angular,800,99.59,7773.3,1795886944
sift-128-euclidean,5,76.77,134.055,37882880
sift-128-euclidean,10,76.77,128.442,37882880
sift-128-euclidean,15,83.42,153.199,45357216
sift-128-euclidean,20,87.46,185.278,52145792
sift-128-euclidean,25,90.2,212.686,58607232
sift-128-euclidean,30,92.14,238.438,64577984
sift-128-euclidean,35,93.47,264.921,70460480
sift-128-euclidean,40,94.66,290.371,76221408
sift-128-euclidean,100,98.57,563.48,136128160
sift-128-euclidean,200,99.68,928.813,216177696
sift-128-euclidean,300,99.84,1260.56,284493760
sift-128-euclidean,400,99.89,1566.35,346022592
sift-128-euclidean,500,99.95,1848.48,402805056
sift-128-euclidean,600,99.97,2135.99,456117568
