dataset,efsearch,recall,per_query_us,dimensionality
glove-50-angular,200,91.38,658.271,179642900
glove-50-angular,250,92.66,801.138,218547850
glove-50-angular,300,93.63,950.388,256336750
glove-50-angular,350,94.44,1072.86,293231000
glove-50-angular,400,95.07,1226.31,329943250
glove-50-angular,500,95.88,1514.79,401183300
glove-50-angular,600,96.46,1787.07,470802100
glove-50-angular,700,96.94,2063.17,538903650
glove-50-angular,800,97.25,2326.24,605816950
instructorxl-arxiv-768,10,73.07,819.64,249193728
instructorxl-arxiv-768,20,85.2,1190.63,397412352
instructorxl-arxiv-768,30,89.72,1541.55,532177920
instructorxl-arxiv-768,40,92.55,1871.74,663533568
instructorxl-arxiv-768,50,93.91,2203.75,793327104
instructorxl-arxiv-768,60,95.14,2542.83,920692224
instructorxl-arxiv-768,70,96.03,2861.05,1045778688
instructorxl-arxiv-768,80,96.56,3168.16,1169791488
instructorxl-arxiv-768,100,97.63,3852.8,1414802688
instructorxl-arxiv-768,200,99.11,6886.55,2578161408
instructorxl-arxiv-768,300,99.48,9746.13,3676108032
instructorxl-arxiv-768,400,99.59,12500.3,4730108928
instructorxl-arxiv-768,500,99.72,15178.9,5753441280
instructorxl-arxiv-768,600,99.8,17793.4,6744622080
instructorxl-arxiv-768,700,99.87,22898.3,7714703616
instructorxl-arxiv-768,800,99.88,27179.2,8663653632
msong-420,10,76.52,367.713,106531740
msong-420,20,87.84,527.369,171439380
msong-420,30,92.33,693.285,232786680
msong-420,40,94.77,853.157,291621120
msong-420,50,96.24,994.641,349173300
msong-420,60,97.09,1144.24,404690160
msong-420,70,97.6,1280.8,458622360
msong-420,80,97.98,1435.72,511182420
msong-420,100,98.77,1719.08,613559520
msong-420,200,99.64,2940.79,1074349500
msong-420,300,99.84,4040.8,1485293040
msong-420,400,99.86,5062.18,1862326200
msong-420,500,99.89,6014.0,2217079200
msong-420,600,99.95,6952.32,2554638240
msong-420,700,99.98,7833.01,2879021880
msong-420,800,99.98,8674.14,3190030620
nytimes-16-angular,5,76.6,20.461,4229104
nytimes-16-angular,10,76.6,16.307,4229104
nytimes-16-angular,15,84.08,21.493,5675440
nytimes-16-angular,20,88.15,22.042,7041296
nytimes-16-angular,25,91.01,32.533,8377520
nytimes-16-angular,30,92.91,37.946,9733680
nytimes-16-angular,35,94.28,43.401,11059680
nytimes-16-angular,40,95.56,49.067,12386608
nytimes-16-angular,50,97.0,64.588,14981360
nytimes-16-angular,100,99.28,114.618,27637232
nytimes-16-angular,150,99.64,167.569,39487120
nytimes-16-angular,200,99.69,222.542,50702400
nytimes-16-angular,250,99.88,273.497,61465296
nytimes-16-angular,300,99.89,325.828,71907968
nytimes-16-angular,350,99.9,377.911,82041264
nytimes-16-angular,400,99.9,429.573,91819472
openai-1536-angular,10,75.61,1494.24,459181056
openai-1536-angular,20,85.9,2172.81,743529984
openai-1536-angular,30,90.79,2822.08,1007717376
openai-1536-angular,40,93.05,3430.62,1256573952
openai-1536-angular,50,94.52,4030.37,1499888640
openai-1536-angular,60,95.46,4615.68,1736927232
openai-1536-angular,70,96.13,5189.76,1969291776
openai-1536-angular,80,96.63,5750.15,2199349248
openai-1536-angular,100,97.43,10084.2,2651590656
openai-1536-angular,200,98.96,14952.7,4794671616
openai-1536-angular,300,99.28,17522.4,6802841088
openai-1536-angular,400,99.47,22312.7,8735864832
openai-1536-angular,500,99.56,27004.7,10607522304
openai-1536-angular,600,99.69,31616.4,12432033792
openai-1536-angular,700,99.69,36114.6,14220910080
openai-1536-angular,800,99.71,40530.5,15971968512
sift-128-euclidean,5,77.06,130.677,34266112
sift-128-euclidean,10,77.06,123.411,34266112
sift-128-euclidean,15,83.72,158.659,45716736
sift-128-euclidean,20,87.43,189.715,56446208
sift-128-euclidean,25,90.16,222.273,67265408
sift-128-euclidean,30,92.13,254.05,77491584
sift-128-euclidean,35,93.57,287.022,87738624
sift-128-euclidean,40,94.7,322.212,98114176
sift-128-euclidean,100,98.63,677.6,213429760
sift-128-euclidean,200,99.72,1207.01,384954240
sift-128-euclidean,300,99.86,1701.97,540932992
sift-128-euclidean,400,99.92,2172.53,686083840
sift-128-euclidean,500,99.98,2606.75,823166720
sift-128-euclidean,600,100.0,3042.66,954219264
sift-128-euclidean,700,100.0,3444.24,1080174592
sift-128-euclidean,800,100.0,3853.98,1201960576
