dataset,efsearch,recall,per_query_us,dimensionality
nytimes-16-angular,200,85.44,795.941,65371632
nytimes-16-angular,250,85.55,974.534,79551616
nytimes-16-angular,300,85.63,1167.41,93412272
nytimes-16-angular,350,85.7,1329.19,107105024
nytimes-16-angular,400,85.85,1514.72,120480800
openai-1536-angular,10,77.57,1334.01,151308288
openai-1536-angular,20,87.57,1443.11,188881056
openai-1536-angular,30,91.08,1535.93,216961952
openai-1536-angular,40,92.93,1611.29,242293952
openai-1536-angular,50,93.91,1680.74,265973664
openai-1536-angular,60,94.8,1752.77,288832672
openai-1536-angular,70,95.37,1818.61,310256768
openai-1536-angular,80,95.98,1895.79,331678464
openai-1536-angular,100,96.69,2069.94,372117440
openai-1536-angular,200,98.27,2665.89,555507872
openai-1536-angular,300,98.73,3206.68,720031104
openai-1536-angular,400,98.99,3755.66,873349024
openai-1536-angular,500,99.17,4238.57,1018067488
openai-1536-angular,600,99.28,4714.88,1156385184
openai-1536-angular,700,99.32,5162.32,1289358112
openai-1536-angular,800,99.36,5611.05,1417494976
sift-128-euclidean,5,76.63,94.7044,32578624
sift-128-euclidean,10,76.63,93.2324,32578624
sift-128-euclidean,15,83.66,111.622,39891776
sift-128-euclidean,20,87.68,128.837,46592672
sift-128-euclidean,25,90.24,145.585,52792448
sift-128-euclidean,30,92.09,162.662,58925984
sift-128-euclidean,35,93.08,178.064,64595008
sift-128-euclidean,40,94.15,195.688,70329248
sift-128-euclidean,100,98.33,366.958,132360768
sift-128-euclidean,200,99.42,604.695,221804224
sift-128-euclidean,300,99.59,837.498,301734304
sift-128-euclidean,400,99.7,1050.62,375688960
sift-128-euclidean,500,99.74,1248.81,445574528
sift-128-euclidean,600,99.75,1440.15,511831584
sift-128-euclidean,700,99.76,1633.72,575408128
sift-128-euclidean,800,99.76,1829.14,636749568
