dataset,efsearch,recall,per_query_us,dimensionality
contriever-768,10,56.68,763.671,0
contriever-768,20,72.52,1136.87,0
contriever-768,30,79.73,1478.57,0
contriever-768,40,84.02,1802.56,0
contriever-768,50,85.76,2108.37,0
contriever-768,60,87.66,2414.89,0
contriever-768,70,88.78,2724.8,0
contriever-768,80,89.59,3028.38,0
contriever-768,100,91.34,3799.15,0
contriever-768,200,94.12,6776.13,0
contriever-768,300,95.03,9933.09,0
contriever-768,400,95.62,13126.8,0
contriever-768,500,96.07,16337.0,0
contriever-768,600,96.5,19539.2,0
contriever-768,700,96.81,22751.4,0
contriever-768,800,96.97,25982.4,0
deep-image-96-angular,10,39.65,203.046,0
deep-image-96-angular,20,55.58,246.543,0
deep-image-96-angular,30,64.94,240.834,0
deep-image-96-angular,40,70.54,322.488,0
deep-image-96-angular,50,75.19,359.061,0
deep-image-96-angular,60,78.37,376.247,0
deep-image-96-angular,70,80.85,435.578,0
deep-image-96-angular,80,82.99,509.299,0
deep-image-96-angular,100,85.79,1064.47,0
deep-image-96-angular,200,92.89,1453.36,0
deep-image-96-angular,300,95.44,1792.44,0
deep-image-96-angular,400,96.65,2171.32,0
deep-image-96-angular,500,97.72,2656.53,0
deep-image-96-angular,600,98.25,3111.08,0
deep-image-96-angular,700,98.61,3591.58,0
deep-image-96-angular,800,98.88,4048.15,0
gist-960-euclidean,50,68.69,2755.0,0
gist-960-euclidean,100,80.48,4610.84,0
gist-960-euclidean,150,85.93,6455.37,0
gist-960-euclidean,200,88.87,8252.23,0
gist-960-euclidean,250,90.83,9988.05,0
gist-960-euclidean,300,92.41,11672.1,0
gist-960-euclidean,350,93.36,13302.9,0
gist-960-euclidean,400,94.11,14884.7,0
gist-960-euclidean,500,95.29,18006.1,0
gist-960-euclidean,600,96.11,20970.2,0
gist-960-euclidean,700,96.48,23853.0,0
gist-960-euclidean,800,96.83,26626.6,0
glove-200-angular,500,81.52,3432.32,0
glove-200-angular,1000,84.87,6749.17,0
glove-200-angular,1500,86.3,10136.1,0
glove-200-angular,2000,87.11,13510.7,0
glove-200-angular,2500,87.71,16963.5,0
glove-200-angular,3000,88.12,20133.0,0
glove-200-angular,3500,88.51,23438.3,0
glove-200-angular,4000,88.85,26425.7,0
glove-200-angular,5000,89.24,32310.2,0
glove-200-angular,6000,89.48,37869.2,0
glove-200-angular,7000,89.76,43186.4,0
glove-200-angular,8000,89.91,48286.2,0
glove-50-angular,50,15.54,84.3949,0
glove-50-angular,100,28.4,154.589,0
glove-50-angular,150,37.95,203.156,0
glove-50-angular,200,44.78,271.931,0
glove-50-angular,250,50.06,330.891,0
glove-50-angular,300,54.58,396.071,0
glove-50-angular,350,58.12,457.373,0
glove-50-angular,400,61.58,516.686,0
glove-50-angular,500,66.44,649.968,0
glove-50-angular,600,69.48,780.687,0
glove-50-angular,700,72.43,904.166,0
glove-50-angular,800,74.89,1027.71,0
